,temperature_2m_mean,city,,,,,,,,,
695,24.9,Colombo,,,,,,,,,
696,26.1,Colombo,,,,,,,,,
697,26.2,Colombo,,,,,,,,,
698,25.5,Colombo,,,,,,,,,
699,26.2,Colombo,,,,,,,,,
700,26.1,Colombo,,,,,,,,,
701,26.5,Colombo,,,,,,,,,
702,26.3,Colombo,,,,,,,,,
703,26.5,Colombo,,,,,,,,,
704,26.7,Colombo,,,,,,,,,
705,26.3,Colombo,,,,,,,,,
706,26,Colombo,,,,,,,,,
707,26.4,Colombo,,,,,,,,,
708,26.4,Colombo,,,,,,,,,
709,26.2,Colombo,,,,,,,,,
710,25.5,Colombo,,,,,,,,,
711,26,Colombo,,,,,,,,,
712,25.1,Colombo,,,,,,,,,
713,25,Colombo,,,,,,,,,
714,26,Colombo,,,,,,,,,
715,26,Colombo,,,,,,,,,
716,25.9,Colombo,,,,,,,,,
717,24.7,Colombo,,,,,,,,,
718,24.7,Colombo,,,,,,,,,
719,25.3,Colombo,,,,,,,,,
720,25,Colombo,,,,,,,,,
721,23.9,Colombo,,,,,,,,,
722,25.5,Colombo,,,,,,,,,
723,25.3,Colombo,,,,,,,,,
724,24.7,Colombo,,,,,,,,,
725,23.3,Colombo,,,,,,,,,
726,24.6,Colombo,,,,,,,,,
727,25.8,Colombo,,,,,,,,,
728,25.6,Colombo,,,,,,,,,
729,25.8,Colombo,,,,,,,,,
730,25.5,Colombo,,,,,,,,,
731,25.2,Colombo,,,,,,,,,
732,26.2,Colombo,,,,,,,,,
733,26.3,Colombo,,,,,,,,,
734,25.7,Colombo,,,,,,,,,
735,25.6,Colombo,,,,,,,,,
736,25.8,Colombo,,,,,,,,,
737,25.6,Colombo,,,,,,,,,
738,26,Colombo,,,,,,,,,
739,25.9,Colombo,,,,,,,,,
740,25.9,Colombo,,,,,,,,,
741,26.1,Colombo,,,,,,,,,
742,26.1,Colombo,,,,,,,,,
743,25.5,Colombo,,,,,,,,,
744,24.5,Colombo,,,,,,,,,
745,24.6,Colombo,,,,,,,,,
746,24.8,Colombo,,,,,,,,,
747,25,Colombo,,,,,,,,,
748,25.7,Colombo,,,,,,,,,
749,25.8,Colombo,,,,,,,,,
750,25.6,Colombo,,,,,,,,,
751,25.9,Colombo,,,,,,,,,
752,26.4,Colombo,,,,,,,,,
753,25.9,Colombo,,,,,,,,,
754,26.2,Colombo,,,,,,,,,
755,26.4,Colombo,,,,,,,,,
756,26.3,Colombo,,,,,,,,,
757,27,Colombo,,,,,,,,,
758,26.7,Colombo,,,,,,,,,
759,26.8,Colombo,,,,,,,,,
760,27.1,Colombo,,,,,,,,,
761,27.6,Colombo,,,,,,,,,
762,27.6,Colombo,,,,,,,,,
763,28.1,Colombo,,,,,,,,,
764,28.2,Colombo,,,,,,,,,
765,26.8,Colombo,,,,,,,,,
766,26.6,Colombo,,,,,,,,,
767,26.9,Colombo,,,,,,,,,
768,26.7,Colombo,,,,,,,,,
769,26.2,Colombo,,,,,,,,,
770,25.9,Colombo,,,,,,,,,
771,26.9,Colombo,,,,,,,,,
772,26.8,Colombo,,,,,,,,,
773,27.5,Colombo,,,,,,,,,
774,26,Colombo,,,,,,,,,
775,25.4,Colombo,,,,,,,,,
776,25.9,Colombo,,,,,,,,,
777,25.6,Colombo,,,,,,,,,
778,26.3,Colombo,,,,,,,,,
779,26.2,Colombo,,,,,,,,,
780,26.1,Colombo,,,,,,,,,
781,25.8,Colombo,,,,,,,,,
782,25.9,Colombo,,,,,,,,,
783,25.7,Colombo,,,,,,,,,
784,25.4,Colombo,,,,,,,,,
785,26.9,Colombo,,,,,,,,,
786,26.6,Colombo,,,,,,,,,
787,26.4,Colombo,,,,,,,,,
788,26.1,Colombo,,,,,,,,,
789,26.7,Colombo,,,,,,,,,
790,26.5,Colombo,,,,,,,,,
791,27.2,Colombo,,,,,,,,,
792,27,Colombo,,,,,,,,,
793,27.1,Colombo,,,,,,,,,
794,27,Colombo,,,,,,,,,
795,26.8,Colombo,,,,,,,,,
796,26.6,Colombo,,,,,,,,,
797,26.7,Colombo,,,,,,,,,
798,27.3,Colombo,,,,,,,,,
799,26.8,Colombo,,,,,,,,,
800,26.5,Colombo,,,,,,,,,
801,26.7,Colombo,,,,,,,,,
802,26.6,Colombo,,,,,,,,,
803,26.8,Colombo,,,,,,,,,
804,26.5,Colombo,,,,,,,,,
805,26.3,Colombo,,,,,,,,,
806,26.5,Colombo,,,,,,,,,
807,27.1,Colombo,,,,,,,,,
808,27.2,Colombo,,,,,,,,,
809,27.1,Colombo,,,,,,,,,
810,26.7,Colombo,,,,,,,,,
811,26.6,Colombo,,,,,,,,,
812,27.1,Colombo,,,,,,,,,
813,27.1,Colombo,,,,,,,,,
814,27,Colombo,,,,,,,,,
815,27,Colombo,,,,,,,,,
816,27.2,Colombo,,,,,,,,,
817,27,Colombo,,,,,,,,,
818,26.6,Colombo,,,,,,,,,
819,26.8,Colombo,,,,,,,,,
820,27.5,Colombo,,,,,,,,,
821,27,Colombo,,,,,,,,,
822,26.8,Colombo,,,,,,,,,
823,26.8,Colombo,,,,,,,,,
824,26.9,Colombo,,,,,,,,,
825,27.4,Colombo,,,,,,,,,
826,27.7,Colombo,,,,,,,,,
827,27.6,Colombo,,,,,,,,,
828,27.1,Colombo,,,,,,,,,
829,26.8,Colombo,,,,,,,,,
830,26.5,Colombo,,,,,,,,,
831,27.1,Colombo,,,,,,,,,
832,26.7,Colombo,,,,,,,,,
833,27.4,Colombo,,,,,,,,,
834,26.9,Colombo,,,,,,,,,
835,26.2,Colombo,,,,,,,,,
836,26.7,Colombo,,,,,,,,,
837,26.9,Colombo,,,,,,,,,
838,27,Colombo,,,,,,,,,
839,27.1,Colombo,,,,,,,,,
840,26.8,Colombo,,,,,,,,,
841,27.2,Colombo,,,,,,,,,
842,26.5,Colombo,,,,,,,,,
843,26.1,Colombo,,,,,,,,,
844,25.5,Colombo,,,,,,,,,
845,26.6,Colombo,,,,,,,,,
846,26.6,Colombo,,,,,,,,,
847,27,Colombo,,,,,,,,,
848,27.6,Colombo,,,,,,,,,
849,26.7,Colombo,,,,,,,,,
850,27.1,Colombo,,,,,,,,,
851,27.6,Colombo,,,,,,,,,
852,27.2,Colombo,,,,,,,,,
853,27.2,Colombo,,,,,,,,,
854,27.7,Colombo,,,,,,,,,
855,27.7,Colombo,,,,,,,,,
856,27.8,Colombo,,,,,,,,,
857,28.2,Colombo,,,,,,,,,
858,27.9,Colombo,,,,,,,,,
859,27.6,Colombo,,,,,,,,,
860,27.6,Colombo,,,,,,,,,
861,27.6,Colombo,,,,,,,,,
862,27.5,Colombo,,,,,,,,,
863,27.8,Colombo,,,,,,,,,
864,27.9,Colombo,,,,,,,,,
865,27.8,Colombo,,,,,,,,,
866,27.9,Colombo,,,,,,,,,
867,28,Colombo,,,,,,,,,
868,28.3,Colombo,,,,,,,,,
869,27.6,Colombo,,,,,,,,,
870,27.3,Colombo,,,,,,,,,
871,26.7,Colombo,,,,,,,,,
872,27,Colombo,,,,,,,,,
873,26.9,Colombo,,,,,,,,,
874,26.6,Colombo,,,,,,,,,
875,26.2,Colombo,,,,,,,,,
876,25.8,Colombo,,,,,,,,,
877,26.4,Colombo,,,,,,,,,
878,26.9,Colombo,,,,,,,,,
879,27.2,Colombo,,,,,,,,,
880,27.5,Colombo,,,,,,,,,
881,27.1,Colombo,,,,,,,,,
882,27,Colombo,,,,,,,,,
883,27.4,Colombo,,,,,,,,,
884,26.4,Colombo,,,,,,,,,
885,26.7,Colombo,,,,,,,,,
886,26.3,Colombo,,,,,,,,,
887,26.4,Colombo,,,,,,,,,
888,27.1,Colombo,,,,,,,,,
889,27.5,Colombo,,,,,,,,,
890,27.8,Colombo,,,,,,,,,
891,27.8,Colombo,,,,,,,,,
892,27.5,Colombo,,,,,,,,,
893,26.4,Colombo,,,,,,,,,
894,25.5,Colombo,,,,,,,,,
895,25.7,Colombo,,,,,,,,,
896,26.8,Colombo,,,,,,,,,
897,26.9,Colombo,,,,,,,,,
898,26.7,Colombo,,,,,,,,,
899,27,Colombo,,,,,,,,,
900,26.7,Colombo,,,,,,,,,
901,25.9,Colombo,,,,,,,,,
902,25.8,Colombo,,,,,,,,,
903,26.4,Colombo,,,,,,,,,
904,26.4,Colombo,,,,,,,,,
905,26.3,Colombo,,,,,,,,,
906,25.9,Colombo,,,,,,,,,
907,26.2,Colombo,,,,,,,,,
908,25.9,Colombo,,,,,,,,,
909,26.1,Colombo,,,,,,,,,
910,26.6,Colombo,,,,,,,,,
911,26.4,Colombo,,,,,,,,,
912,25.8,Colombo,,,,,,,,,
913,25.5,Colombo,,,,,,,,,
914,26.1,Colombo,,,,,,,,,
915,26.3,Colombo,,,,,,,,,
916,26.5,Colombo,,,,,,,,,
917,26.3,Colombo,,,,,,,,,
918,26,Colombo,,,,,,,,,
919,26.2,Colombo,,,,,,,,,
920,25.9,Colombo,,,,,,,,,
921,26.3,Colombo,,,,,,,,,
922,27.3,Colombo,,,,,,,,,
923,27.6,Colombo,,,,,,,,,
924,27.3,Colombo,,,,,,,,,
925,26.8,Colombo,,,,,,,,,
926,27,Colombo,,,,,,,,,
927,26.8,Colombo,,,,,,,,,
928,26.6,Colombo,,,,,,,,,
929,26.6,Colombo,,,,,,,,,
930,27,Colombo,,,,,,,,,
931,27,Colombo,,,,,,,,,
932,26.9,Colombo,,,,,,,,,
933,27,Colombo,,,,,,,,,
934,26.5,Colombo,,,,,,,,,
935,26.8,Colombo,,,,,,,,,
936,26.6,Colombo,,,,,,,,,
937,27,Colombo,,,,,,,,,
938,26.9,Colombo,,,,,,,,,
939,26.7,Colombo,,,,,,,,,
940,26.5,Colombo,,,,,,,,,
941,26.9,Colombo,,,,,,,,,
942,27.1,Colombo,,,,,,,,,
943,26.8,Colombo,,,,,,,,,
944,27,Colombo,,,,,,,,,
945,27,Colombo,,,,,,,,,
946,26.8,Colombo,,,,,,,,,
947,26.6,Colombo,,,,,,,,,
948,26.2,Colombo,,,,,,,,,
949,26.3,Colombo,,,,,,,,,
950,26.8,Colombo,,,,,,,,,
951,27,Colombo,,,,,,,,,
952,26.2,Colombo,,,,,,,,,
953,25.4,Colombo,,,,,,,,,
954,25.6,Colombo,,,,,,,,,
955,26.1,Colombo,,,,,,,,,
956,26.3,Colombo,,,,,,,,,
957,26.2,Colombo,,,,,,,,,
958,25.9,Colombo,,,,,,,,,
959,26.2,Colombo,,,,,,,,,
960,26.8,Colombo,,,,,,,,,
961,27.2,Colombo,,,,,,,,,
962,26.9,Colombo,,,,,,,,,
963,25.6,Colombo,,,,,,,,,
964,26.1,Colombo,,,,,,,,,
965,25.8,Colombo,,,,,,,,,
966,25.5,Colombo,,,,,,,,,
967,25.9,Colombo,,,,,,,,,
968,26.7,Colombo,,,,,,,,,
969,26.8,Colombo,,,,,,,,,
970,26.8,Colombo,,,,,,,,,
971,25.5,Colombo,,,,,,,,,
972,25.5,Colombo,,,,,,,,,
973,26.2,Colombo,,,,,,,,,
974,26.3,Colombo,,,,,,,,,
975,26.4,Colombo,,,,,,,,,
976,25.8,Colombo,,,,,,,,,
977,25.8,Colombo,,,,,,,,,
978,27,Colombo,,,,,,,,,
979,26.1,Colombo,,,,,,,,,
980,25.8,Colombo,,,,,,,,,
981,26.2,Colombo,,,,,,,,,
982,26.2,Colombo,,,,,,,,,
983,26.4,Colombo,,,,,,,,,
984,26.2,Colombo,,,,,,,,,
985,26.5,Colombo,,,,,,,,,
986,26.2,Colombo,,,,,,,,,
987,26.6,Colombo,,,,,,,,,
988,26.3,Colombo,,,,,,,,,
989,26.9,Colombo,,,,,,,,,
990,26.7,Colombo,,,,,,,,,
991,26.4,Colombo,,,,,,,,,
992,26.7,Colombo,,,,,,,,,
993,25.8,Colombo,,,,,,,,,
994,26.6,Colombo,,,,,,,,,
995,25.5,Colombo,,,,,,,,,
996,26.2,Colombo,,,,,,,,,
997,25.1,Colombo,,,,,,,,,
998,26.8,Colombo,,,,,,,,,
999,27.2,Colombo,,,,,,,,,
1000,27.2,Colombo,,,,,,,,,
1001,27.2,Colombo,,,,,,,,,
1002,27.2,Colombo,,,,,,,,,
1003,27,Colombo,,,,,,,,,
1004,26.8,Colombo,,,,,,,,,
1005,27.1,Colombo,,,,,,,,,
1006,27.2,Colombo,,,,,,,,,
1007,27,Colombo,,,,,,,,,
1008,26.9,Colombo,,,,,,,,,
1009,27.1,Colombo,,,,,,,,,
1010,26.4,Colombo,,,,,,,,,
1011,26.9,Colombo,,,,,,,,,
1012,26.2,Colombo,,,,,,,,,
1013,26.5,Colombo,,,,,,,,,
1014,26.8,Colombo,,,,,,,,,
1015,26.6,Colombo,,,,,,,,,
1016,26.6,Colombo,,,,,,,,,
1017,26.5,Colombo,,,,,,,,,
1018,25.2,Colombo,,,,,,,,,
1019,25.7,Colombo,,,,,,,,,
1020,25.1,Colombo,,,,,,,,,
1021,25.6,Colombo,,,,,,,,,
1022,25.2,Colombo,,,,,,,,,
1023,25.6,Colombo,,,,,,,,,
1024,26.1,Colombo,,,,,,,,,
1025,25.6,Colombo,,,,,,,,,
1026,25.7,Colombo,,,,,,,,,
1027,25.9,Colombo,,,,,,,,,
1028,26.2,Colombo,,,,,,,,,
1029,26.3,Colombo,,,,,,,,,
1030,26.3,Colombo,,,,,,,,,
1031,25.5,Colombo,,,,,,,,,
1032,24.9,Colombo,,,,,,,,,
1033,25.5,Colombo,,,,,,,,,
1034,25.1,Colombo,,,,,,,,,
1035,24.8,Colombo,,,,,,,,,
1036,26.1,Colombo,,,,,,,,,
1037,26.1,Colombo,,,,,,,,,
1038,26.2,Colombo,,,,,,,,,
1039,26.5,Colombo,,,,,,,,,
1040,26.4,Colombo,,,,,,,,,
1041,25.7,Colombo,,,,,,,,,
1042,25.2,Colombo,,,,,,,,,
1043,26.1,Colombo,,,,,,,,,
1044,25.7,Colombo,,,,,,,,,
1045,26,Colombo,,,,,,,,,
1046,26.4,Colombo,,,,,,,,,
1047,26.3,Colombo,,,,,,,,,
1048,26.1,Colombo,,,,,,,,,
1049,25.1,Colombo,,,,,,,,,
1050,24.8,Colombo,,,,,,,,,
1051,26.4,Colombo,,,,,,,,,
1052,26.1,Colombo,,,,,,,,,
1053,26.2,Colombo,,,,,,,,,
1054,26.5,Colombo,,,,,,,,,
1055,26.9,Colombo,,,,,,,,,
1056,27,Colombo,,,,,,,,,
1057,26.4,Colombo,,,,,,,,,
1058,25.6,Colombo,,,,,,,,,
1059,26,Colombo,,,,,,,,,
1060,26.1,Colombo,,,,,,,,,
1061,25.6,Colombo,,,,,,,,,
1062,26.1,Colombo,,,,,,,,,
1063,26,Colombo,,,,,,,,,
1064,25.4,Colombo,,,,,,,,,
1065,25.5,Colombo,,,,,,,,,
1066,25.4,Colombo,,,,,,,,,
1067,25.6,Colombo,,,,,,,,,
1068,25.7,Colombo,,,,,,,,,
1069,26.1,Colombo,,,,,,,,,
1070,26.1,Colombo,,,,,,,,,
1071,26.1,Colombo,,,,,,,,,
1072,26.1,Colombo,,,,,,,,,
1073,25.9,Colombo,,,,,,,,,
1074,25.9,Colombo,,,,,,,,,
1075,25.9,Colombo,,,,,,,,,
1076,26.1,Colombo,,,,,,,,,
1077,25.6,Colombo,,,,,,,,,
1078,26,Colombo,,,,,,,,,
1079,25.5,Colombo,,,,,,,,,
1080,25.1,Colombo,,,,,,,,,
1081,24.6,Colombo,,,,,,,,,
1082,25.3,Colombo,,,,,,,,,
1083,25.4,Colombo,,,,,,,,,
1084,26.1,Colombo,,,,,,,,,
1085,25.9,Colombo,,,,,,,,,
1086,24.5,Colombo,,,,,,,,,
1087,25.2,Colombo,,,,,,,,,
1088,25.7,Colombo,,,,,,,,,
1089,25.7,Colombo,,,,,,,,,
1090,25.8,Colombo,,,,,,,,,
1091,25.2,Colombo,,,,,,,,,
1092,25.4,Colombo,,,,,,,,,
1093,26.5,Colombo,,,,,,,,,
1094,25.8,Colombo,,,,,,,,,
1095,26,Colombo,,,,,,,,,
1096,26.4,Colombo,,,,,,,,,
1097,26.1,Colombo,,,,,,,,,
1098,25.1,Colombo,,,,,,,,,
1099,24.9,Colombo,,,,,,,,,
1100,25.8,Colombo,,,,,,,,,
1101,26.2,Colombo,,,,,,,,,
1102,23.7,Colombo,,,,,,,,,
1103,25.5,Colombo,,,,,,,,,
1104,25.9,Colombo,,,,,,,,,
1105,26.1,Colombo,,,,,,,,,
1106,26.4,Colombo,,,,,,,,,
1107,25.7,Colombo,,,,,,,,,
1108,24.6,Colombo,,,,,,,,,
1109,24.8,Colombo,,,,,,,,,
1110,25.3,Colombo,,,,,,,,,
1111,25.4,Colombo,,,,,,,,,
1112,25.3,Colombo,,,,,,,,,
1113,25.1,Colombo,,,,,,,,,
1114,25.4,Colombo,,,,,,,,,
1115,26.3,Colombo,,,,,,,,,
1116,26.8,Colombo,,,,,,,,,
1117,26.7,Colombo,,,,,,,,,
1118,26.1,Colombo,,,,,,,,,
1119,25.4,Colombo,,,,,,,,,
1120,25.6,Colombo,,,,,,,,,
1121,26.7,Colombo,,,,,,,,,
1122,26.8,Colombo,,,,,,,,,
1123,27,Colombo,,,,,,,,,
1124,26.5,Colombo,,,,,,,,,
1125,26.7,Colombo,,,,,,,,,
1126,26.8,Colombo,,,,,,,,,
1127,27.3,Colombo,,,,,,,,,
1128,27.8,Colombo,,,,,,,,,
1129,27.7,Colombo,,,,,,,,,
1130,27.3,Colombo,,,,,,,,,
1131,27.5,Colombo,,,,,,,,,
1132,26.4,Colombo,,,,,,,,,
1133,26.8,Colombo,,,,,,,,,
1134,26.6,Colombo,,,,,,,,,
1135,26.9,Colombo,,,,,,,,,
1136,27.6,Colombo,,,,,,,,,
1137,25.7,Colombo,,,,,,,,,
1138,25.2,Colombo,,,,,,,,,
1139,25.8,Colombo,,,,,,,,,
1140,25.7,Colombo,,,,,,,,,
1141,26,Colombo,,,,,,,,,
1142,26.7,Colombo,,,,,,,,,
1143,26.5,Colombo,,,,,,,,,
1144,26.6,Colombo,,,,,,,,,
1145,25.8,Colombo,,,,,,,,,
1146,26.8,Colombo,,,,,,,,,
1147,26.6,Colombo,,,,,,,,,
1148,26.7,Colombo,,,,,,,,,
1149,25.9,Colombo,,,,,,,,,
1150,26.1,Colombo,,,,,,,,,
1151,26.4,Colombo,,,,,,,,,
1152,26.1,Colombo,,,,,,,,,
1153,26.4,Colombo,,,,,,,,,
1154,27.3,Colombo,,,,,,,,,
1155,27.8,Colombo,,,,,,,,,
1156,28,Colombo,,,,,,,,,
1157,28,Colombo,,,,,,,,,
1158,24.4,Colombo,,,,,,,,,
1159,26.8,Colombo,,,,,,,,,
1160,26.6,Colombo,,,,,,,,,
1161,27.2,Colombo,,,,,,,,,
1162,27,Colombo,,,,,,,,,
1163,26.9,Colombo,,,,,,,,,
1164,27.9,Colombo,,,,,,,,,
1165,27.5,Colombo,,,,,,,,,
1166,26.8,Colombo,,,,,,,,,
1167,27.2,Colombo,,,,,,,,,
1168,26.9,Colombo,,,,,,,,,
1169,26.3,Colombo,,,,,,,,,
1170,26.8,Colombo,,,,,,,,,
1171,27.1,Colombo,,,,,,,,,
1172,27.5,Colombo,,,,,,,,,
1173,27,Colombo,,,,,,,,,
1174,27.9,Colombo,,,,,,,,,
1175,27.6,Colombo,,,,,,,,,
1176,27.7,Colombo,,,,,,,,,
1177,26.9,Colombo,,,,,,,,,
1178,26.5,Colombo,,,,,,,,,
1179,26.3,Colombo,,,,,,,,,
1180,27.1,Colombo,,,,,,,,,
1181,27.4,Colombo,,,,,,,,,
1182,27.1,Colombo,,,,,,,,,
1183,27.4,Colombo,,,,,,,,,
1184,27.6,Colombo,,,,,,,,,
1185,27.6,Colombo,,,,,,,,,
1186,27.7,Colombo,,,,,,,,,
1187,27.9,Colombo,,,,,,,,,
1188,28.3,Colombo,,,,,,,,,
1189,27.7,Colombo,,,,,,,,,
1190,27.4,Colombo,,,,,,,,,
1191,28,Colombo,,,,,,,,,
1192,28.4,Colombo,,,,,,,,,
1193,28.5,Colombo,,,,,,,,,
1194,28.1,Colombo,,,,,,,,,
1195,26.4,Colombo,,,,,,,,,
1196,27.8,Colombo,,,,,,,,,
1197,27.9,Colombo,,,,,,,,,
1198,27.4,Colombo,,,,,,,,,
1199,27.9,Colombo,,,,,,,,,
1200,27.1,Colombo,,,,,,,,,
1201,28.1,Colombo,,,,,,,,,
1202,28.2,Colombo,,,,,,,,,
1203,28.2,Colombo,,,,,,,,,
1204,28.5,Colombo,,,,,,,,,
1205,28.2,Colombo,,,,,,,,,
1206,28.3,Colombo,,,,,,,,,
1207,28.2,Colombo,,,,,,,,,
1208,27.8,Colombo,,,,,,,,,
1209,27.3,Colombo,,,,,,,,,
1210,27.3,Colombo,,,,,,,,,
1211,27.2,Colombo,,,,,,,,,
1212,27.4,Colombo,,,,,,,,,
1213,27.9,Colombo,,,,,,,,,
1214,27.8,Colombo,,,,,,,,,
1215,27.8,Colombo,,,,,,,,,
1216,26.8,Colombo,,,,,,,,,
1217,26.9,Colombo,,,,,,,,,
1218,26.3,Colombo,,,,,,,,,
1219,26.5,Colombo,,,,,,,,,
1220,26.3,Colombo,,,,,,,,,
1221,26.1,Colombo,,,,,,,,,
1222,26.6,Colombo,,,,,,,,,
1223,27.9,Colombo,,,,,,,,,
1224,28.3,Colombo,,,,,,,,,
1225,28.6,Colombo,,,,,,,,,
1226,28.2,Colombo,,,,,,,,,
1227,27.2,Colombo,,,,,,,,,
1228,26.5,Colombo,,,,,,,,,
1229,27.2,Colombo,,,,,,,,,
1230,27.9,Colombo,,,,,,,,,
1231,27.9,Colombo,,,,,,,,,
1232,27.9,Colombo,,,,,,,,,
1233,27.7,Colombo,,,,,,,,,
1234,26.8,Colombo,,,,,,,,,
1235,26,Colombo,,,,,,,,,
1236,26.5,Colombo,,,,,,,,,
1237,27.3,Colombo,,,,,,,,,
1238,27.2,Colombo,,,,,,,,,
1239,26.7,Colombo,,,,,,,,,
1240,26.7,Colombo,,,,,,,,,
1241,27.1,Colombo,,,,,,,,,
1242,27.1,Colombo,,,,,,,,,
1243,27.1,Colombo,,,,,,,,,
1244,27,Colombo,,,,,,,,,
1245,26.2,Colombo,,,,,,,,,
1246,25.6,Colombo,,,,,,,,,
1247,25.5,Colombo,,,,,,,,,
1248,26,Colombo,,,,,,,,,
1249,26.5,Colombo,,,,,,,,,
1250,26.8,Colombo,,,,,,,,,
1251,26.5,Colombo,,,,,,,,,
1252,26.4,Colombo,,,,,,,,,
1253,26.2,Colombo,,,,,,,,,
1254,25.1,Colombo,,,,,,,,,
1255,26.4,Colombo,,,,,,,,,
1256,26.7,Colombo,,,,,,,,,
1257,26.1,Colombo,,,,,,,,,
1258,25.9,Colombo,,,,,,,,,
1259,25.8,Colombo,,,,,,,,,
1260,26.4,Colombo,,,,,,,,,
1261,25.7,Colombo,,,,,,,,,
1262,26,Colombo,,,,,,,,,
1263,25.5,Colombo,,,,,,,,,
1264,25.8,Colombo,,,,,,,,,
1265,26,Colombo,,,,,,,,,
1266,26.4,Colombo,,,,,,,,,
1267,26.1,Colombo,,,,,,,,,
1268,26.2,Colombo,,,,,,,,,
1269,26.1,Colombo,,,,,,,,,
1270,26.2,Colombo,,,,,,,,,
1271,25.7,Colombo,,,,,,,,,
1272,26.3,Colombo,,,,,,,,,
1273,26.1,Colombo,,,,,,,,,
1274,25.9,Colombo,,,,,,,,,
1275,25.8,Colombo,,,,,,,,,
1276,25.8,Colombo,,,,,,,,,
1277,26.3,Colombo,,,,,,,,,
1278,25.7,Colombo,,,,,,,,,
1279,26.1,Colombo,,,,,,,,,
1280,26.3,Colombo,,,,,,,,,
1281,26.4,Colombo,,,,,,,,,
1282,26.7,Colombo,,,,,,,,,
1283,26.6,Colombo,,,,,,,,,
1284,26.2,Colombo,,,,,,,,,
1285,25.9,Colombo,,,,,,,,,
1286,25.7,Colombo,,,,,,,,,
1287,26.4,Colombo,,,,,,,,,
1288,26.4,Colombo,,,,,,,,,
1289,26.3,Colombo,,,,,,,,,
1290,26.5,Colombo,,,,,,,,,
1291,26.5,Colombo,,,,,,,,,
1292,25.4,Colombo,,,,,,,,,
1293,25.8,Colombo,,,,,,,,,
1294,25.8,Colombo,,,,,,,,,
1295,25.9,Colombo,,,,,,,,,
1296,26.1,Colombo,,,,,,,,,
1297,26.3,Colombo,,,,,,,,,
1298,25.6,Colombo,,,,,,,,,
1299,25.5,Colombo,,,,,,,,,
1300,25.8,Colombo,,,,,,,,,
1301,25.8,Colombo,,,,,,,,,
1302,25.7,Colombo,,,,,,,,,
1303,26.7,Colombo,,,,,,,,,
1304,26.7,Colombo,,,,,,,,,
1305,26.8,Colombo,,,,,,,,,
1306,26.9,Colombo,,,,,,,,,
1307,26.9,Colombo,,,,,,,,,
1308,26.6,Colombo,,,,,,,,,
1309,26.3,Colombo,,,,,,,,,
1310,26.3,Colombo,,,,,,,,,
1311,25.5,Colombo,,,,,,,,,
1312,25.9,Colombo,,,,,,,,,
1313,26.1,Colombo,,,,,,,,,
1314,26.1,Colombo,,,,,,,,,
1315,26.1,Colombo,,,,,,,,,
1316,26.2,Colombo,,,,,,,,,
1317,26.1,Colombo,,,,,,,,,
1318,26.2,Colombo,,,,,,,,,
1319,26.2,Colombo,,,,,,,,,
1320,26.1,Colombo,,,,,,,,,
1321,26.1,Colombo,,,,,,,,,
1322,26.1,Colombo,,,,,,,,,
1323,26,Colombo,,,,,,,,,
1324,25.8,Colombo,,,,,,,,,
1325,26.1,Colombo,,,,,,,,,
1326,26.3,Colombo,,,,,,,,,
1327,26.5,Colombo,,,,,,,,,
1328,26.4,Colombo,,,,,,,,,
1329,26.4,Colombo,,,,,,,,,
1330,26.6,Colombo,,,,,,,,,
1331,26.6,Colombo,,,,,,,,,
1332,26.6,Colombo,,,,,,,,,
1333,26.5,Colombo,,,,,,,,,
1334,26.6,Colombo,,,,,,,,,
1335,26.5,Colombo,,,,,,,,,
1336,26.7,Colombo,,,,,,,,,
1337,26.5,Colombo,,,,,,,,,
1338,26.6,Colombo,,,,,,,,,
1339,25.9,Colombo,,,,,,,,,
1340,25.9,Colombo,,,,,,,,,
1341,25.9,Colombo,,,,,,,,,
1342,26,Colombo,,,,,,,,,
1343,25.4,Colombo,,,,,,,,,
1344,25.4,Colombo,,,,,,,,,
1345,26,Colombo,,,,,,,,,
1346,25.4,Colombo,,,,,,,,,
1347,25.9,Colombo,,,,,,,,,
1348,25.6,Colombo,,,,,,,,,
1349,25.1,Colombo,,,,,,,,,
1350,24.9,Colombo,,,,,,,,,
1351,25.5,Colombo,,,,,,,,,
1352,25.9,Colombo,,,,,,,,,
1353,26.3,Colombo,,,,,,,,,
1354,25.7,Colombo,,,,,,,,,
1355,25.6,Colombo,,,,,,,,,
1356,25.6,Colombo,,,,,,,,,
1357,26.6,Colombo,,,,,,,,,
1358,26.2,Colombo,,,,,,,,,
1359,26.8,Colombo,,,,,,,,,
1360,26.6,Colombo,,,,,,,,,
1361,26.6,Colombo,,,,,,,,,
1362,26.8,Colombo,,,,,,,,,
1363,26.5,Colombo,,,,,,,,,
1364,26.6,Colombo,,,,,,,,,
1365,26.7,Colombo,,,,,,,,,
1366,26.7,Colombo,,,,,,,,,
1367,26.8,Colombo,,,,,,,,,
1368,26.8,Colombo,,,,,,,,,
1369,26.7,Colombo,,,,,,,,,
1370,26.7,Colombo,,,,,,,,,
1371,26.4,Colombo,,,,,,,,,
1372,25.3,Colombo,,,,,,,,,
1373,25.9,Colombo,,,,,,,,,
1374,26.4,Colombo,,,,,,,,,
1375,26.6,Colombo,,,,,,,,,
1376,26.9,Colombo,,,,,,,,,
1377,26.7,Colombo,,,,,,,,,
1378,26.1,Colombo,,,,,,,,,
1379,26.6,Colombo,,,,,,,,,
