,temperature_2m_mean,city,,,,,,,,,
1380,26.2,Colombo,,,,,,,,,
1381,26.4,Colombo,,,,,,,,,
1382,27,Colombo,,,,,,,,,
1383,27,Colombo,,,,,,,,,
1384,26.9,Colombo,,,,,,,,,
1385,25.9,Colombo,,,,,,,,,
1386,25.6,Colombo,,,,,,,,,
1387,24.6,Colombo,,,,,,,,,
1388,25.6,Colombo,,,,,,,,,
1389,25.8,Colombo,,,,,,,,,
1390,26.1,Colombo,,,,,,,,,
1391,26.5,Colombo,,,,,,,,,
1392,25.9,Colombo,,,,,,,,,
1393,26,Colombo,,,,,,,,,
1394,26.7,Colombo,,,,,,,,,
1395,26,Colombo,,,,,,,,,
1396,26.2,Colombo,,,,,,,,,
1397,26.1,Colombo,,,,,,,,,
1398,25.9,Colombo,,,,,,,,,
1399,25.3,Colombo,,,,,,,,,
1400,25.8,Colombo,,,,,,,,,
1401,25.5,Colombo,,,,,,,,,
1402,26,Colombo,,,,,,,,,
1403,26.5,Colombo,,,,,,,,,
1404,26.2,Colombo,,,,,,,,,
1405,25.8,Colombo,,,,,,,,,
1406,25.8,Colombo,,,,,,,,,
1407,26.4,Colombo,,,,,,,,,
1408,26.3,Colombo,,,,,,,,,
1409,26.1,Colombo,,,,,,,,,
1410,26.3,Colombo,,,,,,,,,
1411,25.9,Colombo,,,,,,,,,
1412,25.1,Colombo,,,,,,,,,
1413,26.2,Colombo,,,,,,,,,
1414,25.8,Colombo,,,,,,,,,
1415,25.3,Colombo,,,,,,,,,
1416,25.9,Colombo,,,,,,,,,
1417,25.9,Colombo,,,,,,,,,
1418,25.7,Colombo,,,,,,,,,
1419,26.4,Colombo,,,,,,,,,
1420,26.5,Colombo,,,,,,,,,
1421,26.4,Colombo,,,,,,,,,
1422,25.8,Colombo,,,,,,,,,
1423,25.4,Colombo,,,,,,,,,
1424,26.3,Colombo,,,,,,,,,
1425,26.2,Colombo,,,,,,,,,
1426,26.1,Colombo,,,,,,,,,
1427,25.8,Colombo,,,,,,,,,
1428,26.2,Colombo,,,,,,,,,
1429,26,Colombo,,,,,,,,,
1430,25.1,Colombo,,,,,,,,,
1431,25.5,Colombo,,,,,,,,,
1432,25.7,Colombo,,,,,,,,,
1433,25.3,Colombo,,,,,,,,,
1434,24.8,Colombo,,,,,,,,,
1435,25.4,Colombo,,,,,,,,,
1436,25.8,Colombo,,,,,,,,,
1437,25.6,Colombo,,,,,,,,,
1438,25.5,Colombo,,,,,,,,,
1439,25.7,Colombo,,,,,,,,,
1440,25.8,Colombo,,,,,,,,,
1441,25.8,Colombo,,,,,,,,,
1442,25.2,Colombo,,,,,,,,,
1443,25.9,Colombo,,,,,,,,,
1444,25.2,Colombo,,,,,,,,,
1445,25.2,Colombo,,,,,,,,,
1446,24.9,Colombo,,,,,,,,,
1447,25.8,Colombo,,,,,,,,,
1448,25.2,Colombo,,,,,,,,,
1449,26.2,Colombo,,,,,,,,,
1450,26.2,Colombo,,,,,,,,,
1451,25.8,Colombo,,,,,,,,,
1452,25.5,Colombo,,,,,,,,,
1453,26.4,Colombo,,,,,,,,,
1454,25.6,Colombo,,,,,,,,,
1455,25.4,Colombo,,,,,,,,,
1456,25.8,Colombo,,,,,,,,,
1457,25.6,Colombo,,,,,,,,,
1458,25.8,Colombo,,,,,,,,,
1459,26.2,Colombo,,,,,,,,,
1460,26.5,Colombo,,,,,,,,,
1461,26.6,Colombo,,,,,,,,,
1462,26.4,Colombo,,,,,,,,,
1463,26.2,Colombo,,,,,,,,,
1464,25.4,Colombo,,,,,,,,,
1465,25.1,Colombo,,,,,,,,,
1466,25.6,Colombo,,,,,,,,,
1467,25.4,Colombo,,,,,,,,,
1468,26.3,Colombo,,,,,,,,,
1469,26.5,Colombo,,,,,,,,,
1470,26.6,Colombo,,,,,,,,,
1471,26.3,Colombo,,,,,,,,,
1472,26.1,Colombo,,,,,,,,,
1473,25.5,Colombo,,,,,,,,,
1474,26.8,Colombo,,,,,,,,,
1475,25.7,Colombo,,,,,,,,,
1476,26.1,Colombo,,,,,,,,,
1477,26.6,Colombo,,,,,,,,,
1478,26.6,Colombo,,,,,,,,,
1479,26.7,Colombo,,,,,,,,,
1480,27,Colombo,,,,,,,,,
1481,27.2,Colombo,,,,,,,,,
1482,27.3,Colombo,,,,,,,,,
1483,27.4,Colombo,,,,,,,,,
1484,27.4,Colombo,,,,,,,,,
1485,26.8,Colombo,,,,,,,,,
1486,26.6,Colombo,,,,,,,,,
1487,27.1,Colombo,,,,,,,,,
1488,26.9,Colombo,,,,,,,,,
1489,25.7,Colombo,,,,,,,,,
1490,27,Colombo,,,,,,,,,
1491,27.5,Colombo,,,,,,,,,
1492,28,Colombo,,,,,,,,,
1493,28.2,Colombo,,,,,,,,,
1494,28,Colombo,,,,,,,,,
1495,26.7,Colombo,,,,,,,,,
1496,27,Colombo,,,,,,,,,
1497,26.9,Colombo,,,,,,,,,
1498,27,Colombo,,,,,,,,,
1499,27.1,Colombo,,,,,,,,,
1500,26.9,Colombo,,,,,,,,,
1501,26.4,Colombo,,,,,,,,,
1502,26.1,Colombo,,,,,,,,,
1503,26.6,Colombo,,,,,,,,,
1504,27.4,Colombo,,,,,,,,,
1505,28,Colombo,,,,,,,,,
1506,28,Colombo,,,,,,,,,
1507,27.9,Colombo,,,,,,,,,
1508,28.5,Colombo,,,,,,,,,
1509,29.2,Colombo,,,,,,,,,
1510,28.4,Colombo,,,,,,,,,
1511,27.4,Colombo,,,,,,,,,
1512,28.3,Colombo,,,,,,,,,
1513,29,Colombo,,,,,,,,,
1514,27.7,Colombo,,,,,,,,,
1515,29.1,Colombo,,,,,,,,,
1516,29.7,Colombo,,,,,,,,,
1517,29.2,Colombo,,,,,,,,,
1518,28,Colombo,,,,,,,,,
1519,28,Colombo,,,,,,,,,
1520,28.9,Colombo,,,,,,,,,
1521,28.6,Colombo,,,,,,,,,
1522,28.5,Colombo,,,,,,,,,
1523,28.6,Colombo,,,,,,,,,
1524,27.9,Colombo,,,,,,,,,
1525,27.8,Colombo,,,,,,,,,
1526,27.9,Colombo,,,,,,,,,
1527,28.5,Colombo,,,,,,,,,
1528,28.7,Colombo,,,,,,,,,
1529,28.4,Colombo,,,,,,,,,
1530,29.1,Colombo,,,,,,,,,
1531,28.8,Colombo,,,,,,,,,
1532,29.5,Colombo,,,,,,,,,
1533,28.9,Colombo,,,,,,,,,
1534,28.7,Colombo,,,,,,,,,
1535,29.7,Colombo,,,,,,,,,
1536,28.9,Colombo,,,,,,,,,
1537,27.9,Colombo,,,,,,,,,
1538,26.8,Colombo,,,,,,,,,
1539,27.4,Colombo,,,,,,,,,
1540,27.9,Colombo,,,,,,,,,
1541,27.7,Colombo,,,,,,,,,
1542,27.8,Colombo,,,,,,,,,
1543,27.4,Colombo,,,,,,,,,
1544,28.5,Colombo,,,,,,,,,
1545,28.9,Colombo,,,,,,,,,
1546,28.7,Colombo,,,,,,,,,
1547,28.3,Colombo,,,,,,,,,
1548,29.1,Colombo,,,,,,,,,
1549,28.8,Colombo,,,,,,,,,
1550,28.3,Colombo,,,,,,,,,
1551,28.5,Colombo,,,,,,,,,
1552,27.9,Colombo,,,,,,,,,
1553,28.3,Colombo,,,,,,,,,
1554,27.2,Colombo,,,,,,,,,
1555,26.6,Colombo,,,,,,,,,
1556,27,Colombo,,,,,,,,,
1557,27.3,Colombo,,,,,,,,,
1558,27.7,Colombo,,,,,,,,,
1559,27.7,Colombo,,,,,,,,,
1560,27.4,Colombo,,,,,,,,,
1561,27.1,Colombo,,,,,,,,,
1562,27.4,Colombo,,,,,,,,,
1563,27.7,Colombo,,,,,,,,,
1564,26.8,Colombo,,,,,,,,,
1565,27.3,Colombo,,,,,,,,,
1566,26.9,Colombo,,,,,,,,,
1567,27.2,Colombo,,,,,,,,,
1568,27.7,Colombo,,,,,,,,,
1569,27.9,Colombo,,,,,,,,,
1570,28.2,Colombo,,,,,,,,,
1571,27.7,Colombo,,,,,,,,,
1572,26.6,Colombo,,,,,,,,,
1573,27.1,Colombo,,,,,,,,,
1574,26.5,Colombo,,,,,,,,,
1575,27.5,Colombo,,,,,,,,,
1576,27.8,Colombo,,,,,,,,,
1577,26.8,Colombo,,,,,,,,,
1578,27.1,Colombo,,,,,,,,,
1579,26.2,Colombo,,,,,,,,,
1580,26.6,Colombo,,,,,,,,,
1581,27.2,Colombo,,,,,,,,,
1582,27.2,Colombo,,,,,,,,,
1583,26.6,Colombo,,,,,,,,,
1584,26,Colombo,,,,,,,,,
1585,25.4,Colombo,,,,,,,,,
1586,25.6,Colombo,,,,,,,,,
1587,26.2,Colombo,,,,,,,,,
1588,26.6,Colombo,,,,,,,,,
1589,27,Colombo,,,,,,,,,
1590,27.5,Colombo,,,,,,,,,
1591,27.8,Colombo,,,,,,,,,
1592,27.5,Colombo,,,,,,,,,
1593,27.7,Colombo,,,,,,,,,
1594,27.2,Colombo,,,,,,,,,
1595,28.1,Colombo,,,,,,,,,
1596,28.4,Colombo,,,,,,,,,
1597,27.6,Colombo,,,,,,,,,
1598,28,Colombo,,,,,,,,,
1599,28,Colombo,,,,,,,,,
1600,27.2,Colombo,,,,,,,,,
1601,27.1,Colombo,,,,,,,,,
1602,27.5,Colombo,,,,,,,,,
1603,27.8,Colombo,,,,,,,,,
1604,27.1,Colombo,,,,,,,,,
1605,27.2,Colombo,,,,,,,,,
1606,27.7,Colombo,,,,,,,,,
1607,26.9,Colombo,,,,,,,,,
1608,26.3,Colombo,,,,,,,,,
1609,26.8,Colombo,,,,,,,,,
1610,26.8,Colombo,,,,,,,,,
1611,26.8,Colombo,,,,,,,,,
1612,27,Colombo,,,,,,,,,
1613,26.3,Colombo,,,,,,,,,
1614,26.8,Colombo,,,,,,,,,
1615,27.4,Colombo,,,,,,,,,
1616,27.8,Colombo,,,,,,,,,
1617,27.7,Colombo,,,,,,,,,
1618,27.9,Colombo,,,,,,,,,
1619,27.6,Colombo,,,,,,,,,
1620,27.8,Colombo,,,,,,,,,
1621,27.4,Colombo,,,,,,,,,
1622,27.3,Colombo,,,,,,,,,
1623,26.5,Colombo,,,,,,,,,
1624,27.6,Colombo,,,,,,,,,
1625,27.9,Colombo,,,,,,,,,
1626,27.8,Colombo,,,,,,,,,
1627,27.6,Colombo,,,,,,,,,
1628,27.7,Colombo,,,,,,,,,
1629,27.5,Colombo,,,,,,,,,
1630,26.5,Colombo,,,,,,,,,
1631,27,Colombo,,,,,,,,,
1632,27,Colombo,,,,,,,,,
1633,27.4,Colombo,,,,,,,,,
1634,27.5,Colombo,,,,,,,,,
1635,27.4,Colombo,,,,,,,,,
1636,27.3,Colombo,,,,,,,,,
1637,27.2,Colombo,,,,,,,,,
1638,26.9,Colombo,,,,,,,,,
1639,26.6,Colombo,,,,,,,,,
1640,26.7,Colombo,,,,,,,,,
1641,26.2,Colombo,,,,,,,,,
1642,26.3,Colombo,,,,,,,,,
1643,27.4,Colombo,,,,,,,,,
1644,27.5,Colombo,,,,,,,,,
1645,27.2,Colombo,,,,,,,,,
1646,26.9,Colombo,,,,,,,,,
1647,26.8,Colombo,,,,,,,,,
1648,27,Colombo,,,,,,,,,
1649,27.1,Colombo,,,,,,,,,
1650,26.6,Colombo,,,,,,,,,
1651,26.3,Colombo,,,,,,,,,
1652,27,Colombo,,,,,,,,,
1653,26.4,Colombo,,,,,,,,,
1654,27,Colombo,,,,,,,,,
1655,26.4,Colombo,,,,,,,,,
1656,26.9,Colombo,,,,,,,,,
1657,27.1,Colombo,,,,,,,,,
1658,27.1,Colombo,,,,,,,,,
1659,26.9,Colombo,,,,,,,,,
1660,26.7,Colombo,,,,,,,,,
1661,27,Colombo,,,,,,,,,
1662,27.1,Colombo,,,,,,,,,
1663,26.6,Colombo,,,,,,,,,
1664,26.8,Colombo,,,,,,,,,
1665,27,Colombo,,,,,,,,,
1666,27.3,Colombo,,,,,,,,,
1667,27,Colombo,,,,,,,,,
1668,26.1,Colombo,,,,,,,,,
1669,26.6,Colombo,,,,,,,,,
1670,27.1,Colombo,,,,,,,,,
1671,26.8,Colombo,,,,,,,,,
1672,26.4,Colombo,,,,,,,,,
1673,26.2,Colombo,,,,,,,,,
1674,26.2,Colombo,,,,,,,,,
1675,26.2,Colombo,,,,,,,,,
1676,26.5,Colombo,,,,,,,,,
1677,26.4,Colombo,,,,,,,,,
1678,26.9,Colombo,,,,,,,,,
1679,26.9,Colombo,,,,,,,,,
1680,26.1,Colombo,,,,,,,,,
1681,26.7,Colombo,,,,,,,,,
1682,26.1,Colombo,,,,,,,,,
1683,25.8,Colombo,,,,,,,,,
1684,26,Colombo,,,,,,,,,
1685,26.4,Colombo,,,,,,,,,
1686,26.1,Colombo,,,,,,,,,
1687,25.9,Colombo,,,,,,,,,
1688,26.2,Colombo,,,,,,,,,
1689,25.6,Colombo,,,,,,,,,
1690,25.5,Colombo,,,,,,,,,
1691,25.9,Colombo,,,,,,,,,
1692,26.1,Colombo,,,,,,,,,
1693,26,Colombo,,,,,,,,,
1694,25.1,Colombo,,,,,,,,,
1695,25.8,Colombo,,,,,,,,,
1696,26.5,Colombo,,,,,,,,,
1697,26.8,Colombo,,,,,,,,,
1698,26.8,Colombo,,,,,,,,,
1699,26.9,Colombo,,,,,,,,,
1700,26.8,Colombo,,,,,,,,,
1701,26.2,Colombo,,,,,,,,,
1702,26.5,Colombo,,,,,,,,,
1703,27,Colombo,,,,,,,,,
1704,25.9,Colombo,,,,,,,,,
1705,25.6,Colombo,,,,,,,,,
1706,25.4,Colombo,,,,,,,,,
1707,25.6,Colombo,,,,,,,,,
1708,25.6,Colombo,,,,,,,,,
1709,25.7,Colombo,,,,,,,,,
1710,25.5,Colombo,,,,,,,,,
1711,26.3,Colombo,,,,,,,,,
1712,26.4,Colombo,,,,,,,,,
1713,25.7,Colombo,,,,,,,,,
1714,26.7,Colombo,,,,,,,,,
1715,26.6,Colombo,,,,,,,,,
1716,26.1,Colombo,,,,,,,,,
1717,26,Colombo,,,,,,,,,
1718,26.2,Colombo,,,,,,,,,
1719,26.8,Colombo,,,,,,,,,
1720,26.3,Colombo,,,,,,,,,
1721,27.1,Colombo,,,,,,,,,
1722,27,Colombo,,,,,,,,,
1723,26.8,Colombo,,,,,,,,,
1724,27,Colombo,,,,,,,,,
1725,26.5,Colombo,,,,,,,,,
1726,26.2,Colombo,,,,,,,,,
1727,25.9,Colombo,,,,,,,,,
1728,25.6,Colombo,,,,,,,,,
1729,25.4,Colombo,,,,,,,,,
1730,26.7,Colombo,,,,,,,,,
1731,26.4,Colombo,,,,,,,,,
1732,26.3,Colombo,,,,,,,,,
1733,25.9,Colombo,,,,,,,,,
1734,26.1,Colombo,,,,,,,,,
1735,25.7,Colombo,,,,,,,,,
1736,25.7,Colombo,,,,,,,,,
1737,26,Colombo,,,,,,,,,
1738,26.5,Colombo,,,,,,,,,
1739,26.1,Colombo,,,,,,,,,
1740,25.5,Colombo,,,,,,,,,
1741,25.9,Colombo,,,,,,,,,
1742,26.1,Colombo,,,,,,,,,
1743,26.4,Colombo,,,,,,,,,
1744,27.4,Colombo,,,,,,,,,
1745,26.6,Colombo,,,,,,,,,
1746,26.5,Colombo,,,,,,,,,
1747,26.7,Colombo,,,,,,,,,
1748,26.5,Colombo,,,,,,,,,
1749,25.5,Colombo,,,,,,,,,
1750,25.3,Colombo,,,,,,,,,
1751,24.5,Colombo,,,,,,,,,
1752,25.5,Colombo,,,,,,,,,
1753,25.9,Colombo,,,,,,,,,
1754,25.9,Colombo,,,,,,,,,
1755,26.1,Colombo,,,,,,,,,
1756,25.5,Colombo,,,,,,,,,
1757,26.3,Colombo,,,,,,,,,
1758,26.2,Colombo,,,,,,,,,
1759,26.4,Colombo,,,,,,,,,
1760,25.9,Colombo,,,,,,,,,
1761,25.9,Colombo,,,,,,,,,
1762,26.1,Colombo,,,,,,,,,
1763,25.3,Colombo,,,,,,,,,
1764,25.4,Colombo,,,,,,,,,
1765,26.2,Colombo,,,,,,,,,
1766,25.3,Colombo,,,,,,,,,
1767,25.3,Colombo,,,,,,,,,
1768,25.3,Colombo,,,,,,,,,
1769,25.6,Colombo,,,,,,,,,
1770,26.4,Colombo,,,,,,,,,
1771,26.5,Colombo,,,,,,,,,
1772,26.7,Colombo,,,,,,,,,
1773,26.7,Colombo,,,,,,,,,
1774,26.4,Colombo,,,,,,,,,
1775,26.8,Colombo,,,,,,,,,
1776,26.1,Colombo,,,,,,,,,
1777,25.8,Colombo,,,,,,,,,
1778,26.2,Colombo,,,,,,,,,
1779,26.3,Colombo,,,,,,,,,
1780,26,Colombo,,,,,,,,,
1781,26.7,Colombo,,,,,,,,,
1782,26,Colombo,,,,,,,,,
1783,25.6,Colombo,,,,,,,,,
1784,25.7,Colombo,,,,,,,,,
1785,25.6,Colombo,,,,,,,,,
1786,25.4,Colombo,,,,,,,,,
1787,25.1,Colombo,,,,,,,,,
1788,25.2,Colombo,,,,,,,,,
1789,24.4,Colombo,,,,,,,,,
1790,25.1,Colombo,,,,,,,,,
1791,25.2,Colombo,,,,,,,,,
1792,25.3,Colombo,,,,,,,,,
1793,25,Colombo,,,,,,,,,
1794,24.8,Colombo,,,,,,,,,
1795,25.8,Colombo,,,,,,,,,
1796,25.4,Colombo,,,,,,,,,
1797,25.7,Colombo,,,,,,,,,
1798,25.5,Colombo,,,,,,,,,
1799,25.9,Colombo,,,,,,,,,
1800,25.8,Colombo,,,,,,,,,
1801,25.8,Colombo,,,,,,,,,
1802,25.7,Colombo,,,,,,,,,
1803,25.9,Colombo,,,,,,,,,
1804,25.5,Colombo,,,,,,,,,
1805,25.8,Colombo,,,,,,,,,
1806,25.9,Colombo,,,,,,,,,
1807,26.1,Colombo,,,,,,,,,
1808,26.6,Colombo,,,,,,,,,
1809,26.2,Colombo,,,,,,,,,
1810,26.2,Colombo,,,,,,,,,
1811,25.5,Colombo,,,,,,,,,
1812,25.6,Colombo,,,,,,,,,
1813,25.7,Colombo,,,,,,,,,
1814,23.5,Colombo,,,,,,,,,
1815,25.3,Colombo,,,,,,,,,
1816,24,Colombo,,,,,,,,,
1817,23.9,Colombo,,,,,,,,,
1818,24.5,Colombo,,,,,,,,,
1819,23.9,Colombo,,,,,,,,,
1820,23.6,Colombo,,,,,,,,,
1821,23.9,Colombo,,,,,,,,,
1822,24.2,Colombo,,,,,,,,,
1823,25.5,Colombo,,,,,,,,,
1824,25.6,Colombo,,,,,,,,,
1825,25.5,Colombo,,,,,,,,,
1826,25.6,Colombo,,,,,,,,,
1827,25.4,Colombo,,,,,,,,,
1828,25.9,Colombo,,,,,,,,,
1829,26.3,Colombo,,,,,,,,,
1830,26.4,Colombo,,,,,,,,,
1831,26.4,Colombo,,,,,,,,,
1832,25.7,Colombo,,,,,,,,,
1833,25.7,Colombo,,,,,,,,,
1834,25.8,Colombo,,,,,,,,,
1835,25.6,Colombo,,,,,,,,,
1836,25.3,Colombo,,,,,,,,,
1837,25.1,Colombo,,,,,,,,,
1838,25.5,Colombo,,,,,,,,,
1839,26.1,Colombo,,,,,,,,,
1840,26.3,Colombo,,,,,,,,,
1841,26.9,Colombo,,,,,,,,,
1842,26.9,Colombo,,,,,,,,,
1843,27.4,Colombo,,,,,,,,,
1844,27.3,Colombo,,,,,,,,,
1845,27,Colombo,,,,,,,,,
1846,27.4,Colombo,,,,,,,,,
1847,26.9,Colombo,,,,,,,,,
1848,27.5,Colombo,,,,,,,,,
1849,27.6,Colombo,,,,,,,,,
1850,27.4,Colombo,,,,,,,,,
1851,27.5,Colombo,,,,,,,,,
1852,28.1,Colombo,,,,,,,,,
1853,28.2,Colombo,,,,,,,,,
1854,26.4,Colombo,,,,,,,,,
1855,26.5,Colombo,,,,,,,,,
1856,27,Colombo,,,,,,,,,
1857,27.2,Colombo,,,,,,,,,
1858,27.3,Colombo,,,,,,,,,
1859,26.2,Colombo,,,,,,,,,
1860,27.1,Colombo,,,,,,,,,
1861,27,Colombo,,,,,,,,,
1862,27,Colombo,,,,,,,,,
1863,27.5,Colombo,,,,,,,,,
1864,27.8,Colombo,,,,,,,,,
1865,26.8,Colombo,,,,,,,,,
1866,26.6,Colombo,,,,,,,,,
1867,26.7,Colombo,,,,,,,,,
1868,27,Colombo,,,,,,,,,
1869,26.1,Colombo,,,,,,,,,
1870,26.7,Colombo,,,,,,,,,
1871,25.5,Colombo,,,,,,,,,
1872,26.5,Colombo,,,,,,,,,
1873,26,Colombo,,,,,,,,,
1874,25.7,Colombo,,,,,,,,,
1875,26,Colombo,,,,,,,,,
1876,27.4,Colombo,,,,,,,,,
1877,28.7,Colombo,,,,,,,,,
1878,28.2,Colombo,,,,,,,,,
1879,27.6,Colombo,,,,,,,,,
1880,27.2,Colombo,,,,,,,,,
1881,27.5,Colombo,,,,,,,,,
1882,26.9,Colombo,,,,,,,,,
1883,26.3,Colombo,,,,,,,,,
1884,27,Colombo,,,,,,,,,
1885,27.6,Colombo,,,,,,,,,
1886,27.1,Colombo,,,,,,,,,
1887,27.4,Colombo,,,,,,,,,
1888,26.4,Colombo,,,,,,,,,
1889,27.6,Colombo,,,,,,,,,
1890,28.4,Colombo,,,,,,,,,
1891,28.5,Colombo,,,,,,,,,
1892,28.3,Colombo,,,,,,,,,
1893,27.8,Colombo,,,,,,,,,
1894,27.9,Colombo,,,,,,,,,
1895,28.2,Colombo,,,,,,,,,
1896,28.2,Colombo,,,,,,,,,
1897,26.9,Colombo,,,,,,,,,
1898,25.7,Colombo,,,,,,,,,
1899,26.9,Colombo,,,,,,,,,
1900,27.6,Colombo,,,,,,,,,
1901,27.5,Colombo,,,,,,,,,
1902,27.2,Colombo,,,,,,,,,
1903,27.6,Colombo,,,,,,,,,
1904,27.2,Colombo,,,,,,,,,
1905,27.9,Colombo,,,,,,,,,
1906,28.1,Colombo,,,,,,,,,
1907,28.4,Colombo,,,,,,,,,
1908,28.6,Colombo,,,,,,,,,
1909,29,Colombo,,,,,,,,,
1910,29,Colombo,,,,,,,,,
1911,27.6,Colombo,,,,,,,,,
1912,26.8,Colombo,,,,,,,,,
1913,27,Colombo,,,,,,,,,
1914,27.3,Colombo,,,,,,,,,
1915,26.8,Colombo,,,,,,,,,
1916,26.5,Colombo,,,,,,,,,
1917,27.1,Colombo,,,,,,,,,
1918,27.3,Colombo,,,,,,,,,
1919,27.8,Colombo,,,,,,,,,
1920,28.4,Colombo,,,,,,,,,
1921,27.6,Colombo,,,,,,,,,
1922,26.7,Colombo,,,,,,,,,
1923,26.7,Colombo,,,,,,,,,
1924,27.5,Colombo,,,,,,,,,
1925,27.3,Colombo,,,,,,,,,
1926,27.6,Colombo,,,,,,,,,
1927,27.1,Colombo,,,,,,,,,
1928,26.8,Colombo,,,,,,,,,
1929,27.2,Colombo,,,,,,,,,
1930,26.9,Colombo,,,,,,,,,
1931,27.4,Colombo,,,,,,,,,
1932,27.2,Colombo,,,,,,,,,
1933,27.6,Colombo,,,,,,,,,
1934,27.2,Colombo,,,,,,,,,
1935,26.3,Colombo,,,,,,,,,
1936,25.6,Colombo,,,,,,,,,
1937,27.4,Colombo,,,,,,,,,
1938,27.7,Colombo,,,,,,,,,
1939,27.3,Colombo,,,,,,,,,
1940,27.1,Colombo,,,,,,,,,
1941,27,Colombo,,,,,,,,,
1942,27.4,Colombo,,,,,,,,,
1943,27.4,Colombo,,,,,,,,,
1944,27.2,Colombo,,,,,,,,,
1945,26.9,Colombo,,,,,,,,,
1946,27.2,Colombo,,,,,,,,,
1947,27.6,Colombo,,,,,,,,,
1948,27.5,Colombo,,,,,,,,,
1949,27.2,Colombo,,,,,,,,,
1950,26.8,Colombo,,,,,,,,,
1951,26.8,Colombo,,,,,,,,,
1952,27.5,Colombo,,,,,,,,,
1953,27.2,Colombo,,,,,,,,,
1954,26.3,Colombo,,,,,,,,,
1955,26.3,Colombo,,,,,,,,,
1956,25.9,Colombo,,,,,,,,,
1957,26.9,Colombo,,,,,,,,,
1958,27,Colombo,,,,,,,,,
1959,27.1,Colombo,,,,,,,,,
1960,27.6,Colombo,,,,,,,,,
1961,26.8,Colombo,,,,,,,,,
1962,26.8,Colombo,,,,,,,,,
1963,27.3,Colombo,,,,,,,,,
1964,26.8,Colombo,,,,,,,,,
1965,27.6,Colombo,,,,,,,,,
1966,26.9,Colombo,,,,,,,,,
1967,27.7,Colombo,,,,,,,,,
1968,27.4,Colombo,,,,,,,,,
1969,27.3,Colombo,,,,,,,,,
1970,28,Colombo,,,,,,,,,
1971,27.3,Colombo,,,,,,,,,
1972,27.9,Colombo,,,,,,,,,
1973,28,Colombo,,,,,,,,,
1974,27.5,Colombo,,,,,,,,,
1975,26.9,Colombo,,,,,,,,,
1976,26.5,Colombo,,,,,,,,,
1977,27.1,Colombo,,,,,,,,,
1978,27.2,Colombo,,,,,,,,,
1979,26.8,Colombo,,,,,,,,,
1980,26,Colombo,,,,,,,,,
1981,26.6,Colombo,,,,,,,,,
1982,27.7,Colombo,,,,,,,,,
1983,27.8,Colombo,,,,,,,,,
1984,27.3,Colombo,,,,,,,,,
1985,27.4,Colombo,,,,,,,,,
1986,27.7,Colombo,,,,,,,,,
1987,26.3,Colombo,,,,,,,,,
1988,26.9,Colombo,,,,,,,,,
1989,27.2,Colombo,,,,,,,,,
1990,27.7,Colombo,,,,,,,,,
1991,26.8,Colombo,,,,,,,,,
1992,26.6,Colombo,,,,,,,,,
1993,26.5,Colombo,,,,,,,,,
1994,27,Colombo,,,,,,,,,
1995,27.3,Colombo,,,,,,,,,
1996,27.3,Colombo,,,,,,,,,
1997,27.4,Colombo,,,,,,,,,
1998,27.5,Colombo,,,,,,,,,
1999,27.6,Colombo,,,,,,,,,
2000,27.6,Colombo,,,,,,,,,
2001,27.5,Colombo,,,,,,,,,
2002,26.9,Colombo,,,,,,,,,
2003,26.3,Colombo,,,,,,,,,
2004,25.7,Colombo,,,,,,,,,
2005,26,Colombo,,,,,,,,,
2006,26.3,Colombo,,,,,,,,,
2007,27.1,Colombo,,,,,,,,,
2008,27.2,Colombo,,,,,,,,,
2009,27.1,Colombo,,,,,,,,,
2010,26.7,Colombo,,,,,,,,,
2011,27.3,Colombo,,,,,,,,,
2012,27.5,Colombo,,,,,,,,,
2013,27.4,Colombo,,,,,,,,,
2014,27.4,Colombo,,,,,,,,,
2015,27.4,Colombo,,,,,,,,,
2016,26.4,Colombo,,,,,,,,,
2017,26.4,Colombo,,,,,,,,,
2018,27.5,Colombo,,,,,,,,,
2019,27.5,Colombo,,,,,,,,,
2020,27.4,Colombo,,,,,,,,,
2021,27,Colombo,,,,,,,,,
2022,26.7,Colombo,,,,,,,,,
2023,26.2,Colombo,,,,,,,,,
2024,26.5,Colombo,,,,,,,,,
2025,26.7,Colombo,,,,,,,,,
2026,26.6,Colombo,,,,,,,,,
2027,26.6,Colombo,,,,,,,,,
2028,26,Colombo,,,,,,,,,
2029,26.3,Colombo,,,,,,,,,
2030,26.5,Colombo,,,,,,,,,
2031,26.3,Colombo,,,,,,,,,
2032,26.4,Colombo,,,,,,,,,
2033,26.8,Colombo,,,,,,,,,
2034,26.7,Colombo,,,,,,,,,
2035,27,Colombo,,,,,,,,,
2036,26.9,Colombo,,,,,,,,,
2037,26.8,Colombo,,,,,,,,,
2038,26.9,Colombo,,,,,,,,,
2039,26.2,Colombo,,,,,,,,,
2040,26.5,Colombo,,,,,,,,,
2041,26.3,Colombo,,,,,,,,,
2042,25.9,Colombo,,,,,,,,,
2043,27.2,Colombo,,,,,,,,,
2044,27.3,Colombo,,,,,,,,,
2045,27.3,Colombo,,,,,,,,,
2046,27,Colombo,,,,,,,,,
2047,26.8,Colombo,,,,,,,,,
2048,27,Colombo,,,,,,,,,
2049,27,Colombo,,,,,,,,,
2050,27.3,Colombo,,,,,,,,,
