,rain_sum,temperature_2m_mean,city,,,,,,,,
25111,6.2,25.1,Ratnapura,,,,,,,,
25112,6.1,25,Ratnapura,,,,,,,,
25113,3.2,25.3,Ratnapura,,,,,,,,
25114,1.3,25.3,Ratnapura,,,,,,,,
25115,3.1,25.2,Ratnapura,,,,,,,,
25116,2.2,25.5,Ratnapura,,,,,,,,
25117,0.4,25.2,Ratnapura,,,,,,,,
25118,4,24.9,Ratnapura,,,,,,,,
25119,5.1,25,Ratnapura,,,,,,,,
25120,6.6,25,Ratnapura,,,,,,,,
25121,3.1,25.7,Ratnapura,,,,,,,,
25122,13.8,24.9,Ratnapura,,,,,,,,
25123,2,25.3,Ratnapura,,,,,,,,
25124,2,25.4,Ratnapura,,,,,,,,
25125,1.8,25.3,Ratnapura,,,,,,,,
25126,2.4,24.9,Ratnapura,,,,,,,,
25127,1.5,24.9,Ratnapura,,,,,,,,
25128,2.7,25.1,Ratnapura,,,,,,,,
25129,4.4,25.4,Ratnapura,,,,,,,,
25130,13.9,24.6,Ratnapura,,,,,,,,
25131,4.6,24.7,Ratnapura,,,,,,,,
25132,2.8,25.2,Ratnapura,,,,,,,,
25133,9,24.9,Ratnapura,,,,,,,,
25134,2.4,24.9,Ratnapura,,,,,,,,
25135,7.3,24.8,Ratnapura,,,,,,,,
25136,9.4,24.5,Ratnapura,,,,,,,,
25137,18.5,24.4,Ratnapura,,,,,,,,
25138,13.8,24.3,Ratnapura,,,,,,,,
25139,9.7,24.4,Ratnapura,,,,,,,,
25140,5.7,24.5,Ratnapura,,,,,,,,
25141,15.1,24.4,Ratnapura,,,,,,,,
25142,15.4,24.4,Ratnapura,,,,,,,,
25143,7,24.9,Ratnapura,,,,,,,,
25144,4.6,25.3,Ratnapura,,,,,,,,
25145,13.5,24.9,Ratnapura,,,,,,,,
25146,7.7,24.7,Ratnapura,,,,,,,,
25147,6.6,24.7,Ratnapura,,,,,,,,
25148,5.5,24.8,Ratnapura,,,,,,,,
25149,13.3,24.5,Ratnapura,,,,,,,,
25150,15.2,24.2,Ratnapura,,,,,,,,
25151,12.5,24,Ratnapura,,,,,,,,
25152,7.3,24.3,Ratnapura,,,,,,,,
25153,5.2,24.6,Ratnapura,,,,,,,,
25154,6,24.6,Ratnapura,,,,,,,,
25155,4.6,24.7,Ratnapura,,,,,,,,
25156,1.3,24.9,Ratnapura,,,,,,,,
25157,2.3,25.1,Ratnapura,,,,,,,,
25158,3.9,25,Ratnapura,,,,,,,,
25159,6.9,24.7,Ratnapura,,,,,,,,
25160,4.2,25,Ratnapura,,,,,,,,
25161,21.1,24.6,Ratnapura,,,,,,,,
25162,14,23.9,Ratnapura,,,,,,,,
25163,5.1,25.1,Ratnapura,,,,,,,,
25164,11.9,24.6,Ratnapura,,,,,,,,
25165,9.1,24.5,Ratnapura,,,,,,,,
25166,10.8,24.7,Ratnapura,,,,,,,,
25167,8.5,25.1,Ratnapura,,,,,,,,
25168,6.1,24.9,Ratnapura,,,,,,,,
25169,7.5,24.3,Ratnapura,,,,,,,,
25170,3.3,25.2,Ratnapura,,,,,,,,
25171,10.2,24.7,Ratnapura,,,,,,,,
25172,13,24.2,Ratnapura,,,,,,,,
25173,12.1,24.1,Ratnapura,,,,,,,,
25174,4.5,24.7,Ratnapura,,,,,,,,
25175,5.4,24,Ratnapura,,,,,,,,
25176,8.2,24.9,Ratnapura,,,,,,,,
25177,10,24.7,Ratnapura,,,,,,,,
25178,18.9,24.1,Ratnapura,,,,,,,,
25179,15.7,24.3,Ratnapura,,,,,,,,
25180,15.7,24,Ratnapura,,,,,,,,
25181,12.4,24.4,Ratnapura,,,,,,,,
25182,1.7,25,Ratnapura,,,,,,,,
25183,2,24.9,Ratnapura,,,,,,,,
25184,3.9,24.6,Ratnapura,,,,,,,,
25185,3,25.3,Ratnapura,,,,,,,,
25186,8.4,24.6,Ratnapura,,,,,,,,
25187,12.8,24.6,Ratnapura,,,,,,,,
25188,13.4,25,Ratnapura,,,,,,,,
25189,15.1,24.4,Ratnapura,,,,,,,,
25190,2.1,25.2,Ratnapura,,,,,,,,
25191,0.8,25.5,Ratnapura,,,,,,,,
25192,13.1,24.7,Ratnapura,,,,,,,,
25193,13.6,24.8,Ratnapura,,,,,,,,
25194,13.8,25,Ratnapura,,,,,,,,
25195,5.3,25.1,Ratnapura,,,,,,,,
25196,19,24.7,Ratnapura,,,,,,,,
25197,20.4,24,Ratnapura,,,,,,,,
25198,25.2,24.2,Ratnapura,,,,,,,,
25199,44.2,23.9,Ratnapura,,,,,,,,
25200,24.6,24,Ratnapura,,,,,,,,
25201,14.4,24.1,Ratnapura,,,,,,,,
25202,5.3,24.2,Ratnapura,,,,,,,,
25203,3.6,24.6,Ratnapura,,,,,,,,
25204,1.9,24.8,Ratnapura,,,,,,,,
25205,0.3,25.1,Ratnapura,,,,,,,,
25206,1.3,24.9,Ratnapura,,,,,,,,
25207,0.8,25,Ratnapura,,,,,,,,
25208,13.1,24.8,Ratnapura,,,,,,,,
25209,3.7,24.8,Ratnapura,,,,,,,,
25210,1.3,25.1,Ratnapura,,,,,,,,
25211,1.4,24.7,Ratnapura,,,,,,,,
25212,0.6,25.1,Ratnapura,,,,,,,,
25213,1.7,25.3,Ratnapura,,,,,,,,
25214,1.4,25.5,Ratnapura,,,,,,,,
25215,0.7,25.2,Ratnapura,,,,,,,,
25216,1,25.2,Ratnapura,,,,,,,,
25217,1.1,25.3,Ratnapura,,,,,,,,
25218,0.4,25,Ratnapura,,,,,,,,
25219,2.4,25.3,Ratnapura,,,,,,,,
25220,3.7,25.4,Ratnapura,,,,,,,,
25221,7,25,Ratnapura,,,,,,,,
25222,1,25.5,Ratnapura,,,,,,,,
25223,0,25,Ratnapura,,,,,,,,
25224,1,25.2,Ratnapura,,,,,,,,
25225,0,25.4,Ratnapura,,,,,,,,
25226,1.9,25.4,Ratnapura,,,,,,,,
25227,2.4,25.2,Ratnapura,,,,,,,,
25228,1.3,25,Ratnapura,,,,,,,,
25229,5.2,24.8,Ratnapura,,,,,,,,
25230,3.1,25.3,Ratnapura,,,,,,,,
25231,1.1,25.4,Ratnapura,,,,,,,,
25232,1.2,25.3,Ratnapura,,,,,,,,
25233,0.5,25.4,Ratnapura,,,,,,,,
25234,6.6,24.8,Ratnapura,,,,,,,,
25235,1.9,25.6,Ratnapura,,,,,,,,
25236,7.3,25.1,Ratnapura,,,,,,,,
25237,11.2,24.6,Ratnapura,,,,,,,,
25238,45.8,25,Ratnapura,,,,,,,,
25239,13.1,24.3,Ratnapura,,,,,,,,
25240,29.7,24.6,Ratnapura,,,,,,,,
25241,19.4,24.5,Ratnapura,,,,,,,,
25242,23.1,24.4,Ratnapura,,,,,,,,
25243,30.1,24.6,Ratnapura,,,,,,,,
25244,17.2,24.5,Ratnapura,,,,,,,,
25245,9.4,25.1,Ratnapura,,,,,,,,
25246,17.8,24.2,Ratnapura,,,,,,,,
25247,19.1,24.4,Ratnapura,,,,,,,,
25248,13.3,24.7,Ratnapura,,,,,,,,
25249,29.4,24.3,Ratnapura,,,,,,,,
25250,14.6,24.4,Ratnapura,,,,,,,,
25251,7.9,23.8,Ratnapura,,,,,,,,
25252,2.9,25.1,Ratnapura,,,,,,,,
25253,3,25.2,Ratnapura,,,,,,,,
25254,6,24.7,Ratnapura,,,,,,,,
25255,9,24.6,Ratnapura,,,,,,,,
25256,12.4,24.7,Ratnapura,,,,,,,,
25257,1.4,25,Ratnapura,,,,,,,,
25258,0,24.6,Ratnapura,,,,,,,,
25259,0,24.8,Ratnapura,,,,,,,,
25260,0,25.3,Ratnapura,,,,,,,,
25261,1.9,25.5,Ratnapura,,,,,,,,
25262,3.9,25.1,Ratnapura,,,,,,,,
25263,0.2,25.5,Ratnapura,,,,,,,,
25264,4.8,25.3,Ratnapura,,,,,,,,
25265,12.6,25.1,Ratnapura,,,,,,,,
25266,13.1,25,Ratnapura,,,,,,,,
25267,4.5,25.4,Ratnapura,,,,,,,,
25268,20.3,24.9,Ratnapura,,,,,,,,
25269,21.8,24.4,Ratnapura,,,,,,,,
25270,8,25.9,Ratnapura,,,,,,,,
25271,17.7,25.5,Ratnapura,,,,,,,,
25272,15.2,24.9,Ratnapura,,,,,,,,
25273,16.5,24.5,Ratnapura,,,,,,,,
25274,26.6,24.2,Ratnapura,,,,,,,,
25275,29.2,24.2,Ratnapura,,,,,,,,
25276,1,24.8,Ratnapura,,,,,,,,
25277,9.1,25.1,Ratnapura,,,,,,,,
25278,15.8,24.3,Ratnapura,,,,,,,,
25279,1.9,24.9,Ratnapura,,,,,,,,
25280,5.6,24.9,Ratnapura,,,,,,,,
25281,0.7,25.5,Ratnapura,,,,,,,,
25282,0.5,25.2,Ratnapura,,,,,,,,
25283,1.5,25.2,Ratnapura,,,,,,,,
25284,0.3,25.5,Ratnapura,,,,,,,,
25285,3.6,25.4,Ratnapura,,,,,,,,
25286,0.5,24.5,Ratnapura,,,,,,,,
25287,5.4,25.2,Ratnapura,,,,,,,,
25288,12.4,25,Ratnapura,,,,,,,,
25289,23.8,25,Ratnapura,,,,,,,,
25290,43.8,24.5,Ratnapura,,,,,,,,
25291,24.8,25,Ratnapura,,,,,,,,
25292,14,23.9,Ratnapura,,,,,,,,
25293,8.8,23.9,Ratnapura,,,,,,,,
25294,1.4,24.5,Ratnapura,,,,,,,,
25295,8,25.3,Ratnapura,,,,,,,,
25296,30.6,25.2,Ratnapura,,,,,,,,
25297,26.6,24.1,Ratnapura,,,,,,,,
25298,47.1,23.8,Ratnapura,,,,,,,,
25299,17.6,24.2,Ratnapura,,,,,,,,
25300,10.5,23.8,Ratnapura,,,,,,,,
25301,10.8,23,Ratnapura,,,,,,,,
25302,0.1,24.3,Ratnapura,,,,,,,,
25303,0,24.6,Ratnapura,,,,,,,,
25304,0,23.7,Ratnapura,,,,,,,,
25305,0,22.2,Ratnapura,,,,,,,,
25306,0,23.2,Ratnapura,,,,,,,,
25307,0,24.2,Ratnapura,,,,,,,,
25308,1.2,24.2,Ratnapura,,,,,,,,
25309,0,24.9,Ratnapura,,,,,,,,
25310,0,23.7,Ratnapura,,,,,,,,
25311,0,24.1,Ratnapura,,,,,,,,
25312,0,25.1,Ratnapura,,,,,,,,
25313,2,25.3,Ratnapura,,,,,,,,
25314,13.9,24.7,Ratnapura,,,,,,,,
25315,16.5,24.1,Ratnapura,,,,,,,,
25316,3.3,24.5,Ratnapura,,,,,,,,
25317,11.2,24.4,Ratnapura,,,,,,,,
25318,8.7,24.6,Ratnapura,,,,,,,,
25319,0.9,24.6,Ratnapura,,,,,,,,
25320,3.3,24.8,Ratnapura,,,,,,,,
25321,0.3,24.7,Ratnapura,,,,,,,,
25322,0,24.6,Ratnapura,,,,,,,,
25323,0.2,24.3,Ratnapura,,,,,,,,
25324,0,23.3,Ratnapura,,,,,,,,
25325,0,23.5,Ratnapura,,,,,,,,
25326,0,23.7,Ratnapura,,,,,,,,
25327,0,24.3,Ratnapura,,,,,,,,
25328,0.1,24.8,Ratnapura,,,,,,,,
25329,2.3,24.8,Ratnapura,,,,,,,,
25330,2.6,24.8,Ratnapura,,,,,,,,
25331,1.8,24.5,Ratnapura,,,,,,,,
25332,3.6,25,Ratnapura,,,,,,,,
25333,0.7,24.3,Ratnapura,,,,,,,,
25334,0,24.8,Ratnapura,,,,,,,,
25335,0,25.2,Ratnapura,,,,,,,,
25336,1.6,24.9,Ratnapura,,,,,,,,
25337,1.7,25.5,Ratnapura,,,,,,,,
25338,0.3,25.1,Ratnapura,,,,,,,,
25339,0.7,25,Ratnapura,,,,,,,,
25340,1.4,25,Ratnapura,,,,,,,,
25341,0.6,25.8,Ratnapura,,,,,,,,
25342,0,26.2,Ratnapura,,,,,,,,
25343,1.2,26.5,Ratnapura,,,,,,,,
25344,3.2,26.3,Ratnapura,,,,,,,,
25345,26.4,25.3,Ratnapura,,,,,,,,
25346,3.8,25.1,Ratnapura,,,,,,,,
25347,6.1,25.1,Ratnapura,,,,,,,,
25348,2.4,25.2,Ratnapura,,,,,,,,
25349,6.2,25.1,Ratnapura,,,,,,,,
25350,3.6,24.6,Ratnapura,,,,,,,,
25351,0,25.4,Ratnapura,,,,,,,,
25352,0,25.4,Ratnapura,,,,,,,,
25353,0.2,25.6,Ratnapura,,,,,,,,
25354,48.3,24.7,Ratnapura,,,,,,,,
25355,13.3,24.5,Ratnapura,,,,,,,,
25356,13,24.7,Ratnapura,,,,,,,,
25357,6.3,24.5,Ratnapura,,,,,,,,
25358,0,25,Ratnapura,,,,,,,,
25359,0,24.8,Ratnapura,,,,,,,,
25360,0.1,24.6,Ratnapura,,,,,,,,
25361,0,24.4,Ratnapura,,,,,,,,
25362,0,24.4,Ratnapura,,,,,,,,
25363,0,24.5,Ratnapura,,,,,,,,
25364,0,24.5,Ratnapura,,,,,,,,
25365,0,25.4,Ratnapura,,,,,,,,
25366,0.4,25.2,Ratnapura,,,,,,,,
25367,17.2,24.8,Ratnapura,,,,,,,,
25368,10.5,24.7,Ratnapura,,,,,,,,
25369,2.5,25.5,Ratnapura,,,,,,,,
25370,4.6,25.4,Ratnapura,,,,,,,,
25371,0.1,25.9,Ratnapura,,,,,,,,
25372,0,25.8,Ratnapura,,,,,,,,
25373,2.1,25.6,Ratnapura,,,,,,,,
25374,0.3,25.6,Ratnapura,,,,,,,,
25375,7.7,26,Ratnapura,,,,,,,,
25376,7.9,25.5,Ratnapura,,,,,,,,
25377,0.7,24.8,Ratnapura,,,,,,,,
25378,0,25.4,Ratnapura,,,,,,,,
25379,4.8,24.8,Ratnapura,,,,,,,,
25380,15.9,24.8,Ratnapura,,,,,,,,
25381,2.1,25,Ratnapura,,,,,,,,
25382,35.5,25.4,Ratnapura,,,,,,,,
25383,3.8,25.9,Ratnapura,,,,,,,,
25384,3.6,25.1,Ratnapura,,,,,,,,
25385,11.9,25.1,Ratnapura,,,,,,,,
25386,7,25,Ratnapura,,,,,,,,
25387,0.6,25.5,Ratnapura,,,,,,,,
25388,1.6,25.2,Ratnapura,,,,,,,,
25389,1.5,25.3,Ratnapura,,,,,,,,
25390,2.9,25,Ratnapura,,,,,,,,
25391,2.7,24.8,Ratnapura,,,,,,,,
25392,2,25.6,Ratnapura,,,,,,,,
25393,1.3,25.4,Ratnapura,,,,,,,,
25394,0.1,25.3,Ratnapura,,,,,,,,
25395,0.2,25.3,Ratnapura,,,,,,,,
25396,2,25.7,Ratnapura,,,,,,,,
25397,8.3,25.4,Ratnapura,,,,,,,,
25398,12.9,25.2,Ratnapura,,,,,,,,
25399,4.4,25.2,Ratnapura,,,,,,,,
25400,2.8,25.6,Ratnapura,,,,,,,,
25401,3.9,25.3,Ratnapura,,,,,,,,
25402,4.7,25.2,Ratnapura,,,,,,,,
25403,7.7,25.2,Ratnapura,,,,,,,,
25404,6.5,25.3,Ratnapura,,,,,,,,
25405,1.3,25.8,Ratnapura,,,,,,,,
25406,1.2,25.8,Ratnapura,,,,,,,,
25407,3.7,25.8,Ratnapura,,,,,,,,
25408,12.6,25.6,Ratnapura,,,,,,,,
25409,11.1,25,Ratnapura,,,,,,,,
25410,6.6,24.8,Ratnapura,,,,,,,,
25411,6.8,25.7,Ratnapura,,,,,,,,
25412,10.1,25.4,Ratnapura,,,,,,,,
25413,12.2,25.5,Ratnapura,,,,,,,,
25414,4.7,25.4,Ratnapura,,,,,,,,
25415,11.7,24.9,Ratnapura,,,,,,,,
25416,14.2,25.4,Ratnapura,,,,,,,,
25417,9.8,25.2,Ratnapura,,,,,,,,
25418,6,25.7,Ratnapura,,,,,,,,
25419,1.8,25.9,Ratnapura,,,,,,,,
25420,2,25.6,Ratnapura,,,,,,,,
25421,9.8,26,Ratnapura,,,,,,,,
25422,12.6,25.3,Ratnapura,,,,,,,,
25423,10.4,24.8,Ratnapura,,,,,,,,
25424,28.1,24.5,Ratnapura,,,,,,,,
25425,3.8,25.1,Ratnapura,,,,,,,,
25426,3.4,25.4,Ratnapura,,,,,,,,
25427,9.1,25.5,Ratnapura,,,,,,,,
25428,2.8,25.8,Ratnapura,,,,,,,,
25429,6.4,25.8,Ratnapura,,,,,,,,
25430,3.9,25.7,Ratnapura,,,,,,,,
25431,0.4,25.7,Ratnapura,,,,,,,,
25432,0.3,25.1,Ratnapura,,,,,,,,
25433,0,24.6,Ratnapura,,,,,,,,
25434,0,25.3,Ratnapura,,,,,,,,
25435,0,25.4,Ratnapura,,,,,,,,
25436,0.7,25.7,Ratnapura,,,,,,,,
25437,1.8,26.7,Ratnapura,,,,,,,,
25438,0,26.1,Ratnapura,,,,,,,,
25439,1.8,25.6,Ratnapura,,,,,,,,
25440,0,25.8,Ratnapura,,,,,,,,
25441,2.6,25.8,Ratnapura,,,,,,,,
25442,1.6,25.4,Ratnapura,,,,,,,,
25443,0.8,26,Ratnapura,,,,,,,,
25444,3.1,26.1,Ratnapura,,,,,,,,
25445,3.1,25.8,Ratnapura,,,,,,,,
25446,0.5,25.7,Ratnapura,,,,,,,,
25447,0,25.9,Ratnapura,,,,,,,,
25448,0.2,26.4,Ratnapura,,,,,,,,
25449,2.8,26.1,Ratnapura,,,,,,,,
25450,3.6,26,Ratnapura,,,,,,,,
25451,13.8,25.3,Ratnapura,,,,,,,,
25452,6.6,25.5,Ratnapura,,,,,,,,
25453,9.2,25.5,Ratnapura,,,,,,,,
25454,8.4,25.2,Ratnapura,,,,,,,,
25455,12.2,24.8,Ratnapura,,,,,,,,
25456,10.2,24.3,Ratnapura,,,,,,,,
25457,6.8,25,Ratnapura,,,,,,,,
25458,12.6,25.3,Ratnapura,,,,,,,,
25459,4.9,25.4,Ratnapura,,,,,,,,
25460,7.9,25.7,Ratnapura,,,,,,,,
25461,5.5,25.3,Ratnapura,,,,,,,,
25462,6.8,25.4,Ratnapura,,,,,,,,
25463,6.2,25.8,Ratnapura,,,,,,,,
25464,12.2,24.8,Ratnapura,,,,,,,,
25465,10.2,25.3,Ratnapura,,,,,,,,
25466,12.7,24.9,Ratnapura,,,,,,,,
25467,9.6,25,Ratnapura,,,,,,,,
25468,4.4,25.3,Ratnapura,,,,,,,,
25469,5.9,25.5,Ratnapura,,,,,,,,
25470,7.2,25.6,Ratnapura,,,,,,,,
25471,5.8,25.8,Ratnapura,,,,,,,,
25472,3.1,25.4,Ratnapura,,,,,,,,
25473,4,25,Ratnapura,,,,,,,,
25474,13.2,24.5,Ratnapura,,,,,,,,
25475,11.5,24.1,Ratnapura,,,,,,,,
25476,3.1,25.2,Ratnapura,,,,,,,,
25477,3.5,25.1,Ratnapura,,,,,,,,
25478,3.9,24.8,Ratnapura,,,,,,,,
25479,2.9,25.1,Ratnapura,,,,,,,,
25480,2.5,25.2,Ratnapura,,,,,,,,
25481,5,24.4,Ratnapura,,,,,,,,
25482,5.5,24.5,Ratnapura,,,,,,,,
25483,5.1,24.9,Ratnapura,,,,,,,,
25484,4.7,24.7,Ratnapura,,,,,,,,
25485,4,24.8,Ratnapura,,,,,,,,
25486,4.2,24.5,Ratnapura,,,,,,,,
25487,4.7,24.8,Ratnapura,,,,,,,,
25488,9.9,24.7,Ratnapura,,,,,,,,
25489,7.3,24.3,Ratnapura,,,,,,,,
25490,4,25,Ratnapura,,,,,,,,
25491,17.4,24.7,Ratnapura,,,,,,,,
25492,11.1,24.1,Ratnapura,,,,,,,,
25493,20.2,23.9,Ratnapura,,,,,,,,
25494,7.2,24.4,Ratnapura,,,,,,,,
25495,8.4,24.6,Ratnapura,,,,,,,,
25496,12.2,24.9,Ratnapura,,,,,,,,
25497,7.5,24.6,Ratnapura,,,,,,,,
25498,13,24.5,Ratnapura,,,,,,,,
25499,15.6,24.6,Ratnapura,,,,,,,,
25500,27.2,24.2,Ratnapura,,,,,,,,
25501,12.7,24.7,Ratnapura,,,,,,,,
25502,0.9,25.6,Ratnapura,,,,,,,,
25503,2.8,25.6,Ratnapura,,,,,,,,
25504,1.8,25.6,Ratnapura,,,,,,,,
25505,9.2,24.9,Ratnapura,,,,,,,,
25506,2.6,25.4,Ratnapura,,,,,,,,
25507,3.3,25.4,Ratnapura,,,,,,,,
25508,5.9,25.4,Ratnapura,,,,,,,,
25509,2,24.8,Ratnapura,,,,,,,,
25510,1.6,25.3,Ratnapura,,,,,,,,
25511,3.5,25.1,Ratnapura,,,,,,,,
25512,2.8,25.1,Ratnapura,,,,,,,,
25513,3.1,24.9,Ratnapura,,,,,,,,
25514,4.9,24.6,Ratnapura,,,,,,,,
25515,4.8,25,Ratnapura,,,,,,,,
25516,3.9,24.8,Ratnapura,,,,,,,,
25517,2.5,25.3,Ratnapura,,,,,,,,
25518,2.4,25.1,Ratnapura,,,,,,,,
25519,3.1,25,Ratnapura,,,,,,,,
25520,4.1,24.8,Ratnapura,,,,,,,,
25521,0.5,25.1,Ratnapura,,,,,,,,
25522,2.2,25.2,Ratnapura,,,,,,,,
25523,3.8,25.1,Ratnapura,,,,,,,,
25524,3.2,25,Ratnapura,,,,,,,,
25525,4.7,25.1,Ratnapura,,,,,,,,
25526,2,24.8,Ratnapura,,,,,,,,
25527,5.6,24.9,Ratnapura,,,,,,,,
25528,7.5,24.3,Ratnapura,,,,,,,,
25529,6.6,24.6,Ratnapura,,,,,,,,
25530,1.3,25.1,Ratnapura,,,,,,,,
25531,3.5,25.4,Ratnapura,,,,,,,,
25532,10.8,24.6,Ratnapura,,,,,,,,
25533,23.9,24.2,Ratnapura,,,,,,,,
25534,6.3,24.6,Ratnapura,,,,,,,,
25535,4.4,24.8,Ratnapura,,,,,,,,
25536,7,25.1,Ratnapura,,,,,,,,
25537,10.4,24.9,Ratnapura,,,,,,,,
25538,18.9,24.6,Ratnapura,,,,,,,,
25539,12,24.2,Ratnapura,,,,,,,,
25540,13,24.5,Ratnapura,,,,,,,,
25541,2.1,24.8,Ratnapura,,,,,,,,
25542,4.8,24.9,Ratnapura,,,,,,,,
25543,6.7,24.4,Ratnapura,,,,,,,,
25544,2.4,25,Ratnapura,,,,,,,,
25545,9.4,25.1,Ratnapura,,,,,,,,
25546,19,24,Ratnapura,,,,,,,,
25547,20.5,24.3,Ratnapura,,,,,,,,
25548,13,24.8,Ratnapura,,,,,,,,
25549,9.1,24.6,Ratnapura,,,,,,,,
25550,5.7,24.7,Ratnapura,,,,,,,,
25551,24.9,24.1,Ratnapura,,,,,,,,
25552,15,24,Ratnapura,,,,,,,,
25553,5.8,25.1,Ratnapura,,,,,,,,
25554,6.9,25,Ratnapura,,,,,,,,
25555,9.6,25.1,Ratnapura,,,,,,,,
25556,15.9,24.4,Ratnapura,,,,,,,,
25557,15.9,24.1,Ratnapura,,,,,,,,
25558,1.7,25.5,Ratnapura,,,,,,,,
25559,5.4,25.1,Ratnapura,,,,,,,,
25560,10.8,24.6,Ratnapura,,,,,,,,
25561,12.3,24.8,Ratnapura,,,,,,,,
25562,6.7,24.2,Ratnapura,,,,,,,,
25563,26.5,24.4,Ratnapura,,,,,,,,
25564,13.8,24.5,Ratnapura,,,,,,,,
25565,6.6,24.9,Ratnapura,,,,,,,,
25566,5.4,24.9,Ratnapura,,,,,,,,
25567,5,24.9,Ratnapura,,,,,,,,
25568,5,24.8,Ratnapura,,,,,,,,
25569,5.2,24.9,Ratnapura,,,,,,,,
25570,11.3,24.6,Ratnapura,,,,,,,,
25571,5.6,24.7,Ratnapura,,,,,,,,
25572,1.9,25.3,Ratnapura,,,,,,,,
25573,22.2,24.6,Ratnapura,,,,,,,,
25574,4.9,25.5,Ratnapura,,,,,,,,
25575,28.1,24.7,Ratnapura,,,,,,,,
25576,7.2,24.5,Ratnapura,,,,,,,,
25577,19.8,23.9,Ratnapura,,,,,,,,
25578,2.3,25.2,Ratnapura,,,,,,,,
25579,2.2,25.2,Ratnapura,,,,,,,,
25580,0.1,25,Ratnapura,,,,,,,,
25581,2.5,25.4,Ratnapura,,,,,,,,
25582,0.9,25.2,Ratnapura,,,,,,,,
25583,2.3,25,Ratnapura,,,,,,,,
25584,2.9,25.2,Ratnapura,,,,,,,,
25585,0.2,25.3,Ratnapura,,,,,,,,
25586,1.9,25.4,Ratnapura,,,,,,,,
25587,1.3,25.2,Ratnapura,,,,,,,,
25588,0,25,Ratnapura,,,,,,,,
25589,0,25.5,Ratnapura,,,,,,,,
25590,3.4,25,Ratnapura,,,,,,,,
25591,7.4,25.1,Ratnapura,,,,,,,,
25592,12,25,Ratnapura,,,,,,,,
25593,10.1,25.1,Ratnapura,,,,,,,,
25594,1.7,25.5,Ratnapura,,,,,,,,
25595,17.8,25.4,Ratnapura,,,,,,,,
25596,10.7,25.4,Ratnapura,,,,,,,,
25597,15.1,25.5,Ratnapura,,,,,,,,
25598,28.4,24.2,Ratnapura,,,,,,,,
25599,2.4,24.1,Ratnapura,,,,,,,,
25600,10.1,23.8,Ratnapura,,,,,,,,
25601,29.4,24.4,Ratnapura,,,,,,,,
25602,2.1,24.2,Ratnapura,,,,,,,,
25603,16.7,24.6,Ratnapura,,,,,,,,
25604,14.9,25.2,Ratnapura,,,,,,,,
25605,30.3,24.5,Ratnapura,,,,,,,,
25606,48.5,24.7,Ratnapura,,,,,,,,
25607,19.2,24.8,Ratnapura,,,,,,,,
25608,9.4,25,Ratnapura,,,,,,,,
25609,8.2,25.2,Ratnapura,,,,,,,,
25610,62,25.4,Ratnapura,,,,,,,,
25611,33.7,24.2,Ratnapura,,,,,,,,
25612,32.1,23.4,Ratnapura,,,,,,,,
25613,18.6,23.7,Ratnapura,,,,,,,,
25614,44.7,24,Ratnapura,,,,,,,,
25615,27,23.6,Ratnapura,,,,,,,,
25616,5.1,24.9,Ratnapura,,,,,,,,
25617,4.9,24.6,Ratnapura,,,,,,,,
25618,3.7,24.9,Ratnapura,,,,,,,,
25619,1.3,24.9,Ratnapura,,,,,,,,
25620,33.4,25,Ratnapura,,,,,,,,
25621,33.3,24.6,Ratnapura,,,,,,,,
25622,11.6,24,Ratnapura,,,,,,,,
25623,23.8,24.7,Ratnapura,,,,,,,,
25624,25.5,24.3,Ratnapura,,,,,,,,
25625,14.5,24.6,Ratnapura,,,,,,,,
25626,7.1,24.8,Ratnapura,,,,,,,,
25627,10.8,25,Ratnapura,,,,,,,,
25628,3.4,25.3,Ratnapura,,,,,,,,
25629,59.2,24.3,Ratnapura,,,,,,,,
25630,12.1,23.4,Ratnapura,,,,,,,,
25631,0,25.5,Ratnapura,,,,,,,,
25632,0,25.7,Ratnapura,,,,,,,,
25633,0,25.6,Ratnapura,,,,,,,,
25634,0.7,25.7,Ratnapura,,,,,,,,
25635,0.9,25.8,Ratnapura,,,,,,,,
25636,1.5,26,Ratnapura,,,,,,,,
25637,79.2,25.4,Ratnapura,,,,,,,,
25638,47,24.9,Ratnapura,,,,,,,,
25639,4.4,25.2,Ratnapura,,,,,,,,
25640,16.8,25,Ratnapura,,,,,,,,
25641,14,24.8,Ratnapura,,,,,,,,
25642,8.9,25.1,Ratnapura,,,,,,,,
25643,9,25,Ratnapura,,,,,,,,
25644,0,24.3,Ratnapura,,,,,,,,
25645,0,24.8,Ratnapura,,,,,,,,
25646,0,24.2,Ratnapura,,,,,,,,
25647,0.2,24.8,Ratnapura,,,,,,,,
25648,3.5,25.1,Ratnapura,,,,,,,,
25649,3.6,25.1,Ratnapura,,,,,,,,
25650,15.8,25.2,Ratnapura,,,,,,,,
25651,7.1,25,Ratnapura,,,,,,,,
25652,15.4,24.6,Ratnapura,,,,,,,,
25653,0.1,24.7,Ratnapura,,,,,,,,
25654,0,24.9,Ratnapura,,,,,,,,
25655,0,25,Ratnapura,,,,,,,,
25656,0.3,24.7,Ratnapura,,,,,,,,
25657,0.6,24.4,Ratnapura,,,,,,,,
25658,0,24.6,Ratnapura,,,,,,,,
25659,5.6,24.1,Ratnapura,,,,,,,,
25660,9.6,24.2,Ratnapura,,,,,,,,
