,rain_sum,temperature_2m_mean,city,,,,,,,,
25661,6.6,23.8,Ratnapura,,,,,,,,
25662,12.5,24.6,Ratnapura,,,,,,,,
25663,6,24.2,Ratnapura,,,,,,,,
25664,9.5,24.8,Ratnapura,,,,,,,,
25665,8.8,24.6,Ratnapura,,,,,,,,
25666,17.6,23.9,Ratnapura,,,,,,,,
25667,2.7,24.4,Ratnapura,,,,,,,,
25668,12.8,24.8,Ratnapura,,,,,,,,
25669,1.7,25,Ratnapura,,,,,,,,
25670,4.5,25.2,Ratnapura,,,,,,,,
25671,36,24.7,Ratnapura,,,,,,,,
25672,7.8,24.9,Ratnapura,,,,,,,,
25673,3.5,25.5,Ratnapura,,,,,,,,
25674,14.6,24.7,Ratnapura,,,,,,,,
25675,3.8,24.7,Ratnapura,,,,,,,,
25676,3.5,25.2,Ratnapura,,,,,,,,
25677,4,25.1,Ratnapura,,,,,,,,
25678,33.1,24.2,Ratnapura,,,,,,,,
25679,8.1,23.3,Ratnapura,,,,,,,,
25680,0,24.5,Ratnapura,,,,,,,,
25681,10.6,25.4,Ratnapura,,,,,,,,
25682,66.2,23,Ratnapura,,,,,,,,
25683,0.9,24.9,Ratnapura,,,,,,,,
25684,2.5,25.3,Ratnapura,,,,,,,,
25685,14.1,24.9,Ratnapura,,,,,,,,
25686,0.9,25.5,Ratnapura,,,,,,,,
25687,2.5,24.8,Ratnapura,,,,,,,,
25688,0,24.8,Ratnapura,,,,,,,,
25689,0,24,Ratnapura,,,,,,,,
25690,0,23.9,Ratnapura,,,,,,,,
25691,0,24.1,Ratnapura,,,,,,,,
25692,0,24.3,Ratnapura,,,,,,,,
25693,0,24.7,Ratnapura,,,,,,,,
25694,0,24.9,Ratnapura,,,,,,,,
25695,0,25.4,Ratnapura,,,,,,,,
25696,0,25.7,Ratnapura,,,,,,,,
25697,0,25.7,Ratnapura,,,,,,,,
25698,20.5,25,Ratnapura,,,,,,,,
25699,3.5,24.5,Ratnapura,,,,,,,,
25700,2.6,24.7,Ratnapura,,,,,,,,
25701,0.7,25.5,Ratnapura,,,,,,,,
25702,0.2,25.6,Ratnapura,,,,,,,,
25703,0,25.9,Ratnapura,,,,,,,,
25704,0,25.3,Ratnapura,,,,,,,,
25705,0,25.2,Ratnapura,,,,,,,,
25706,0,25.3,Ratnapura,,,,,,,,
25707,0,26,Ratnapura,,,,,,,,
25708,0,26.4,Ratnapura,,,,,,,,
25709,0.1,26.4,Ratnapura,,,,,,,,
25710,0.8,25.5,Ratnapura,,,,,,,,
25711,0.3,26,Ratnapura,,,,,,,,
25712,33.3,24.9,Ratnapura,,,,,,,,
25713,4.9,25.1,Ratnapura,,,,,,,,
25714,15.2,25.1,Ratnapura,,,,,,,,
25715,49,25.3,Ratnapura,,,,,,,,
25716,14,25.4,Ratnapura,,,,,,,,
25717,16.6,24.5,Ratnapura,,,,,,,,
25718,3.4,24.4,Ratnapura,,,,,,,,
25719,11.4,25,Ratnapura,,,,,,,,
25720,31.5,25,Ratnapura,,,,,,,,
25721,3.7,25.6,Ratnapura,,,,,,,,
25722,2.2,25.7,Ratnapura,,,,,,,,
25723,2.4,25.6,Ratnapura,,,,,,,,
25724,1.8,25.4,Ratnapura,,,,,,,,
25725,16.3,24.4,Ratnapura,,,,,,,,
25726,0.1,25.4,Ratnapura,,,,,,,,
25727,1.5,25.5,Ratnapura,,,,,,,,
25728,0.3,25.4,Ratnapura,,,,,,,,
25729,0,24.8,Ratnapura,,,,,,,,
25730,0.1,25.2,Ratnapura,,,,,,,,
25731,0,25.1,Ratnapura,,,,,,,,
25732,0.4,25,Ratnapura,,,,,,,,
25733,0,25,Ratnapura,,,,,,,,
25734,5.3,25.7,Ratnapura,,,,,,,,
25735,2.3,25.8,Ratnapura,,,,,,,,
25736,9.2,26.1,Ratnapura,,,,,,,,
25737,12.2,26.3,Ratnapura,,,,,,,,
25738,28.8,23.8,Ratnapura,,,,,,,,
25739,3,25.7,Ratnapura,,,,,,,,
25740,4.9,25.8,Ratnapura,,,,,,,,
25741,8.1,26,Ratnapura,,,,,,,,
25742,8.5,25.6,Ratnapura,,,,,,,,
25743,13.2,25.5,Ratnapura,,,,,,,,
25744,0.6,26.7,Ratnapura,,,,,,,,
25745,4.6,26,Ratnapura,,,,,,,,
25746,3,25.6,Ratnapura,,,,,,,,
25747,2.4,25.8,Ratnapura,,,,,,,,
25748,3.4,25.6,Ratnapura,,,,,,,,
25749,13.2,25.1,Ratnapura,,,,,,,,
25750,6.3,25.5,Ratnapura,,,,,,,,
25751,6.6,25.5,Ratnapura,,,,,,,,
25752,1.8,25.8,Ratnapura,,,,,,,,
25753,3.9,25.5,Ratnapura,,,,,,,,
25754,0.4,26,Ratnapura,,,,,,,,
25755,3.3,25.6,Ratnapura,,,,,,,,
25756,0,26.4,Ratnapura,,,,,,,,
25757,2.4,25.8,Ratnapura,,,,,,,,
25758,33.5,25.1,Ratnapura,,,,,,,,
25759,34.2,25.1,Ratnapura,,,,,,,,
25760,9.2,25.4,Ratnapura,,,,,,,,
25761,12.6,25.8,Ratnapura,,,,,,,,
25762,5,25.9,Ratnapura,,,,,,,,
25763,21.3,25.9,Ratnapura,,,,,,,,
25764,2.2,26.2,Ratnapura,,,,,,,,
25765,1.7,26.1,Ratnapura,,,,,,,,
25766,1.5,26.1,Ratnapura,,,,,,,,
25767,1.2,26.4,Ratnapura,,,,,,,,
25768,1.3,26.7,Ratnapura,,,,,,,,
25769,7.3,25.8,Ratnapura,,,,,,,,
25770,7.3,25.6,Ratnapura,,,,,,,,
25771,3.8,26.4,Ratnapura,,,,,,,,
25772,2,26.6,Ratnapura,,,,,,,,
25773,1.1,26.9,Ratnapura,,,,,,,,
25774,1.3,26.8,Ratnapura,,,,,,,,
25775,10.6,25.1,Ratnapura,,,,,,,,
25776,0.3,25.9,Ratnapura,,,,,,,,
25777,0.8,26.4,Ratnapura,,,,,,,,
25778,3.7,26.2,Ratnapura,,,,,,,,
25779,1.2,26.6,Ratnapura,,,,,,,,
25780,12.7,25.7,Ratnapura,,,,,,,,
25781,2,26.3,Ratnapura,,,,,,,,
25782,0.5,26.5,Ratnapura,,,,,,,,
25783,3.6,26.4,Ratnapura,,,,,,,,
25784,0.9,26.6,Ratnapura,,,,,,,,
25785,1.1,26.3,Ratnapura,,,,,,,,
25786,0.4,26.6,Ratnapura,,,,,,,,
25787,1.5,26.8,Ratnapura,,,,,,,,
25788,4.5,26.2,Ratnapura,,,,,,,,
25789,6.9,26.2,Ratnapura,,,,,,,,
25790,12.1,25.8,Ratnapura,,,,,,,,
25791,12.6,25.7,Ratnapura,,,,,,,,
25792,6.9,25.7,Ratnapura,,,,,,,,
25793,6.7,26.1,Ratnapura,,,,,,,,
25794,5,26.3,Ratnapura,,,,,,,,
25795,9.5,26.3,Ratnapura,,,,,,,,
25796,13.9,25.4,Ratnapura,,,,,,,,
25797,10,25.6,Ratnapura,,,,,,,,
25798,20.6,25.1,Ratnapura,,,,,,,,
25799,18.8,25.4,Ratnapura,,,,,,,,
25800,9.6,25.4,Ratnapura,,,,,,,,
25801,20.5,25.1,Ratnapura,,,,,,,,
25802,7.8,25.2,Ratnapura,,,,,,,,
25803,1.1,26.4,Ratnapura,,,,,,,,
25804,3.2,26.5,Ratnapura,,,,,,,,
25805,1.9,26.8,Ratnapura,,,,,,,,
25806,2.6,26.4,Ratnapura,,,,,,,,
25807,6.1,25.9,Ratnapura,,,,,,,,
25808,12.2,25.1,Ratnapura,,,,,,,,
25809,11.6,25.3,Ratnapura,,,,,,,,
25810,3,26.2,Ratnapura,,,,,,,,
25811,4,26.3,Ratnapura,,,,,,,,
25812,2.8,26.8,Ratnapura,,,,,,,,
25813,4.5,26.3,Ratnapura,,,,,,,,
25814,13.6,25.6,Ratnapura,,,,,,,,
25815,21.4,24.8,Ratnapura,,,,,,,,
25816,10.6,25.1,Ratnapura,,,,,,,,
25817,3.5,25.7,Ratnapura,,,,,,,,
25818,4.8,25.6,Ratnapura,,,,,,,,
25819,11.3,25.2,Ratnapura,,,,,,,,
25820,6.9,25.1,Ratnapura,,,,,,,,
25821,6.1,25.5,Ratnapura,,,,,,,,
25822,4.3,25.5,Ratnapura,,,,,,,,
25823,2.5,25,Ratnapura,,,,,,,,
25824,5.9,25.1,Ratnapura,,,,,,,,
25825,18.2,24.8,Ratnapura,,,,,,,,
25826,34.4,24.2,Ratnapura,,,,,,,,
25827,23.1,24.2,Ratnapura,,,,,,,,
25828,18.7,24.4,Ratnapura,,,,,,,,
25829,6,24.7,Ratnapura,,,,,,,,
25830,9.4,25,Ratnapura,,,,,,,,
25831,6.4,24.7,Ratnapura,,,,,,,,
25832,6.9,24.9,Ratnapura,,,,,,,,
25833,15.1,25,Ratnapura,,,,,,,,
25834,27.6,23.5,Ratnapura,,,,,,,,
25835,4.5,24.5,Ratnapura,,,,,,,,
25836,3.1,24.8,Ratnapura,,,,,,,,
25837,10,24.3,Ratnapura,,,,,,,,
25838,10,24.3,Ratnapura,,,,,,,,
25839,11.9,24.2,Ratnapura,,,,,,,,
25840,8.2,24.7,Ratnapura,,,,,,,,
25841,25.1,24.1,Ratnapura,,,,,,,,
25842,8.7,24.4,Ratnapura,,,,,,,,
25843,13.1,24,Ratnapura,,,,,,,,
25844,10.1,24.2,Ratnapura,,,,,,,,
25845,7,24.6,Ratnapura,,,,,,,,
25846,5.5,24.6,Ratnapura,,,,,,,,
25847,13.1,24.5,Ratnapura,,,,,,,,
25848,8.4,24.7,Ratnapura,,,,,,,,
25849,9.9,24.3,Ratnapura,,,,,,,,
25850,7.5,24.4,Ratnapura,,,,,,,,
25851,8.4,24.5,Ratnapura,,,,,,,,
25852,8.2,24.8,Ratnapura,,,,,,,,
25853,5.3,24.9,Ratnapura,,,,,,,,
25854,7.1,24.5,Ratnapura,,,,,,,,
25855,11.3,24.5,Ratnapura,,,,,,,,
25856,17.7,24.3,Ratnapura,,,,,,,,
25857,4.3,24.7,Ratnapura,,,,,,,,
25858,11.1,24,Ratnapura,,,,,,,,
25859,4.2,24.3,Ratnapura,,,,,,,,
25860,3.9,24.5,Ratnapura,,,,,,,,
25861,10.2,24.7,Ratnapura,,,,,,,,
25862,2.8,25,Ratnapura,,,,,,,,
25863,8.9,24.6,Ratnapura,,,,,,,,
25864,13.9,24.3,Ratnapura,,,,,,,,
25865,12.3,24,Ratnapura,,,,,,,,
25866,25,23.8,Ratnapura,,,,,,,,
25867,0.9,24.8,Ratnapura,,,,,,,,
25868,3.6,24.6,Ratnapura,,,,,,,,
25869,1.8,24.7,Ratnapura,,,,,,,,
25870,4.5,24.9,Ratnapura,,,,,,,,
25871,2.5,24.6,Ratnapura,,,,,,,,
25872,11,23.9,Ratnapura,,,,,,,,
25873,3.5,24.2,Ratnapura,,,,,,,,
25874,5.6,24.2,Ratnapura,,,,,,,,
25875,6.3,24.4,Ratnapura,,,,,,,,
25876,4.4,24.6,Ratnapura,,,,,,,,
25877,5.6,24.7,Ratnapura,,,,,,,,
25878,28.1,24.1,Ratnapura,,,,,,,,
25879,10.8,24,Ratnapura,,,,,,,,
25880,13.4,24.3,Ratnapura,,,,,,,,
25881,8.1,24.3,Ratnapura,,,,,,,,
25882,4.5,24.4,Ratnapura,,,,,,,,
25883,1.2,25.5,Ratnapura,,,,,,,,
25884,2.1,25.5,Ratnapura,,,,,,,,
25885,1.4,25.2,Ratnapura,,,,,,,,
25886,3,25.3,Ratnapura,,,,,,,,
25887,4.1,25.2,Ratnapura,,,,,,,,
25888,4.4,25.2,Ratnapura,,,,,,,,
25889,14.2,24.5,Ratnapura,,,,,,,,
25890,9.8,24.9,Ratnapura,,,,,,,,
25891,25.3,23.8,Ratnapura,,,,,,,,
25892,5.5,23.8,Ratnapura,,,,,,,,
25893,2.4,24.3,Ratnapura,,,,,,,,
25894,2.9,24.5,Ratnapura,,,,,,,,
25895,1.7,24.6,Ratnapura,,,,,,,,
25896,1.8,24.5,Ratnapura,,,,,,,,
25897,2.7,24.5,Ratnapura,,,,,,,,
25898,3.4,24.4,Ratnapura,,,,,,,,
25899,4.7,24.5,Ratnapura,,,,,,,,
25900,3.4,24.3,Ratnapura,,,,,,,,
25901,0.9,24.3,Ratnapura,,,,,,,,
25902,4,24.4,Ratnapura,,,,,,,,
25903,1.8,24.4,Ratnapura,,,,,,,,
25904,1.4,24.2,Ratnapura,,,,,,,,
25905,5.1,24.6,Ratnapura,,,,,,,,
25906,1.5,24.7,Ratnapura,,,,,,,,
25907,2.8,24.7,Ratnapura,,,,,,,,
25908,9.2,24.7,Ratnapura,,,,,,,,
25909,2.4,24.7,Ratnapura,,,,,,,,
25910,4.4,24.8,Ratnapura,,,,,,,,
25911,3.5,24.6,Ratnapura,,,,,,,,
25912,1.5,24.6,Ratnapura,,,,,,,,
25913,4.1,24.6,Ratnapura,,,,,,,,
25914,0.9,25.2,Ratnapura,,,,,,,,
25915,3.2,25.1,Ratnapura,,,,,,,,
25916,12.8,25.3,Ratnapura,,,,,,,,
25917,28.3,25.5,Ratnapura,,,,,,,,
25918,2.3,25.9,Ratnapura,,,,,,,,
25919,14.6,24.8,Ratnapura,,,,,,,,
25920,17.7,24.8,Ratnapura,,,,,,,,
25921,8.9,24.6,Ratnapura,,,,,,,,
25922,6.4,24.4,Ratnapura,,,,,,,,
25923,11,24,Ratnapura,,,,,,,,
25924,24.8,23.7,Ratnapura,,,,,,,,
25925,4.7,24,Ratnapura,,,,,,,,
25926,11.4,23.7,Ratnapura,,,,,,,,
25927,12.3,23.9,Ratnapura,,,,,,,,
25928,26,23.9,Ratnapura,,,,,,,,
25929,18.7,23.6,Ratnapura,,,,,,,,
25930,20.7,23.6,Ratnapura,,,,,,,,
25931,7.9,24,Ratnapura,,,,,,,,
25932,16,23.9,Ratnapura,,,,,,,,
25933,4.7,24.6,Ratnapura,,,,,,,,
25934,11,24.6,Ratnapura,,,,,,,,
25935,19.1,24,Ratnapura,,,,,,,,
25936,14.9,24,Ratnapura,,,,,,,,
25937,3.4,24.9,Ratnapura,,,,,,,,
25938,9.7,24.5,Ratnapura,,,,,,,,
25939,2.5,25,Ratnapura,,,,,,,,
25940,5.3,24.9,Ratnapura,,,,,,,,
25941,4.1,24.7,Ratnapura,,,,,,,,
25942,0.7,24.9,Ratnapura,,,,,,,,
25943,2.5,25,Ratnapura,,,,,,,,
25944,2,25.1,Ratnapura,,,,,,,,
25945,0,24.9,Ratnapura,,,,,,,,
25946,2.5,24.7,Ratnapura,,,,,,,,
25947,2.6,24.9,Ratnapura,,,,,,,,
25948,6.7,24.9,Ratnapura,,,,,,,,
25949,5.4,24.8,Ratnapura,,,,,,,,
25950,1,24.6,Ratnapura,,,,,,,,
25951,6.7,24.8,Ratnapura,,,,,,,,
25952,7.7,24.2,Ratnapura,,,,,,,,
25953,6.2,24.5,Ratnapura,,,,,,,,
25954,0.2,24.6,Ratnapura,,,,,,,,
25955,1.9,24.9,Ratnapura,,,,,,,,
25956,1.8,25,Ratnapura,,,,,,,,
25957,3.4,24.9,Ratnapura,,,,,,,,
25958,6.8,24.4,Ratnapura,,,,,,,,
25959,5.6,24.9,Ratnapura,,,,,,,,
25960,10.1,24.2,Ratnapura,,,,,,,,
25961,6.3,24.7,Ratnapura,,,,,,,,
25962,3.7,25.3,Ratnapura,,,,,,,,
25963,2.5,25.3,Ratnapura,,,,,,,,
25964,13.5,25.3,Ratnapura,,,,,,,,
25965,29,24.5,Ratnapura,,,,,,,,
25966,11.8,24.2,Ratnapura,,,,,,,,
25967,27.4,22.9,Ratnapura,,,,,,,,
25968,14.1,23.6,Ratnapura,,,,,,,,
25969,18.3,24.1,Ratnapura,,,,,,,,
25970,5.1,24.4,Ratnapura,,,,,,,,
25971,3.9,24.8,Ratnapura,,,,,,,,
25972,7,24.9,Ratnapura,,,,,,,,
25973,8.7,24.6,Ratnapura,,,,,,,,
25974,0.5,25.2,Ratnapura,,,,,,,,
25975,13.2,24.9,Ratnapura,,,,,,,,
25976,4.3,24.9,Ratnapura,,,,,,,,
25977,7.6,24.6,Ratnapura,,,,,,,,
25978,107.4,24.9,Ratnapura,,,,,,,,
25979,32.9,24,Ratnapura,,,,,,,,
25980,6.5,24.5,Ratnapura,,,,,,,,
25981,30.5,24.5,Ratnapura,,,,,,,,
25982,14.8,24.7,Ratnapura,,,,,,,,
25983,3.5,25.1,Ratnapura,,,,,,,,
25984,5.8,24.6,Ratnapura,,,,,,,,
25985,14,24.5,Ratnapura,,,,,,,,
25986,18.4,24.4,Ratnapura,,,,,,,,
25987,7.3,25.2,Ratnapura,,,,,,,,
25988,16.4,25.2,Ratnapura,,,,,,,,
25989,8.2,24.9,Ratnapura,,,,,,,,
25990,41.8,25.4,Ratnapura,,,,,,,,
25991,29.9,24.7,Ratnapura,,,,,,,,
25992,3,24.2,Ratnapura,,,,,,,,
25993,0,24.8,Ratnapura,,,,,,,,
25994,0,24.8,Ratnapura,,,,,,,,
25995,0.2,24.2,Ratnapura,,,,,,,,
25996,2.8,24.7,Ratnapura,,,,,,,,
25997,0.6,24.8,Ratnapura,,,,,,,,
25998,5.1,24.9,Ratnapura,,,,,,,,
25999,1,25.2,Ratnapura,,,,,,,,
26000,0.7,25.5,Ratnapura,,,,,,,,
26001,13,25,Ratnapura,,,,,,,,
26002,23.9,24.8,Ratnapura,,,,,,,,
26003,1.4,24.4,Ratnapura,,,,,,,,
26004,4.4,25.1,Ratnapura,,,,,,,,
26005,4.2,25.1,Ratnapura,,,,,,,,
26006,0.1,25,Ratnapura,,,,,,,,
26007,0.4,24.5,Ratnapura,,,,,,,,
26008,0.7,24.7,Ratnapura,,,,,,,,
26009,15.2,25,Ratnapura,,,,,,,,
26010,11.8,24.1,Ratnapura,,,,,,,,
26011,16.1,24.5,Ratnapura,,,,,,,,
26012,15.2,24.9,Ratnapura,,,,,,,,
26013,9.1,24.4,Ratnapura,,,,,,,,
26014,6.4,23.8,Ratnapura,,,,,,,,
26015,1.9,24.3,Ratnapura,,,,,,,,
26016,0.2,24.8,Ratnapura,,,,,,,,
26017,0.8,24.5,Ratnapura,,,,,,,,
26018,0,24.5,Ratnapura,,,,,,,,
26019,0,24.3,Ratnapura,,,,,,,,
26020,0.2,24.4,Ratnapura,,,,,,,,
26021,5,24.7,Ratnapura,,,,,,,,
26022,1.6,24.2,Ratnapura,,,,,,,,
26023,27,24.8,Ratnapura,,,,,,,,
26024,13.8,24,Ratnapura,,,,,,,,
26025,4.4,24,Ratnapura,,,,,,,,
26026,0,24.1,Ratnapura,,,,,,,,
26027,0.2,25.4,Ratnapura,,,,,,,,
26028,3.4,24.2,Ratnapura,,,,,,,,
26029,15.1,25.2,Ratnapura,,,,,,,,
26030,6.1,25.1,Ratnapura,,,,,,,,
26031,1.4,25.3,Ratnapura,,,,,,,,
26032,0.1,24.2,Ratnapura,,,,,,,,
26033,6.1,25.3,Ratnapura,,,,,,,,
26034,5.4,24.5,Ratnapura,,,,,,,,
26035,0.3,24.4,Ratnapura,,,,,,,,
26036,1.5,24.7,Ratnapura,,,,,,,,
26037,1.1,24.2,Ratnapura,,,,,,,,
26038,0,24.8,Ratnapura,,,,,,,,
26039,0,24.9,Ratnapura,,,,,,,,
26040,0,25.6,Ratnapura,,,,,,,,
26041,0.3,25,Ratnapura,,,,,,,,
26042,5.1,24.9,Ratnapura,,,,,,,,
26043,0.1,24.9,Ratnapura,,,,,,,,
26044,0,24.2,Ratnapura,,,,,,,,
26045,0,23.9,Ratnapura,,,,,,,,
26046,0.5,24.5,Ratnapura,,,,,,,,
26047,4.3,24.5,Ratnapura,,,,,,,,
26048,0.6,25.6,Ratnapura,,,,,,,,
26049,0.9,25.5,Ratnapura,,,,,,,,
26050,1.8,25.3,Ratnapura,,,,,,,,
26051,0.3,24.8,Ratnapura,,,,,,,,
26052,15.6,25,Ratnapura,,,,,,,,
26053,0.7,24.8,Ratnapura,,,,,,,,
26054,0.4,25.6,Ratnapura,,,,,,,,
26055,4.5,24.8,Ratnapura,,,,,,,,
26056,2.1,25,Ratnapura,,,,,,,,
26057,1.3,25.2,Ratnapura,,,,,,,,
26058,1.5,25.1,Ratnapura,,,,,,,,
26059,0,24.8,Ratnapura,,,,,,,,
26060,0,25.3,Ratnapura,,,,,,,,
26061,0,25.7,Ratnapura,,,,,,,,
26062,0.7,25.2,Ratnapura,,,,,,,,
26063,0.5,25.5,Ratnapura,,,,,,,,
26064,0.2,25.9,Ratnapura,,,,,,,,
26065,0,25,Ratnapura,,,,,,,,
26066,0,24.7,Ratnapura,,,,,,,,
26067,1,25.4,Ratnapura,,,,,,,,
26068,19.4,25.1,Ratnapura,,,,,,,,
26069,12.3,24.6,Ratnapura,,,,,,,,
26070,3.3,25.8,Ratnapura,,,,,,,,
26071,2.5,26.2,Ratnapura,,,,,,,,
26072,1.2,26.2,Ratnapura,,,,,,,,
26073,0.7,26.6,Ratnapura,,,,,,,,
26074,0,26.1,Ratnapura,,,,,,,,
26075,0.1,24.8,Ratnapura,,,,,,,,
26076,0,25.2,Ratnapura,,,,,,,,
26077,0,24.9,Ratnapura,,,,,,,,
26078,0.1,24.1,Ratnapura,,,,,,,,
26079,0,24.3,Ratnapura,,,,,,,,
26080,0,24.8,Ratnapura,,,,,,,,
26081,0,24.4,Ratnapura,,,,,,,,
26082,0,24.5,Ratnapura,,,,,,,,
26083,0,25.1,Ratnapura,,,,,,,,
26084,0,25.9,Ratnapura,,,,,,,,
26085,0,26.4,Ratnapura,,,,,,,,
26086,0.5,26.7,Ratnapura,,,,,,,,
26087,0,26.9,Ratnapura,,,,,,,,
26088,0.2,27.6,Ratnapura,,,,,,,,
26089,0.9,27,Ratnapura,,,,,,,,
26090,0.2,27.2,Ratnapura,,,,,,,,
26091,10.1,26,Ratnapura,,,,,,,,
26092,3,26.3,Ratnapura,,,,,,,,
26093,0.2,27.1,Ratnapura,,,,,,,,
26094,4.8,26,Ratnapura,,,,,,,,
26095,0,27.5,Ratnapura,,,,,,,,
26096,0,27.6,Ratnapura,,,,,,,,
26097,0,27.5,Ratnapura,,,,,,,,
26098,1.6,26.4,Ratnapura,,,,,,,,
26099,1.2,26.8,Ratnapura,,,,,,,,
26100,1.5,27.5,Ratnapura,,,,,,,,
26101,0,27.5,Ratnapura,,,,,,,,
26102,0.8,27.1,Ratnapura,,,,,,,,
26103,0.3,27.5,Ratnapura,,,,,,,,
26104,0,26.7,Ratnapura,,,,,,,,
26105,1.5,26.2,Ratnapura,,,,,,,,
26106,16.3,26,Ratnapura,,,,,,,,
26107,0,26.3,Ratnapura,,,,,,,,
26108,1.3,26.5,Ratnapura,,,,,,,,
26109,0,26.5,Ratnapura,,,,,,,,
26110,0,26.8,Ratnapura,,,,,,,,
26111,0,26.8,Ratnapura,,,,,,,,
26112,0.8,27.5,Ratnapura,,,,,,,,
26113,0,26.8,Ratnapura,,,,,,,,
26114,0,26.7,Ratnapura,,,,,,,,
26115,0,27.4,Ratnapura,,,,,,,,
26116,3.1,26.7,Ratnapura,,,,,,,,
26117,10.7,26.2,Ratnapura,,,,,,,,
26118,0.2,25.6,Ratnapura,,,,,,,,
26119,6.5,25.9,Ratnapura,,,,,,,,
26120,6.2,26.4,Ratnapura,,,,,,,,
26121,0.7,26.4,Ratnapura,,,,,,,,
26122,0,26.2,Ratnapura,,,,,,,,
26123,0,26.1,Ratnapura,,,,,,,,
26124,0,27.1,Ratnapura,,,,,,,,
26125,0,27.3,Ratnapura,,,,,,,,
26126,0.1,26.7,Ratnapura,,,,,,,,
26127,0.1,27.1,Ratnapura,,,,,,,,
26128,0.3,27.6,Ratnapura,,,,,,,,
26129,0.1,27.3,Ratnapura,,,,,,,,
26130,0,26.8,Ratnapura,,,,,,,,
26131,1.7,26.3,Ratnapura,,,,,,,,
26132,3.8,25.9,Ratnapura,,,,,,,,
26133,0.6,27.1,Ratnapura,,,,,,,,
26134,45.7,26.1,Ratnapura,,,,,,,,
26135,17.1,25.4,Ratnapura,,,,,,,,
26136,4.2,26,Ratnapura,,,,,,,,
26137,10.1,26.1,Ratnapura,,,,,,,,
26138,4.1,26.1,Ratnapura,,,,,,,,
26139,0.7,25.8,Ratnapura,,,,,,,,
26140,3.9,25.5,Ratnapura,,,,,,,,
26141,9.2,25.2,Ratnapura,,,,,,,,
26142,4.7,25.6,Ratnapura,,,,,,,,
26143,6.1,26,Ratnapura,,,,,,,,
26144,7.9,25.3,Ratnapura,,,,,,,,
26145,3,25.7,Ratnapura,,,,,,,,
26146,4.3,25.3,Ratnapura,,,,,,,,
26147,4.5,25.5,Ratnapura,,,,,,,,
26148,6.8,25.7,Ratnapura,,,,,,,,
26149,6.9,26,Ratnapura,,,,,,,,
26150,3.4,26.4,Ratnapura,,,,,,,,
26151,5.7,26.1,Ratnapura,,,,,,,,
26152,11.8,25.6,Ratnapura,,,,,,,,
26153,10.4,25.7,Ratnapura,,,,,,,,
26154,9.5,25.1,Ratnapura,,,,,,,,
26155,4,25.9,Ratnapura,,,,,,,,
26156,8.1,26.2,Ratnapura,,,,,,,,
26157,38.6,25.7,Ratnapura,,,,,,,,
26158,13.4,25.8,Ratnapura,,,,,,,,
26159,15.3,25.1,Ratnapura,,,,,,,,
26160,15.6,25.5,Ratnapura,,,,,,,,
26161,5,25.8,Ratnapura,,,,,,,,
26162,14,26,Ratnapura,,,,,,,,
26163,12.5,25.4,Ratnapura,,,,,,,,
26164,26.5,25.1,Ratnapura,,,,,,,,
26165,47.5,25,Ratnapura,,,,,,,,
26166,17.4,25.1,Ratnapura,,,,,,,,
26167,11.4,25.4,Ratnapura,,,,,,,,
26168,13.3,25.7,Ratnapura,,,,,,,,
26169,9.7,25.8,Ratnapura,,,,,,,,
26170,8.2,25.9,Ratnapura,,,,,,,,
26171,1.6,26.2,Ratnapura,,,,,,,,
26172,3,25.8,Ratnapura,,,,,,,,
26173,1.2,26.1,Ratnapura,,,,,,,,
26174,7.9,25.8,Ratnapura,,,,,,,,
26175,3.1,26.3,Ratnapura,,,,,,,,
26176,1.7,26.5,Ratnapura,,,,,,,,
26177,0,25.8,Ratnapura,,,,,,,,
26178,1.1,26.1,Ratnapura,,,,,,,,
26179,2.3,26.2,Ratnapura,,,,,,,,
26180,4.7,25.9,Ratnapura,,,,,,,,
26181,14.8,25.3,Ratnapura,,,,,,,,
26182,5.3,26.1,Ratnapura,,,,,,,,
26183,2.1,26.3,Ratnapura,,,,,,,,
26184,11.4,25.8,Ratnapura,,,,,,,,
26185,6.1,25.8,Ratnapura,,,,,,,,
26186,2.4,26.3,Ratnapura,,,,,,,,
26187,10.5,25.7,Ratnapura,,,,,,,,
26188,18.4,25.3,Ratnapura,,,,,,,,
26189,4.1,25.8,Ratnapura,,,,,,,,
26190,11.5,25.3,Ratnapura,,,,,,,,
26191,3.4,25.6,Ratnapura,,,,,,,,
26192,3.7,25.8,Ratnapura,,,,,,,,
26193,26.5,24.9,Ratnapura,,,,,,,,
26194,10.2,24.7,Ratnapura,,,,,,,,
26195,5.1,25.4,Ratnapura,,,,,,,,
26196,9.2,25.6,Ratnapura,,,,,,,,
26197,5.3,26,Ratnapura,,,,,,,,
26198,8,26.1,Ratnapura,,,,,,,,
26199,14.7,25.7,Ratnapura,,,,,,,,
26200,2.2,25.9,Ratnapura,,,,,,,,
26201,6.7,25.7,Ratnapura,,,,,,,,
26202,14.5,25.6,Ratnapura,,,,,,,,
26203,20.7,24.6,Ratnapura,,,,,,,,
26204,3.4,25.6,Ratnapura,,,,,,,,
26205,2.8,25.9,Ratnapura,,,,,,,,
26206,0.7,25.9,Ratnapura,,,,,,,,
26207,1.1,25.5,Ratnapura,,,,,,,,
26208,3.4,25.6,Ratnapura,,,,,,,,
26209,5.1,25.7,Ratnapura,,,,,,,,
