,rain_sum,temperature_2m_mean,city,,,,,,,,,,
55200,0,26.7,Galle,,,,,,,,,,
55201,0.1,26.3,Galle,,,,,,,,,,
55202,0,26.7,Galle,,,,,,,,,,
55203,0,27.1,Galle,,,,,,,,,,
55204,1.6,26.9,Galle,,,,,,,,,,
55205,1.5,26.7,Galle,,,,,,,,,,
55206,2.4,26.1,Galle,,,,,,,,,,
55207,0.1,27.3,Galle,,,,,,,,,,
55208,13.9,26.3,Galle,,,,,,,,,,
55209,10.1,26.1,Galle,,,,,,,,,,
55210,4.4,26.7,Galle,,,,,,,,,,
55211,2.4,26.6,Galle,,,,,,,,,,
55212,2.3,26.9,Galle,,,,,,,,,,
55213,9.8,26,Galle,,,,,,,,,,
55214,9.2,25.7,Galle,,,,,,,,,,
55215,14,25.9,Galle,,,,,,,,,,
55216,13.2,26.3,Galle,,,,,,,,,,
55217,1.9,27,Galle,,,,,,,,,,
55218,1.2,27.4,Galle,,,,,,,,,,
55219,2.9,26.9,Galle,,,,,,,,,,
55220,5.4,26.9,Galle,,,,,,,,,,
55221,9.3,26.1,Galle,,,,,,,,,,
55222,0.9,27.3,Galle,,,,,,,,,,
55223,2.7,26.9,Galle,,,,,,,,,,
55224,1.7,26.6,Galle,,,,,,,,,,
55225,0.3,27,Galle,,,,,,,,,,
55226,0.6,27.1,Galle,,,,,,,,,,
55227,0.6,27.4,Galle,,,,,,,,,,
55228,2.6,26.8,Galle,,,,,,,,,,
55229,0.7,27.3,Galle,,,,,,,,,,
55230,5.7,27.2,Galle,,,,,,,,,,
55231,0.9,27.3,Galle,,,,,,,,,,
55232,1.7,27.2,Galle,,,,,,,,,,
55233,26.1,26.5,Galle,,,,,,,,,,
55234,11.7,26.6,Galle,,,,,,,,,,
55235,2.4,28,Galle,,,,,,,,,,
55236,0.9,27.7,Galle,,,,,,,,,,
55237,2.3,27.8,Galle,,,,,,,,,,
55238,0,27.2,Galle,,,,,,,,,,
55239,4,26.9,Galle,,,,,,,,,,
55240,0,28.5,Galle,,,,,,,,,,
55241,0.7,28.1,Galle,,,,,,,,,,
55242,3.5,28,Galle,,,,,,,,,,
55243,2,27.9,Galle,,,,,,,,,,
55244,5.5,27.2,Galle,,,,,,,,,,
55245,2.8,27.3,Galle,,,,,,,,,,
55246,3,28,Galle,,,,,,,,,,
55247,5,27.8,Galle,,,,,,,,,,
55248,0.8,28,Galle,,,,,,,,,,
55249,0.8,28,Galle,,,,,,,,,,
55250,1.4,28.1,Galle,,,,,,,,,,
55251,1.8,27.7,Galle,,,,,,,,,,
55252,2.5,27.5,Galle,,,,,,,,,,
55253,3.9,27.4,Galle,,,,,,,,,,
55254,22.7,26.8,Galle,,,,,,,,,,
55255,33.9,26.5,Galle,,,,,,,,,,
55256,3,27.3,Galle,,,,,,,,,,
55257,7.3,27.9,Galle,,,,,,,,,,
55258,2.2,28,Galle,,,,,,,,,,
55259,7.3,27.8,Galle,,,,,,,,,,
55260,1.4,28.6,Galle,,,,,,,,,,
55261,1.2,28.9,Galle,,,,,,,,,,
55262,0.8,28.4,Galle,,,,,,,,,,
55263,1.1,28.6,Galle,,,,,,,,,,
55264,2.9,28.2,Galle,,,,,,,,,,
55265,7.1,27.8,Galle,,,,,,,,,,
55266,3.1,28.6,Galle,,,,,,,,,,
55267,1.2,29.1,Galle,,,,,,,,,,
55268,0.5,29,Galle,,,,,,,,,,
55269,0.9,29.1,Galle,,,,,,,,,,
55270,6.3,27.8,Galle,,,,,,,,,,
55271,7.5,26.8,Galle,,,,,,,,,,
55272,0,28.4,Galle,,,,,,,,,,
55273,2.3,28.5,Galle,,,,,,,,,,
55274,4.7,27.7,Galle,,,,,,,,,,
55275,1.9,28.5,Galle,,,,,,,,,,
55276,8.8,27.3,Galle,,,,,,,,,,
55277,0.8,29,Galle,,,,,,,,,,
55278,0.2,29.3,Galle,,,,,,,,,,
55279,2.2,28.3,Galle,,,,,,,,,,
55280,0.5,29.1,Galle,,,,,,,,,,
55281,0,29.1,Galle,,,,,,,,,,
55282,0,29.1,Galle,,,,,,,,,,
55283,1.3,28.2,Galle,,,,,,,,,,
55284,0.7,28.1,Galle,,,,,,,,,,
55285,2.7,28.5,Galle,,,,,,,,,,
55286,7.8,27.6,Galle,,,,,,,,,,
55287,6.9,27.7,Galle,,,,,,,,,,
55288,4.1,27.7,Galle,,,,,,,,,,
55289,9,27.7,Galle,,,,,,,,,,
55290,4.4,28.5,Galle,,,,,,,,,,
55291,9.7,27.7,Galle,,,,,,,,,,
55292,12.8,27.2,Galle,,,,,,,,,,
55293,8.5,28,Galle,,,,,,,,,,
55294,18.3,27.1,Galle,,,,,,,,,,
55295,20.2,27.2,Galle,,,,,,,,,,
55296,12,27.1,Galle,,,,,,,,,,
55297,19.4,26.7,Galle,,,,,,,,,,
55298,4.9,28,Galle,,,,,,,,,,
55299,0.3,28.7,Galle,,,,,,,,,,
55300,1,29.2,Galle,,,,,,,,,,
55301,0.9,29.2,Galle,,,,,,,,,,
55302,1.6,29.1,Galle,,,,,,,,,,
55303,3.8,28.6,Galle,,,,,,,,,,
55304,3.9,26.6,Galle,,,,,,,,,,
55305,5.3,28.2,Galle,,,,,,,,,,
55306,1.7,28.1,Galle,,,,,,,,,,
55307,1.8,28.4,Galle,,,,,,,,,,
55308,0.9,28.4,Galle,,,,,,,,,,
55309,1.6,28.2,Galle,,,,,,,,,,
55310,17.3,27.2,Galle,,,,,,,,,,
55311,21.2,26,Galle,,,,,,,,,,
55312,11,26.9,Galle,,,,,,,,,,
55313,2.9,27.9,Galle,,,,,,,,,,
55314,4.7,27.8,Galle,,,,,,,,,,
55315,8,27.8,Galle,,,,,,,,,,
55316,4.4,27.6,Galle,,,,,,,,,,
55317,2.2,28.2,Galle,,,,,,,,,,
55318,4.1,27.8,Galle,,,,,,,,,,
55319,0.7,27.6,Galle,,,,,,,,,,
55320,4.9,27.4,Galle,,,,,,,,,,
55321,15.5,26.8,Galle,,,,,,,,,,
55322,24.5,25.8,Galle,,,,,,,,,,
55323,22,26,Galle,,,,,,,,,,
55324,16.4,26.6,Galle,,,,,,,,,,
55325,4.6,27.1,Galle,,,,,,,,,,
55326,4.6,26.9,Galle,,,,,,,,,,
55327,4.6,26.7,Galle,,,,,,,,,,
55328,4.6,27.3,Galle,,,,,,,,,,
55329,13.8,27.2,Galle,,,,,,,,,,
55330,24,25.6,Galle,,,,,,,,,,
55331,3.1,27.3,Galle,,,,,,,,,,
55332,3.5,27.4,Galle,,,,,,,,,,
55333,8,26.7,Galle,,,,,,,,,,
55334,7,26.2,Galle,,,,,,,,,,
55335,5.4,26.2,Galle,,,,,,,,,,
55336,4.5,26.9,Galle,,,,,,,,,,
55337,16.2,26.5,Galle,,,,,,,,,,
55338,5.8,26.8,Galle,,,,,,,,,,
55339,4.6,26.1,Galle,,,,,,,,,,
55340,3.5,26.3,Galle,,,,,,,,,,
55341,5.1,26.4,Galle,,,,,,,,,,
55342,1.4,27.1,Galle,,,,,,,,,,
55343,5.6,27.1,Galle,,,,,,,,,,
55344,3.4,27.1,Galle,,,,,,,,,,
55345,4.9,27.2,Galle,,,,,,,,,,
55346,6,27.3,Galle,,,,,,,,,,
55347,3.6,25.8,Galle,,,,,,,,,,
55348,1.6,26.6,Galle,,,,,,,,,,
55349,4.2,26.8,Galle,,,,,,,,,,
55350,4.5,26.4,Galle,,,,,,,,,,
55351,10.3,26.1,Galle,,,,,,,,,,
55352,14.3,26.3,Galle,,,,,,,,,,
55353,1.7,26.6,Galle,,,,,,,,,,
55354,7.2,26.4,Galle,,,,,,,,,,
55355,3,27.4,Galle,,,,,,,,,,
55356,2.7,26.8,Galle,,,,,,,,,,
55357,2.4,26.8,Galle,,,,,,,,,,
55358,0.3,27.1,Galle,,,,,,,,,,
55359,2.9,26.6,Galle,,,,,,,,,,
55360,4.9,26.6,Galle,,,,,,,,,,
55361,2.2,26.5,Galle,,,,,,,,,,
55362,6.2,26.2,Galle,,,,,,,,,,
55363,0.5,27,Galle,,,,,,,,,,
55364,0.7,27.1,Galle,,,,,,,,,,
55365,0.3,27.2,Galle,,,,,,,,,,
55366,3.7,27,Galle,,,,,,,,,,
55367,3.5,26.7,Galle,,,,,,,,,,
55368,8.8,26,Galle,,,,,,,,,,
55369,3.8,26.9,Galle,,,,,,,,,,
55370,6.5,26.1,Galle,,,,,,,,,,
55371,3.9,27,Galle,,,,,,,,,,
55372,3.2,26.8,Galle,,,,,,,,,,
55373,2.4,27,Galle,,,,,,,,,,
55374,10.5,25.8,Galle,,,,,,,,,,
55375,10.3,25.6,Galle,,,,,,,,,,
55376,5.2,25.9,Galle,,,,,,,,,,
55377,8.7,25.7,Galle,,,,,,,,,,
55378,5.2,25.3,Galle,,,,,,,,,,
55379,1,27.2,Galle,,,,,,,,,,
55380,2.4,26.9,Galle,,,,,,,,,,
55381,1.7,27.2,Galle,,,,,,,,,,
55382,0.6,27.6,Galle,,,,,,,,,,
55383,4.9,27.4,Galle,,,,,,,,,,
55384,3.7,27.1,Galle,,,,,,,,,,
55385,3.6,26.4,Galle,,,,,,,,,,
55386,3.5,27,Galle,,,,,,,,,,
55387,10.3,26.3,Galle,,,,,,,,,,
55388,3.7,26.5,Galle,,,,,,,,,,
55389,0.5,26.7,Galle,,,,,,,,,,
55390,0.3,27,Galle,,,,,,,,,,
55391,0.7,26.7,Galle,,,,,,,,,,
55392,2.3,26.8,Galle,,,,,,,,,,
55393,1.4,26.4,Galle,,,,,,,,,,
55394,2.6,26.3,Galle,,,,,,,,,,
55395,0.9,26.4,Galle,,,,,,,,,,
55396,1.2,26.4,Galle,,,,,,,,,,
55397,0.3,26.3,Galle,,,,,,,,,,
55398,1.5,26.7,Galle,,,,,,,,,,
55399,0.7,26.4,Galle,,,,,,,,,,
55400,1.2,26.5,Galle,,,,,,,,,,
55401,1.3,26.6,Galle,,,,,,,,,,
55402,2.6,26.4,Galle,,,,,,,,,,
55403,4.3,26.9,Galle,,,,,,,,,,
55404,6.7,26.1,Galle,,,,,,,,,,
55405,1.1,26.7,Galle,,,,,,,,,,
55406,4.7,26.6,Galle,,,,,,,,,,
55407,2.6,27.1,Galle,,,,,,,,,,
55408,1.2,27,Galle,,,,,,,,,,
55409,2.9,26.8,Galle,,,,,,,,,,
55410,0.2,27,Galle,,,,,,,,,,
55411,0.5,26.8,Galle,,,,,,,,,,
55412,7.5,26.3,Galle,,,,,,,,,,
55413,10,26.7,Galle,,,,,,,,,,
55414,2.2,26.8,Galle,,,,,,,,,,
55415,8.7,26.3,Galle,,,,,,,,,,
55416,10.4,26.3,Galle,,,,,,,,,,
55417,3.9,26.6,Galle,,,,,,,,,,
55418,1.8,26.9,Galle,,,,,,,,,,
55419,10,25.6,Galle,,,,,,,,,,
55420,10.4,25.1,Galle,,,,,,,,,,
55421,2.9,25.7,Galle,,,,,,,,,,
55422,6.6,26.1,Galle,,,,,,,,,,
55423,6.5,26.4,Galle,,,,,,,,,,
55424,13.5,26,Galle,,,,,,,,,,
55425,14.9,25.5,Galle,,,,,,,,,,
55426,14.8,25.5,Galle,,,,,,,,,,
55427,4.9,26.2,Galle,,,,,,,,,,
55428,9.1,26.4,Galle,,,,,,,,,,
55429,2.6,26.9,Galle,,,,,,,,,,
55430,5,26.3,Galle,,,,,,,,,,
55431,7.7,26.3,Galle,,,,,,,,,,
55432,4.9,26.2,Galle,,,,,,,,,,
55433,1.9,27.4,Galle,,,,,,,,,,
55434,4.8,27.3,Galle,,,,,,,,,,
55435,2.5,27.6,Galle,,,,,,,,,,
55436,2.7,27.2,Galle,,,,,,,,,,
55437,1.8,27,Galle,,,,,,,,,,
55438,0.5,27.1,Galle,,,,,,,,,,
55439,1.6,27.1,Galle,,,,,,,,,,
55440,1.4,27.2,Galle,,,,,,,,,,
55441,0.5,27.3,Galle,,,,,,,,,,
55442,3.2,27.2,Galle,,,,,,,,,,
55443,1.4,27.2,Galle,,,,,,,,,,
55444,2.5,27.2,Galle,,,,,,,,,,
55445,3.9,26.2,Galle,,,,,,,,,,
55446,2.2,26.5,Galle,,,,,,,,,,
55447,3.7,26.1,Galle,,,,,,,,,,
55448,8.8,25.9,Galle,,,,,,,,,,
55449,4.4,26.2,Galle,,,,,,,,,,
55450,0.7,26.8,Galle,,,,,,,,,,
55451,0.8,27.2,Galle,,,,,,,,,,
55452,3.4,26.8,Galle,,,,,,,,,,
55453,0.8,26.9,Galle,,,,,,,,,,
55454,4.5,26.1,Galle,,,,,,,,,,
55455,6.8,26.3,Galle,,,,,,,,,,
55456,8,26.6,Galle,,,,,,,,,,
55457,1.2,27,Galle,,,,,,,,,,
55458,1.6,27.2,Galle,,,,,,,,,,
55459,1,27.2,Galle,,,,,,,,,,
55460,13.6,26.4,Galle,,,,,,,,,,
55461,20.4,25.7,Galle,,,,,,,,,,
55462,6.5,25.8,Galle,,,,,,,,,,
55463,14.8,25.6,Galle,,,,,,,,,,
55464,9.6,26.1,Galle,,,,,,,,,,
55465,6.8,26.3,Galle,,,,,,,,,,
55466,6.7,26.3,Galle,,,,,,,,,,
55467,1.3,27.3,Galle,,,,,,,,,,
55468,9.2,26.4,Galle,,,,,,,,,,
55469,7.3,26.5,Galle,,,,,,,,,,
55470,1.3,26.8,Galle,,,,,,,,,,
55471,13.1,26.2,Galle,,,,,,,,,,
55472,3.4,26.5,Galle,,,,,,,,,,
55473,10.1,26.1,Galle,,,,,,,,,,
55474,9.5,26.2,Galle,,,,,,,,,,
55475,13.8,26,Galle,,,,,,,,,,
55476,4.5,26.6,Galle,,,,,,,,,,
55477,14.3,26.1,Galle,,,,,,,,,,
55478,13.6,26.6,Galle,,,,,,,,,,
55479,3.4,26.5,Galle,,,,,,,,,,
55480,3.8,26.6,Galle,,,,,,,,,,
55481,3.6,26.5,Galle,,,,,,,,,,
55482,10.6,26.3,Galle,,,,,,,,,,
55483,3.1,26.9,Galle,,,,,,,,,,
55484,10.1,26.9,Galle,,,,,,,,,,
55485,1.7,27.1,Galle,,,,,,,,,,
55486,19.4,26.7,Galle,,,,,,,,,,
55487,24.6,26.6,Galle,,,,,,,,,,
55488,0.3,26.7,Galle,,,,,,,,,,
55489,0,27.2,Galle,,,,,,,,,,
55490,0,27.3,Galle,,,,,,,,,,
55491,0.1,27.7,Galle,,,,,,,,,,
55492,1.8,26.7,Galle,,,,,,,,,,
55493,0.9,26.7,Galle,,,,,,,,,,
55494,2.7,26.5,Galle,,,,,,,,,,
55495,5.6,26.5,Galle,,,,,,,,,,
55496,1.2,26.8,Galle,,,,,,,,,,
55497,2.8,27,Galle,,,,,,,,,,
55498,10.8,26.2,Galle,,,,,,,,,,
55499,2.5,26.3,Galle,,,,,,,,,,
55500,8.4,26.6,Galle,,,,,,,,,,
55501,10.9,26.2,Galle,,,,,,,,,,
55502,0.7,26.8,Galle,,,,,,,,,,
55503,1.7,26.5,Galle,,,,,,,,,,
55504,0,27,Galle,,,,,,,,,,
55505,10.4,26.4,Galle,,,,,,,,,,
55506,11.4,26.3,Galle,,,,,,,,,,
55507,6.3,26.3,Galle,,,,,,,,,,
55508,24.3,26,Galle,,,,,,,,,,
55509,23.2,25.8,Galle,,,,,,,,,,
55510,3.5,26.2,Galle,,,,,,,,,,
55511,0,26.9,Galle,,,,,,,,,,
55512,0,27.1,Galle,,,,,,,,,,
55513,1.5,27,Galle,,,,,,,,,,
55514,0,27.4,Galle,,,,,,,,,,
55515,0.1,26.7,Galle,,,,,,,,,,
55516,0.6,26.4,Galle,,,,,,,,,,
55517,4.4,26.4,Galle,,,,,,,,,,
55518,1.9,26.3,Galle,,,,,,,,,,
55519,2.3,26.1,Galle,,,,,,,,,,
55520,19.4,25.3,Galle,,,,,,,,,,
55521,3.5,25.4,Galle,,,,,,,,,,
55522,0.2,26.1,Galle,,,,,,,,,,
55523,0.9,26.8,Galle,,,,,,,,,,
55524,3.1,26.5,Galle,,,,,,,,,,
55525,2.9,26.6,Galle,,,,,,,,,,
55526,1.5,26.6,Galle,,,,,,,,,,
55527,0.3,26.7,Galle,,,,,,,,,,
55528,0.1,27.2,Galle,,,,,,,,,,
55529,2.1,27.1,Galle,,,,,,,,,,
55530,10.9,26.1,Galle,,,,,,,,,,
55531,0,26.2,Galle,,,,,,,,,,
55532,1.6,25.9,Galle,,,,,,,,,,
55533,1.3,25.8,Galle,,,,,,,,,,
55534,0.8,26.3,Galle,,,,,,,,,,
55535,0.3,26.3,Galle,,,,,,,,,,
55536,0.4,26.8,Galle,,,,,,,,,,
55537,0.8,26.8,Galle,,,,,,,,,,
55538,7.4,26.7,Galle,,,,,,,,,,
55539,0.6,26.8,Galle,,,,,,,,,,
55540,0.1,26.6,Galle,,,,,,,,,,
55541,0.3,26.8,Galle,,,,,,,,,,
55542,0.2,26.6,Galle,,,,,,,,,,
55543,2.1,26.8,Galle,,,,,,,,,,
55544,0,27.1,Galle,,,,,,,,,,
55545,0.3,26.9,Galle,,,,,,,,,,
55546,0.7,26.6,Galle,,,,,,,,,,
55547,0.2,27.1,Galle,,,,,,,,,,
55548,11.1,25.8,Galle,,,,,,,,,,
55549,1.2,27,Galle,,,,,,,,,,
55550,0.5,26.9,Galle,,,,,,,,,,
55551,0.6,25.9,Galle,,,,,,,,,,
55552,10.6,26.2,Galle,,,,,,,,,,
55553,4.1,26.1,Galle,,,,,,,,,,
55554,0.9,26.4,Galle,,,,,,,,,,
55555,1.8,26.6,Galle,,,,,,,,,,
55556,0,26.7,Galle,,,,,,,,,,
55557,0,26.9,Galle,,,,,,,,,,
55558,0.7,27.2,Galle,,,,,,,,,,
55559,0,27.1,Galle,,,,,,,,,,
55560,0.7,27.1,Galle,,,,,,,,,,
55561,0,26.8,Galle,,,,,,,,,,
55562,0,26.8,Galle,,,,,,,,,,
55563,4.6,26,Galle,,,,,,,,,,
55564,11.4,25.8,Galle,,,,,,,,,,
55565,9.2,26.2,Galle,,,,,,,,,,
55566,6.1,26.3,Galle,,,,,,,,,,
55567,1.4,26.9,Galle,,,,,,,,,,
55568,0.6,27.4,Galle,,,,,,,,,,
55569,0,27.7,Galle,,,,,,,,,,
55570,0,27,Galle,,,,,,,,,,
55571,1,26.2,Galle,,,,,,,,,,
55572,0.2,26.3,Galle,,,,,,,,,,
55573,0,26.4,Galle,,,,,,,,,,
55574,0,26.5,Galle,,,,,,,,,,
55575,0,26.7,Galle,,,,,,,,,,
55576,0,26.8,Galle,,,,,,,,,,
55577,1.4,26,Galle,,,,,,,,,,
55578,0,26.1,Galle,,,,,,,,,,
55579,0,26,Galle,,,,,,,,,,
55580,0,26.6,Galle,,,,,,,,,,
55581,0.1,27.3,Galle,,,,,,,,,,
55582,0.1,27.5,Galle,,,,,,,,,,
55583,0,27.6,Galle,,,,,,,,,,
55584,0.9,27.6,Galle,,,,,,,,,,
55585,0,27.9,Galle,,,,,,,,,,
55586,0.3,28.3,Galle,,,,,,,,,,
55587,7.6,27.4,Galle,,,,,,,,,,
55588,2.8,27.2,Galle,,,,,,,,,,
55589,0.5,27.5,Galle,,,,,,,,,,
55590,11.9,26.7,Galle,,,,,,,,,,
55591,0,27.8,Galle,,,,,,,,,,
55592,0,28,Galle,,,,,,,,,,
55593,0.7,27.6,Galle,,,,,,,,,,
55594,2.6,26.7,Galle,,,,,,,,,,
55595,1.9,27.5,Galle,,,,,,,,,,
55596,0,28.1,Galle,,,,,,,,,,
55597,0.2,28,Galle,,,,,,,,,,
55598,1.3,27.9,Galle,,,,,,,,,,
55599,0,28.4,Galle,,,,,,,,,,
55600,0.1,28.4,Galle,,,,,,,,,,
55601,4.8,27.9,Galle,,,,,,,,,,
55602,22.2,26.4,Galle,,,,,,,,,,
55603,0,28,Galle,,,,,,,,,,
55604,0,28.3,Galle,,,,,,,,,,
55605,0,28.2,Galle,,,,,,,,,,
55606,0,28.3,Galle,,,,,,,,,,
55607,0,28.3,Galle,,,,,,,,,,
55608,0,28.3,Galle,,,,,,,,,,
55609,0,28.1,Galle,,,,,,,,,,
55610,0.7,27.7,Galle,,,,,,,,,,
55611,0,28.5,Galle,,,,,,,,,,
55612,2.2,28.5,Galle,,,,,,,,,,
55613,5.9,27.6,Galle,,,,,,,,,,
55614,0,27.5,Galle,,,,,,,,,,
55615,4.2,27.9,Galle,,,,,,,,,,
55616,7.1,27.9,Galle,,,,,,,,,,
55617,0.6,28.1,Galle,,,,,,,,,,
55618,0.1,28.5,Galle,,,,,,,,,,
55619,0.7,28.1,Galle,,,,,,,,,,
55620,0,29,Galle,,,,,,,,,,
55621,0,29.8,Galle,,,,,,,,,,
55622,1.8,28.2,Galle,,,,,,,,,,
55623,3.4,28.3,Galle,,,,,,,,,,
55624,0,28.6,Galle,,,,,,,,,,
55625,0,27.8,Galle,,,,,,,,,,
55626,0,27.8,Galle,,,,,,,,,,
55627,1.4,28.2,Galle,,,,,,,,,,
55628,2.6,28.3,Galle,,,,,,,,,,
55629,2.5,28,Galle,,,,,,,,,,
55630,17.6,27.1,Galle,,,,,,,,,,
55631,9.6,27.3,Galle,,,,,,,,,,
55632,4.2,27.3,Galle,,,,,,,,,,
55633,1.9,27.6,Galle,,,,,,,,,,
55634,1.3,27.3,Galle,,,,,,,,,,
55635,0.2,28.5,Galle,,,,,,,,,,
55636,2.1,28,Galle,,,,,,,,,,
55637,2.3,28,Galle,,,,,,,,,,
55638,5.1,28,Galle,,,,,,,,,,
55639,5.3,27.5,Galle,,,,,,,,,,
55640,4.2,27.1,Galle,,,,,,,,,,
55641,2.9,27.6,Galle,,,,,,,,,,
55642,1.2,27.3,Galle,,,,,,,,,,
55643,1,27.6,Galle,,,,,,,,,,
55644,1.3,28.4,Galle,,,,,,,,,,
55645,1.7,28,Galle,,,,,,,,,,
55646,5.4,28.4,Galle,,,,,,,,,,
55647,4.9,27.7,Galle,,,,,,,,,,
55648,8.2,27.1,Galle,,,,,,,,,,
55649,6.6,27.6,Galle,,,,,,,,,,
55650,9.2,27.2,Galle,,,,,,,,,,
55651,1.5,28.3,Galle,,,,,,,,,,
55652,1.3,28.5,Galle,,,,,,,,,,
55653,12.4,27.5,Galle,,,,,,,,,,
55654,8.2,27.2,Galle,,,,,,,,,,
55655,14.8,26,Galle,,,,,,,,,,
55656,7,27.1,Galle,,,,,,,,,,
55657,1,27.9,Galle,,,,,,,,,,
55658,9.7,27.1,Galle,,,,,,,,,,
55659,12.5,26.8,Galle,,,,,,,,,,
55660,38.7,27.1,Galle,,,,,,,,,,
55661,56.8,26.5,Galle,,,,,,,,,,
55662,17.4,27.1,Galle,,,,,,,,,,
55663,11.7,26.7,Galle,,,,,,,,,,
55664,4.8,27.7,Galle,,,,,,,,,,
55665,6,27.5,Galle,,,,,,,,,,
55666,9.9,27.6,Galle,,,,,,,,,,
55667,0.8,28.5,Galle,,,,,,,,,,
55668,0.2,28.5,Galle,,,,,,,,,,
55669,0,28.6,Galle,,,,,,,,,,
55670,2.4,28.4,Galle,,,,,,,,,,
55671,2.3,28.7,Galle,,,,,,,,,,
55672,0,29.4,Galle,,,,,,,,,,
55673,0,28.8,Galle,,,,,,,,,,
55674,0,29,Galle,,,,,,,,,,
55675,2.1,28.7,Galle,,,,,,,,,,
55676,5.4,27.8,Galle,,,,,,,,,,
55677,6.7,27.3,Galle,,,,,,,,,,
55678,5.1,28.3,Galle,,,,,,,,,,
55679,1,28.7,Galle,,,,,,,,,,
55680,7.4,28.2,Galle,,,,,,,,,,
55681,5.1,27.8,Galle,,,,,,,,,,
55682,2.1,28.3,Galle,,,,,,,,,,
55683,10.1,27.6,Galle,,,,,,,,,,
55684,16,27,Galle,,,,,,,,,,
55685,3,27.8,Galle,,,,,,,,,,
55686,8.6,27.7,Galle,,,,,,,,,,
55687,3,27.8,Galle,,,,,,,,,,
55688,3.4,27.9,Galle,,,,,,,,,,
55689,17,26.6,Galle,,,,,,,,,,
55690,5.8,26.3,Galle,,,,,,,,,,
55691,3.2,27.8,Galle,,,,,,,,,,
55692,1.2,28.1,Galle,,,,,,,,,,
55693,1.8,28,Galle,,,,,,,,,,
55694,3.3,28.4,Galle,,,,,,,,,,
55695,10,27.7,Galle,,,,,,,,,,
55696,1.2,28.2,Galle,,,,,,,,,,
55697,0.6,28.2,Galle,,,,,,,,,,
55698,4.6,28,Galle,,,,,,,,,,
55699,6,27.1,Galle,,,,,,,,,,
55700,1,27.9,Galle,,,,,,,,,,
55701,1.7,28.3,Galle,,,,,,,,,,
55702,0,28.3,Galle,,,,,,,,,,
55703,1.1,28.4,Galle,,,,,,,,,,
55704,0.6,28.5,Galle,,,,,,,,,,
55705,7.8,28,Galle,,,,,,,,,,
55706,4.3,27.4,Galle,,,,,,,,,,
55707,4.4,27.7,Galle,,,,,,,,,,
55708,1.7,27.8,Galle,,,,,,,,,,
55709,2.7,28.1,Galle,,,,,,,,,,
55710,0.7,28.2,Galle,,,,,,,,,,
55711,2.6,27.7,Galle,,,,,,,,,,
55712,2.4,27.7,Galle,,,,,,,,,,
55713,2.8,27.6,Galle,,,,,,,,,,
55714,3.2,27.5,Galle,,,,,,,,,,
55715,4.2,26.9,Galle,,,,,,,,,,
55716,6.3,26.9,Galle,,,,,,,,,,
55717,7.5,26.3,Galle,,,,,,,,,,
55718,11.9,26.2,Galle,,,,,,,,,,
55719,2.8,27.3,Galle,,,,,,,,,,
55720,0.4,28,Galle,,,,,,,,,,
55721,2.4,27.6,Galle,,,,,,,,,,
55722,4.5,27,Galle,,,,,,,,,,
55723,3.8,26.9,Galle,,,,,,,,,,
55724,2.2,27.2,Galle,,,,,,,,,,
55725,6.6,27.3,Galle,,,,,,,,,,
55726,9.7,26.9,Galle,,,,,,,,,,
55727,8.7,26.6,Galle,,,,,,,,,,
55728,2.7,27.7,Galle,,,,,,,,,,
55729,5.6,27.5,Galle,,,,,,,,,,
55730,4.3,27.7,Galle,,,,,,,,,,
55731,4,26.7,Galle,,,,,,,,,,
55732,2.6,27.2,Galle,,,,,,,,,,
55733,1.3,27.3,Galle,,,,,,,,,,
55734,1.1,27.2,Galle,,,,,,,,,,
55735,1.8,27.1,Galle,,,,,,,,,,
55736,2.3,27.3,Galle,,,,,,,,,,
55737,3.6,27.7,Galle,,,,,,,,,,
55738,0.7,27.8,Galle,,,,,,,,,,
55739,3.8,27.4,Galle,,,,,,,,,,
55740,3,27.2,Galle,,,,,,,,,,
55741,1.4,27.1,Galle,,,,,,,,,,
55742,0.7,27.8,Galle,,,,,,,,,,
55743,2.3,27.2,Galle,,,,,,,,,,
55744,7.4,26.5,Galle,,,,,,,,,,
55745,5.3,27,Galle,,,,,,,,,,
55746,1.5,27.3,Galle,,,,,,,,,,
55747,1.3,27.3,Galle,,,,,,,,,,
55748,4,27.2,Galle,,,,,,,,,,
55749,4.3,26.3,Galle,,,,,,,,,,
55750,3.3,26.6,Galle,,,,,,,,,,
55751,4.3,26.6,Galle,,,,,,,,,,
55752,2.5,26.6,Galle,,,,,,,,,,
55753,4.9,26.4,Galle,,,,,,,,,,
55754,0.6,27,Galle,,,,,,,,,,
55755,2.6,27,Galle,,,,,,,,,,
55756,6.1,25.9,Galle,,,,,,,,,,
55757,3.1,26.9,Galle,,,,,,,,,,
55758,5.4,26.2,Galle,,,,,,,,,,
55759,6.9,26,Galle,,,,,,,,,,
55760,6.8,26,Galle,,,,,,,,,,
55761,7.6,26.2,Galle,,,,,,,,,,
55762,7.4,26.2,Galle,,,,,,,,,,
55763,13.2,26.1,Galle,,,,,,,,,,
55764,7.4,26.4,Galle,,,,,,,,,,
55765,6.1,25.7,Galle,,,,,,,,,,
55766,8.1,25.8,Galle,,,,,,,,,,
55767,4.8,26.2,Galle,,,,,,,,,,
55768,2,26.8,Galle,,,,,,,,,,
55769,9.6,25.9,Galle,,,,,,,,,,
55770,19.3,25.3,Galle,,,,,,,,,,
