,rain_sum,temperature_2m_mean,city,,,,,,,,,,
54628,0,27.7,Galle,,,,,,,,,,
54629,9,27,Galle,,,,,,,,,,
54630,1,27.2,Galle,,,,,,,,,,
54631,2.9,27.5,Galle,,,,,,,,,,
54632,5.6,26.8,Galle,,,,,,,,,,
54633,9.8,26.5,Galle,,,,,,,,,,
54634,10.5,26.7,Galle,,,,,,,,,,
54635,6.8,26.7,Galle,,,,,,,,,,
54636,4.5,27.4,Galle,,,,,,,,,,
54637,4.9,25.8,Galle,,,,,,,,,,
54638,8.6,25.9,Galle,,,,,,,,,,
54639,3.1,26.5,Galle,,,,,,,,,,
54640,2.8,27,Galle,,,,,,,,,,
54641,7.6,26.6,Galle,,,,,,,,,,
54642,10.2,26.7,Galle,,,,,,,,,,
54643,4.5,26.9,Galle,,,,,,,,,,
54644,4.2,26.5,Galle,,,,,,,,,,
54645,6.7,26.8,Galle,,,,,,,,,,
54646,6.6,26.4,Galle,,,,,,,,,,
54647,12.8,26.3,Galle,,,,,,,,,,
54648,3.1,26.7,Galle,,,,,,,,,,
54649,3.8,26.7,Galle,,,,,,,,,,
54650,3.9,26.7,Galle,,,,,,,,,,
54651,3.6,26.7,Galle,,,,,,,,,,
54652,1.4,27.2,Galle,,,,,,,,,,
54653,0.9,27.7,Galle,,,,,,,,,,
54654,4.4,27.2,Galle,,,,,,,,,,
54655,4.1,26.8,Galle,,,,,,,,,,
54656,0.5,26.9,Galle,,,,,,,,,,
54657,13,26.4,Galle,,,,,,,,,,
54658,13.1,26.6,Galle,,,,,,,,,,
54659,3.2,27.4,Galle,,,,,,,,,,
54660,5.8,27.2,Galle,,,,,,,,,,
54661,7.4,27.1,Galle,,,,,,,,,,
54662,4,26.7,Galle,,,,,,,,,,
54663,2.5,27.4,Galle,,,,,,,,,,
54664,5.5,27.2,Galle,,,,,,,,,,
54665,5.7,27.2,Galle,,,,,,,,,,
54666,3.2,27.5,Galle,,,,,,,,,,
54667,12.9,26.1,Galle,,,,,,,,,,
54668,12,26.5,Galle,,,,,,,,,,
54669,13.7,26.6,Galle,,,,,,,,,,
54670,1.6,27.3,Galle,,,,,,,,,,
54671,2,27.3,Galle,,,,,,,,,,
54672,4.3,27.3,Galle,,,,,,,,,,
54673,8.7,27,Galle,,,,,,,,,,
54674,19.5,25.8,Galle,,,,,,,,,,
54675,22.2,26.2,Galle,,,,,,,,,,
54676,17.8,25.6,Galle,,,,,,,,,,
54677,7.3,26.4,Galle,,,,,,,,,,
54678,1.7,27.8,Galle,,,,,,,,,,
54679,0,28.1,Galle,,,,,,,,,,
54680,4.2,27.8,Galle,,,,,,,,,,
54681,5.3,27.5,Galle,,,,,,,,,,
54682,7,26.6,Galle,,,,,,,,,,
54683,9.3,26.7,Galle,,,,,,,,,,
54684,10.2,26.9,Galle,,,,,,,,,,
54685,9.5,27,Galle,,,,,,,,,,
54686,1.2,26.8,Galle,,,,,,,,,,
54687,0.3,27.7,Galle,,,,,,,,,,
54688,6.3,27.1,Galle,,,,,,,,,,
54689,3.8,27.2,Galle,,,,,,,,,,
54690,7.8,27,Galle,,,,,,,,,,
54691,4.2,27.4,Galle,,,,,,,,,,
54692,12.1,26.6,Galle,,,,,,,,,,
54693,16.7,26,Galle,,,,,,,,,,
54694,21.7,26.2,Galle,,,,,,,,,,
54695,55.4,25.2,Galle,,,,,,,,,,
54696,15.1,26,Galle,,,,,,,,,,
54697,13.7,26.3,Galle,,,,,,,,,,
54698,5.1,26.6,Galle,,,,,,,,,,
54699,0.6,27.4,Galle,,,,,,,,,,
54700,0.3,27.4,Galle,,,,,,,,,,
54701,0,27.4,Galle,,,,,,,,,,
54702,0,27.5,Galle,,,,,,,,,,
54703,0,27.5,Galle,,,,,,,,,,
54704,9.1,26.6,Galle,,,,,,,,,,
54705,1.3,27.4,Galle,,,,,,,,,,
54706,0.4,27.9,Galle,,,,,,,,,,
54707,0,27.6,Galle,,,,,,,,,,
54708,0.1,27.7,Galle,,,,,,,,,,
54709,0.6,27.4,Galle,,,,,,,,,,
54710,0.5,27.5,Galle,,,,,,,,,,
54711,0,27.6,Galle,,,,,,,,,,
54712,0,27.7,Galle,,,,,,,,,,
54713,0.3,27.6,Galle,,,,,,,,,,
54714,0.5,27.7,Galle,,,,,,,,,,
54715,2,27.5,Galle,,,,,,,,,,
54716,0.6,27.9,Galle,,,,,,,,,,
54717,2.8,27.2,Galle,,,,,,,,,,
54718,0.5,27.6,Galle,,,,,,,,,,
54719,0,27.9,Galle,,,,,,,,,,
54720,0,28.3,Galle,,,,,,,,,,
54721,0,28.2,Galle,,,,,,,,,,
54722,0.8,28,Galle,,,,,,,,,,
54723,1,27.8,Galle,,,,,,,,,,
54724,0.2,27.5,Galle,,,,,,,,,,
54725,2.6,26.7,Galle,,,,,,,,,,
54726,1.1,27.8,Galle,,,,,,,,,,
54727,0.6,27.6,Galle,,,,,,,,,,
54728,1.8,27.5,Galle,,,,,,,,,,
54729,1.9,27.4,Galle,,,,,,,,,,
54730,3.7,27.5,Galle,,,,,,,,,,
54731,1.1,27.3,Galle,,,,,,,,,,
54732,5.3,27.1,Galle,,,,,,,,,,
54733,13.1,26.7,Galle,,,,,,,,,,
54734,10.4,26.6,Galle,,,,,,,,,,
54735,15,26.5,Galle,,,,,,,,,,
54736,12.9,26.2,Galle,,,,,,,,,,
54737,11.8,26.2,Galle,,,,,,,,,,
54738,15.6,26.1,Galle,,,,,,,,,,
54739,15.8,26.4,Galle,,,,,,,,,,
54740,13.2,26.5,Galle,,,,,,,,,,
54741,11.6,26.9,Galle,,,,,,,,,,
54742,27.1,26.2,Galle,,,,,,,,,,
54743,18.2,25.8,Galle,,,,,,,,,,
54744,16.9,26.4,Galle,,,,,,,,,,
54745,19.4,25.7,Galle,,,,,,,,,,
54746,11.2,26.5,Galle,,,,,,,,,,
54747,7,26,Galle,,,,,,,,,,
54748,2.4,27.5,Galle,,,,,,,,,,
54749,1.7,27,Galle,,,,,,,,,,
54750,13,26.7,Galle,,,,,,,,,,
54751,8.6,26.2,Galle,,,,,,,,,,
54752,14.9,26.2,Galle,,,,,,,,,,
54753,7.2,26.1,Galle,,,,,,,,,,
54754,0,26.8,Galle,,,,,,,,,,
54755,0.1,27.1,Galle,,,,,,,,,,
54756,1.6,27.3,Galle,,,,,,,,,,
54757,5.3,27,Galle,,,,,,,,,,
54758,1.2,27.5,Galle,,,,,,,,,,
54759,0.8,27.4,Galle,,,,,,,,,,
54760,3.5,27.3,Galle,,,,,,,,,,
54761,2.6,27.5,Galle,,,,,,,,,,
54762,3.7,27.2,Galle,,,,,,,,,,
54763,3,27.4,Galle,,,,,,,,,,
54764,6.5,26.9,Galle,,,,,,,,,,
54765,15.7,26.2,Galle,,,,,,,,,,
54766,0,27.5,Galle,,,,,,,,,,
54767,15.2,26.9,Galle,,,,,,,,,,
54768,23.2,26,Galle,,,,,,,,,,
54769,26.8,25.7,Galle,,,,,,,,,,
54770,22,26.4,Galle,,,,,,,,,,
54771,32.7,25.8,Galle,,,,,,,,,,
54772,0.7,26.6,Galle,,,,,,,,,,
54773,3.7,27.4,Galle,,,,,,,,,,
54774,9.5,26.1,Galle,,,,,,,,,,
54775,0.3,26.8,Galle,,,,,,,,,,
54776,1.6,26.8,Galle,,,,,,,,,,
54777,1.2,26.8,Galle,,,,,,,,,,
54778,1.8,26.7,Galle,,,,,,,,,,
54779,1.5,27.1,Galle,,,,,,,,,,
54780,2.3,26.8,Galle,,,,,,,,,,
54781,7,26.7,Galle,,,,,,,,,,
54782,0.4,27,Galle,,,,,,,,,,
54783,3.8,27.1,Galle,,,,,,,,,,
54784,6,27.1,Galle,,,,,,,,,,
54785,4.8,26.7,Galle,,,,,,,,,,
54786,19.6,26.1,Galle,,,,,,,,,,
54787,21.9,26.7,Galle,,,,,,,,,,
54788,12,26.1,Galle,,,,,,,,,,
54789,21.4,25.1,Galle,,,,,,,,,,
54790,0.4,26.1,Galle,,,,,,,,,,
54791,3.3,26.8,Galle,,,,,,,,,,
54792,30.8,26.5,Galle,,,,,,,,,,
54793,24.9,26.1,Galle,,,,,,,,,,
54794,19.7,25.4,Galle,,,,,,,,,,
54795,20.5,25.6,Galle,,,,,,,,,,
54796,12.2,25.7,Galle,,,,,,,,,,
54797,8.5,25.5,Galle,,,,,,,,,,
54798,5.4,26.6,Galle,,,,,,,,,,
54799,0.9,26.6,Galle,,,,,,,,,,
54800,0,26.3,Galle,,,,,,,,,,
54801,0,25.1,Galle,,,,,,,,,,
54802,0,25.3,Galle,,,,,,,,,,
54803,0,26.3,Galle,,,,,,,,,,
54804,0.1,26.1,Galle,,,,,,,,,,
54805,0,25.7,Galle,,,,,,,,,,
54806,0,25.2,Galle,,,,,,,,,,
54807,0,25.5,Galle,,,,,,,,,,
54808,0,26.6,Galle,,,,,,,,,,
54809,3.2,26.8,Galle,,,,,,,,,,
54810,3.4,26.4,Galle,,,,,,,,,,
54811,10.1,25.6,Galle,,,,,,,,,,
54812,1.5,26.7,Galle,,,,,,,,,,
54813,1.5,27.1,Galle,,,,,,,,,,
54814,6.3,26.6,Galle,,,,,,,,,,
54815,0,27.1,Galle,,,,,,,,,,
54816,1.4,26.3,Galle,,,,,,,,,,
54817,1,26.3,Galle,,,,,,,,,,
54818,0.5,26.3,Galle,,,,,,,,,,
54819,0,26.2,Galle,,,,,,,,,,
54820,0,25.8,Galle,,,,,,,,,,
54821,0,25.7,Galle,,,,,,,,,,
54822,0,26,Galle,,,,,,,,,,
54823,0,25.8,Galle,,,,,,,,,,
54824,4.4,25.9,Galle,,,,,,,,,,
54825,6.3,26.1,Galle,,,,,,,,,,
54826,5.4,25.8,Galle,,,,,,,,,,
54827,0.5,26.1,Galle,,,,,,,,,,
54828,2.3,26,Galle,,,,,,,,,,
54829,0.7,25.7,Galle,,,,,,,,,,
54830,1.3,26.4,Galle,,,,,,,,,,
54831,0.2,26.7,Galle,,,,,,,,,,
54832,3.4,26.4,Galle,,,,,,,,,,
54833,2.6,26.5,Galle,,,,,,,,,,
54834,1.9,26.2,Galle,,,,,,,,,,
54835,0.1,26.3,Galle,,,,,,,,,,
54836,0.2,26.5,Galle,,,,,,,,,,
54837,1,26.3,Galle,,,,,,,,,,
54838,1.1,26.7,Galle,,,,,,,,,,
54839,1,27.5,Galle,,,,,,,,,,
54840,2.3,26.7,Galle,,,,,,,,,,
54841,28.3,25.9,Galle,,,,,,,,,,
54842,5.6,26,Galle,,,,,,,,,,
54843,4.2,26.4,Galle,,,,,,,,,,
54844,0.3,26.9,Galle,,,,,,,,,,
54845,8.9,26.5,Galle,,,,,,,,,,
54846,2.6,26.5,Galle,,,,,,,,,,
54847,0,27,Galle,,,,,,,,,,
54848,0,27.4,Galle,,,,,,,,,,
54849,0.8,27.2,Galle,,,,,,,,,,
54850,26.1,26,Galle,,,,,,,,,,
54851,5.2,26.1,Galle,,,,,,,,,,
54852,21.7,26.1,Galle,,,,,,,,,,
54853,1.4,27.1,Galle,,,,,,,,,,
54854,0,27.1,Galle,,,,,,,,,,
54855,0,26.9,Galle,,,,,,,,,,
54856,0.7,27,Galle,,,,,,,,,,
54857,0.1,27,Galle,,,,,,,,,,
54858,0.1,26.5,Galle,,,,,,,,,,
54859,1.4,26.3,Galle,,,,,,,,,,
54860,0,26.9,Galle,,,,,,,,,,
54861,0,27.5,Galle,,,,,,,,,,
54862,0,27.8,Galle,,,,,,,,,,
54863,18.5,26.9,Galle,,,,,,,,,,
54864,20.8,26.1,Galle,,,,,,,,,,
54865,4.5,27.1,Galle,,,,,,,,,,
54866,1.6,27.7,Galle,,,,,,,,,,
54867,0.4,27.7,Galle,,,,,,,,,,
54868,0.3,27.7,Galle,,,,,,,,,,
54869,3.5,26.9,Galle,,,,,,,,,,
54870,3.1,27,Galle,,,,,,,,,,
54871,9.6,27.7,Galle,,,,,,,,,,
54872,6.4,27.4,Galle,,,,,,,,,,
54873,0,27.8,Galle,,,,,,,,,,
54874,0,27.9,Galle,,,,,,,,,,
54875,3.8,27.1,Galle,,,,,,,,,,
54876,11.8,26.4,Galle,,,,,,,,,,
54877,2.2,26.9,Galle,,,,,,,,,,
54878,0.9,27.1,Galle,,,,,,,,,,
54879,3.8,27.2,Galle,,,,,,,,,,
54880,4.1,26.7,Galle,,,,,,,,,,
54881,10.3,26.9,Galle,,,,,,,,,,
54882,8.7,26.7,Galle,,,,,,,,,,
54883,1.8,27.5,Galle,,,,,,,,,,
54884,1.3,27.4,Galle,,,,,,,,,,
54885,1.8,27.1,Galle,,,,,,,,,,
54886,2.9,26.7,Galle,,,,,,,,,,
54887,3.2,26.9,Galle,,,,,,,,,,
54888,0.9,27.5,Galle,,,,,,,,,,
54889,4,26.9,Galle,,,,,,,,,,
54890,0.4,27.4,Galle,,,,,,,,,,
54891,0.4,27.3,Galle,,,,,,,,,,
54892,0.6,27.3,Galle,,,,,,,,,,
54893,0.6,27.4,Galle,,,,,,,,,,
54894,7.3,26.6,Galle,,,,,,,,,,
54895,4.4,27.5,Galle,,,,,,,,,,
54896,3.3,27.5,Galle,,,,,,,,,,
54897,1.3,27.2,Galle,,,,,,,,,,
54898,6.8,26.2,Galle,,,,,,,,,,
54899,7.1,26.7,Galle,,,,,,,,,,
54900,4.4,26.9,Galle,,,,,,,,,,
54901,0.4,28.1,Galle,,,,,,,,,,
54902,1.8,28,Galle,,,,,,,,,,
54903,1.1,28.4,Galle,,,,,,,,,,
54904,9.2,27,Galle,,,,,,,,,,
54905,13,26.2,Galle,,,,,,,,,,
54906,9,26.4,Galle,,,,,,,,,,
54907,7.6,27.5,Galle,,,,,,,,,,
54908,6.3,26.6,Galle,,,,,,,,,,
54909,6,27.1,Galle,,,,,,,,,,
54910,6.7,26.8,Galle,,,,,,,,,,
54911,9.1,26.3,Galle,,,,,,,,,,
54912,11.7,27.1,Galle,,,,,,,,,,
54913,6.4,27.5,Galle,,,,,,,,,,
54914,10.4,27,Galle,,,,,,,,,,
54915,3,27.8,Galle,,,,,,,,,,
54916,7.8,26.8,Galle,,,,,,,,,,
54917,21.4,27.1,Galle,,,,,,,,,,
54918,10.3,26.8,Galle,,,,,,,,,,
54919,14.9,26.2,Galle,,,,,,,,,,
54920,26.1,26.4,Galle,,,,,,,,,,
54921,1,27.1,Galle,,,,,,,,,,
54922,1.5,27.2,Galle,,,,,,,,,,
54923,7.2,27.5,Galle,,,,,,,,,,
54924,1.6,28.1,Galle,,,,,,,,,,
54925,7.4,27.7,Galle,,,,,,,,,,
54926,2.9,27.2,Galle,,,,,,,,,,
54927,0.5,28.3,Galle,,,,,,,,,,
54928,0,28.2,Galle,,,,,,,,,,
54929,0,28.3,Galle,,,,,,,,,,
54930,0,28.8,Galle,,,,,,,,,,
54931,0,28.8,Galle,,,,,,,,,,
54932,0,28.9,Galle,,,,,,,,,,
54933,0.3,28.7,Galle,,,,,,,,,,
54934,0.8,28.2,Galle,,,,,,,,,,
54935,0,28.6,Galle,,,,,,,,,,
54936,0,28.3,Galle,,,,,,,,,,
54937,0.6,28.6,Galle,,,,,,,,,,
54938,1.2,27.6,Galle,,,,,,,,,,
54939,0,28.5,Galle,,,,,,,,,,
54940,0.3,28.6,Galle,,,,,,,,,,
54941,0,28.6,Galle,,,,,,,,,,
54942,0,28.3,Galle,,,,,,,,,,
54943,0,28.1,Galle,,,,,,,,,,
54944,0,29,Galle,,,,,,,,,,
54945,0.7,28.9,Galle,,,,,,,,,,
54946,0.8,28.5,Galle,,,,,,,,,,
54947,14.2,27.6,Galle,,,,,,,,,,
54948,3.9,27.9,Galle,,,,,,,,,,
54949,3.3,27.8,Galle,,,,,,,,,,
54950,8.4,27.4,Galle,,,,,,,,,,
54951,11.6,26.7,Galle,,,,,,,,,,
54952,4.9,26.8,Galle,,,,,,,,,,
54953,3.4,26.9,Galle,,,,,,,,,,
54954,7.5,27,Galle,,,,,,,,,,
54955,3.1,27,Galle,,,,,,,,,,
54956,5.3,27.1,Galle,,,,,,,,,,
54957,5.3,27.4,Galle,,,,,,,,,,
54958,2.1,27.9,Galle,,,,,,,,,,
54959,3.4,27.8,Galle,,,,,,,,,,
54960,9.3,27.3,Galle,,,,,,,,,,
54961,8.2,27.3,Galle,,,,,,,,,,
54962,10,27.1,Galle,,,,,,,,,,
54963,9.3,26.4,Galle,,,,,,,,,,
54964,3.4,27.4,Galle,,,,,,,,,,
54965,3.9,27.9,Galle,,,,,,,,,,
54966,3.6,28,Galle,,,,,,,,,,
54967,4.2,27.7,Galle,,,,,,,,,,
54968,1,27.6,Galle,,,,,,,,,,
54969,3.5,27,Galle,,,,,,,,,,
54970,8.7,25.8,Galle,,,,,,,,,,
54971,12.6,26.2,Galle,,,,,,,,,,
54972,2.2,27.6,Galle,,,,,,,,,,
54973,3.9,27.7,Galle,,,,,,,,,,
54974,4.2,27.9,Galle,,,,,,,,,,
54975,0,27.6,Galle,,,,,,,,,,
54976,1.4,27.2,Galle,,,,,,,,,,
54977,5.1,27.3,Galle,,,,,,,,,,
54978,5.1,26.9,Galle,,,,,,,,,,
54979,3.8,27,Galle,,,,,,,,,,
54980,3.4,26.3,Galle,,,,,,,,,,
54981,4.5,26.4,Galle,,,,,,,,,,
54982,2.7,26.1,Galle,,,,,,,,,,
54983,3.2,26.5,Galle,,,,,,,,,,
54984,6,26.5,Galle,,,,,,,,,,
54985,2.6,26.7,Galle,,,,,,,,,,
54986,1.4,27.2,Galle,,,,,,,,,,
54987,9.4,26.6,Galle,,,,,,,,,,
54988,7.1,26.2,Galle,,,,,,,,,,
54989,11.5,26,Galle,,,,,,,,,,
54990,4.4,27.2,Galle,,,,,,,,,,
54991,6.7,26.8,Galle,,,,,,,,,,
54992,3.7,27.1,Galle,,,,,,,,,,
54993,6,26.5,Galle,,,,,,,,,,
54994,8,26.5,Galle,,,,,,,,,,
54995,7,26.6,Galle,,,,,,,,,,
54996,15.4,25.9,Galle,,,,,,,,,,
54997,9.1,26.7,Galle,,,,,,,,,,
54998,0,27.4,Galle,,,,,,,,,,
54999,0,27.9,Galle,,,,,,,,,,
55000,0.5,27.6,Galle,,,,,,,,,,
55001,3.2,27.1,Galle,,,,,,,,,,
55002,0,27.4,Galle,,,,,,,,,,
55003,2,27.3,Galle,,,,,,,,,,
55004,3.1,26.9,Galle,,,,,,,,,,
55005,0.9,27.3,Galle,,,,,,,,,,
55006,0.1,27.8,Galle,,,,,,,,,,
55007,3.6,27.9,Galle,,,,,,,,,,
55008,3.4,27.4,Galle,,,,,,,,,,
55009,2.5,27.7,Galle,,,,,,,,,,
55010,2,27.4,Galle,,,,,,,,,,
55011,4.8,26.7,Galle,,,,,,,,,,
55012,1.7,27.1,Galle,,,,,,,,,,
55013,2.7,27.4,Galle,,,,,,,,,,
55014,0.4,27.7,Galle,,,,,,,,,,
55015,1.8,27.6,Galle,,,,,,,,,,
55016,3.6,27.3,Galle,,,,,,,,,,
55017,0.4,27.8,Galle,,,,,,,,,,
55018,0.2,27.7,Galle,,,,,,,,,,
55019,0.7,27.2,Galle,,,,,,,,,,
55020,1,27.4,Galle,,,,,,,,,,
55021,1.9,27.6,Galle,,,,,,,,,,
55022,1.8,27.7,Galle,,,,,,,,,,
55023,6,26.9,Galle,,,,,,,,,,
55024,3.9,27,Galle,,,,,,,,,,
55025,9,26.4,Galle,,,,,,,,,,
55026,1.1,27.1,Galle,,,,,,,,,,
55027,0.5,27.2,Galle,,,,,,,,,,
55028,4,26.7,Galle,,,,,,,,,,
55029,11.7,26.1,Galle,,,,,,,,,,
55030,4.2,26.4,Galle,,,,,,,,,,
55031,3.2,27.1,Galle,,,,,,,,,,
55032,2.1,27.1,Galle,,,,,,,,,,
55033,3.9,26.9,Galle,,,,,,,,,,
55034,6,26.6,Galle,,,,,,,,,,
55035,3.7,26.8,Galle,,,,,,,,,,
55036,10.6,27,Galle,,,,,,,,,,
55037,0.8,27.6,Galle,,,,,,,,,,
55038,3.3,26.8,Galle,,,,,,,,,,
55039,5.6,25.8,Galle,,,,,,,,,,
55040,1.3,26.7,Galle,,,,,,,,,,
55041,8,26.6,Galle,,,,,,,,,,
55042,15.6,26.1,Galle,,,,,,,,,,
55043,17.7,26.1,Galle,,,,,,,,,,
55044,5.6,27.4,Galle,,,,,,,,,,
55045,12,26.3,Galle,,,,,,,,,,
55046,4,26.9,Galle,,,,,,,,,,
55047,19.9,25.5,Galle,,,,,,,,,,
55048,10.7,25.7,Galle,,,,,,,,,,
55049,6.7,26.4,Galle,,,,,,,,,,
55050,4,27,Galle,,,,,,,,,,
55051,13.5,26.5,Galle,,,,,,,,,,
55052,17.8,26.3,Galle,,,,,,,,,,
55053,13.4,25.9,Galle,,,,,,,,,,
55054,2.9,27.5,Galle,,,,,,,,,,
55055,5.2,26.7,Galle,,,,,,,,,,
55056,9.5,26.1,Galle,,,,,,,,,,
55057,10.6,26.9,Galle,,,,,,,,,,
55058,5.5,27.1,Galle,,,,,,,,,,
55059,10.8,26.9,Galle,,,,,,,,,,
55060,5.8,27.4,Galle,,,,,,,,,,
55061,4.9,27.2,Galle,,,,,,,,,,
55062,3.3,27.1,Galle,,,,,,,,,,
55063,4.7,27.3,Galle,,,,,,,,,,
55064,3.2,27.3,Galle,,,,,,,,,,
55065,4.2,26.8,Galle,,,,,,,,,,
55066,11.8,26.5,Galle,,,,,,,,,,
55067,9.1,25.9,Galle,,,,,,,,,,
55068,2.2,27.1,Galle,,,,,,,,,,
55069,17.4,26.3,Galle,,,,,,,,,,
55070,3.1,26.8,Galle,,,,,,,,,,
55071,26.1,25.8,Galle,,,,,,,,,,
55072,14,26.2,Galle,,,,,,,,,,
55073,19.7,25.8,Galle,,,,,,,,,,
55074,1.7,27.1,Galle,,,,,,,,,,
55075,2.1,27.7,Galle,,,,,,,,,,
55076,0.8,27.6,Galle,,,,,,,,,,
55077,1.4,28.1,Galle,,,,,,,,,,
55078,2.1,27.7,Galle,,,,,,,,,,
55079,2.2,27.7,Galle,,,,,,,,,,
55080,0.1,27.5,Galle,,,,,,,,,,
55081,0,27.5,Galle,,,,,,,,,,
55082,0.1,27.6,Galle,,,,,,,,,,
55083,1.4,27.3,Galle,,,,,,,,,,
55084,0,27.7,Galle,,,,,,,,,,
55085,0,27.6,Galle,,,,,,,,,,
55086,1.7,26.9,Galle,,,,,,,,,,
55087,4.9,26.7,Galle,,,,,,,,,,
55088,12,26.2,Galle,,,,,,,,,,
55089,9.2,26.3,Galle,,,,,,,,,,
55090,1.3,27.2,Galle,,,,,,,,,,
55091,11.7,26.8,Galle,,,,,,,,,,
55092,8.9,26.8,Galle,,,,,,,,,,
55093,17,25.9,Galle,,,,,,,,,,
55094,25.5,25.7,Galle,,,,,,,,,,
55095,6.3,25.9,Galle,,,,,,,,,,
55096,3.9,26,Galle,,,,,,,,,,
55097,11.8,25.9,Galle,,,,,,,,,,
55098,1.9,26.6,Galle,,,,,,,,,,
55099,11.4,26.3,Galle,,,,,,,,,,
55100,10.2,26.3,Galle,,,,,,,,,,
55101,13,25.9,Galle,,,,,,,,,,
55102,38.4,26.2,Galle,,,,,,,,,,
55103,8.3,26.5,Galle,,,,,,,,,,
55104,11.4,26.6,Galle,,,,,,,,,,
55105,7.9,26.7,Galle,,,,,,,,,,
55106,23.2,26.5,Galle,,,,,,,,,,
55107,47.7,26.1,Galle,,,,,,,,,,
55108,26.9,25.5,Galle,,,,,,,,,,
55109,22.5,26.1,Galle,,,,,,,,,,
55110,44,26.2,Galle,,,,,,,,,,
55111,23.5,25,Galle,,,,,,,,,,
55112,13.9,27,Galle,,,,,,,,,,
55113,5.5,26.6,Galle,,,,,,,,,,
55114,4.3,27.1,Galle,,,,,,,,,,
55115,1.2,27,Galle,,,,,,,,,,
55116,35.5,25.9,Galle,,,,,,,,,,
55117,21.1,26,Galle,,,,,,,,,,
55118,11.7,25.7,Galle,,,,,,,,,,
55119,7,26.6,Galle,,,,,,,,,,
55120,16.2,26.2,Galle,,,,,,,,,,
55121,17.2,26,Galle,,,,,,,,,,
55122,5.3,26.7,Galle,,,,,,,,,,
55123,24.5,26.2,Galle,,,,,,,,,,
55124,5.7,26.9,Galle,,,,,,,,,,
55125,42.8,26.1,Galle,,,,,,,,,,
55126,11.2,25.6,Galle,,,,,,,,,,
55127,0,27.6,Galle,,,,,,,,,,
55128,0.8,27.5,Galle,,,,,,,,,,
55129,0,27.6,Galle,,,,,,,,,,
55130,1.7,27.1,Galle,,,,,,,,,,
55131,1.4,27.4,Galle,,,,,,,,,,
55132,1,27.5,Galle,,,,,,,,,,
55133,37.4,27.1,Galle,,,,,,,,,,
55134,21.4,26.3,Galle,,,,,,,,,,
55135,3.8,26.5,Galle,,,,,,,,,,
55136,10.1,26.8,Galle,,,,,,,,,,
55137,2.5,26.2,Galle,,,,,,,,,,
55138,2.8,27,Galle,,,,,,,,,,
55139,23.8,26.3,Galle,,,,,,,,,,
55140,0.9,26.4,Galle,,,,,,,,,,
55141,0.3,26.7,Galle,,,,,,,,,,
55142,0.2,26.7,Galle,,,,,,,,,,
55143,0.3,27,Galle,,,,,,,,,,
55144,1.3,26.9,Galle,,,,,,,,,,
55145,1.5,27.1,Galle,,,,,,,,,,
55146,1.7,26.7,Galle,,,,,,,,,,
55147,1.1,26.9,Galle,,,,,,,,,,
55148,12.3,26.4,Galle,,,,,,,,,,
55149,7.7,26.1,Galle,,,,,,,,,,
55150,0,26.6,Galle,,,,,,,,,,
55151,0,26.7,Galle,,,,,,,,,,
55152,0,27,Galle,,,,,,,,,,
55153,1.3,26.4,Galle,,,,,,,,,,
55154,0.4,26.7,Galle,,,,,,,,,,
55155,7.7,25.6,Galle,,,,,,,,,,
55156,13.9,25.8,Galle,,,,,,,,,,
55157,18.2,25.2,Galle,,,,,,,,,,
55158,3.9,25.3,Galle,,,,,,,,,,
55159,6,25.3,Galle,,,,,,,,,,
55160,2.4,26.7,Galle,,,,,,,,,,
55161,9.8,26.2,Galle,,,,,,,,,,
55162,28.4,25.5,Galle,,,,,,,,,,
55163,2.1,26.7,Galle,,,,,,,,,,
55164,10.1,26.7,Galle,,,,,,,,,,
55165,1.8,26.7,Galle,,,,,,,,,,
55166,10,26.6,Galle,,,,,,,,,,
55167,7.1,26.5,Galle,,,,,,,,,,
55168,3.2,26.8,Galle,,,,,,,,,,
55169,3.3,27.3,Galle,,,,,,,,,,
55170,4.3,26.9,Galle,,,,,,,,,,
55171,1.1,27.2,Galle,,,,,,,,,,
55172,3.6,27.1,Galle,,,,,,,,,,
55173,9.8,26.6,Galle,,,,,,,,,,
55174,38,26.1,Galle,,,,,,,,,,
55175,15.2,24.9,Galle,,,,,,,,,,
55176,0,26.4,Galle,,,,,,,,,,
55177,8,26.5,Galle,,,,,,,,,,
55178,22.2,25.1,Galle,,,,,,,,,,
55179,0.8,26.6,Galle,,,,,,,,,,
55180,3.2,27,Galle,,,,,,,,,,
55181,18.2,25.6,Galle,,,,,,,,,,
55182,0.8,26.1,Galle,,,,,,,,,,
55183,3.9,25.9,Galle,,,,,,,,,,
55184,0.1,25.9,Galle,,,,,,,,,,
55185,0.1,25.9,Galle,,,,,,,,,,
55186,0,26.3,Galle,,,,,,,,,,
55187,0,26.3,Galle,,,,,,,,,,
55188,0,26.5,Galle,,,,,,,,,,
55189,0.4,26,Galle,,,,,,,,,,
55190,0,26.6,Galle,,,,,,,,,,
55191,0.5,26.8,Galle,,,,,,,,,,
55192,2.2,26.6,Galle,,,,,,,,,,
55193,0.1,26.5,Galle,,,,,,,,,,
55194,8.5,26.1,Galle,,,,,,,,,,
55195,1.5,26.3,Galle,,,,,,,,,,
55196,2.6,26.3,Galle,,,,,,,,,,
55197,1.9,26.4,Galle,,,,,,,,,,
55198,0.3,26.9,Galle,,,,,,,,,,
55199,0.3,27,Galle,,,,,,,,,,
