index,rain_sum,city,,,,,,,
2296,2,Colombo,,,,,,,
2297,2,Colombo,,,,,,,
2298,6.5,Colombo,,,,,,,
2299,1.6,Colombo,,,,,,,
2300,10.5,Colombo,,,,,,,
2301,5.1,Colombo,,,,,,,
2302,6.2,Colombo,,,,,,,
2303,2.4,Colombo,,,,,,,
2304,1.2,Colombo,,,,,,,
2305,1.5,Colombo,,,,,,,
2306,1.8,Colombo,,,,,,,
2307,8.7,Colombo,,,,,,,
2308,6.2,Colombo,,,,,,,
2309,3.5,Colombo,,,,,,,
2310,1.1,Colombo,,,,,,,
2311,11.3,Colombo,,,,,,,
2312,3.6,Colombo,,,,,,,
2313,6.7,Colombo,,,,,,,
2314,4.3,Colombo,,,,,,,
2315,3.9,Colombo,,,,,,,
2316,11.1,Colombo,,,,,,,
2317,2.3,Colombo,,,,,,,
2318,0.7,Colombo,,,,,,,
2319,11,Colombo,,,,,,,
2320,10.8,Colombo,,,,,,,
2321,18.4,Colombo,,,,,,,
2322,20.8,Colombo,,,,,,,
2323,24.2,Colombo,,,,,,,
2324,42.2,Colombo,,,,,,,
2325,75.1,Colombo,,,,,,,
2326,198.7,Colombo,,,,,,,
2327,22.2,Colombo,,,,,,,
2328,35.6,Colombo,,,,,,,
2329,15.9,Colombo,,,,,,,
2330,39.1,Colombo,,,,,,,
2331,11.1,Colombo,,,,,,,
2332,16.6,Colombo,,,,,,,
2333,15,Colombo,,,,,,,
2334,12.8,Colombo,,,,,,,
2335,19.7,Colombo,,,,,,,
2336,5.1,Colombo,,,,,,,
2337,4.6,Colombo,,,,,,,
2338,28.1,Colombo,,,,,,,
2339,19.8,Colombo,,,,,,,
2340,10.1,Colombo,,,,,,,
2341,20.4,Colombo,,,,,,,
2342,16.3,Colombo,,,,,,,
2343,5,Colombo,,,,,,,
2344,7.8,Colombo,,,,,,,
2345,8.9,Colombo,,,,,,,
2346,3.6,Colombo,,,,,,,
2347,4.9,Colombo,,,,,,,
2348,3.9,Colombo,,,,,,,
2349,15.7,Colombo,,,,,,,
2350,14,Colombo,,,,,,,
2351,11.9,Colombo,,,,,,,
2352,5.6,Colombo,,,,,,,
2353,2.5,Colombo,,,,,,,
2354,34,Colombo,,,,,,,
2355,5.9,Colombo,,,,,,,
2356,4.4,Colombo,,,,,,,
2357,3.1,Colombo,,,,,,,
2358,1.7,Colombo,,,,,,,
2359,5.2,Colombo,,,,,,,
2360,11.7,Colombo,,,,,,,
2361,8,Colombo,,,,,,,
2362,21.9,Colombo,,,,,,,
2363,14,Colombo,,,,,,,
2364,5.3,Colombo,,,,,,,
2365,1.5,Colombo,,,,,,,
2366,0.7,Colombo,,,,,,,
2367,0.7,Colombo,,,,,,,
2368,0.7,Colombo,,,,,,,
2369,5.6,Colombo,,,,,,,
2370,5.7,Colombo,,,,,,,
2371,3.3,Colombo,,,,,,,
2372,2,Colombo,,,,,,,
2373,6.5,Colombo,,,,,,,
2374,0.4,Colombo,,,,,,,
2375,1.4,Colombo,,,,,,,
2376,2.3,Colombo,,,,,,,
2377,1.4,Colombo,,,,,,,
2378,2,Colombo,,,,,,,
2379,0.8,Colombo,,,,,,,
2380,4.5,Colombo,,,,,,,
2381,11.6,Colombo,,,,,,,
2382,5.3,Colombo,,,,,,,
2383,6.3,Colombo,,,,,,,
2384,6,Colombo,,,,,,,
2385,2.3,Colombo,,,,,,,
2386,4.4,Colombo,,,,,,,
2387,6,Colombo,,,,,,,
2388,11,Colombo,,,,,,,
2389,7.8,Colombo,,,,,,,
2390,5.2,Colombo,,,,,,,
2391,0,Colombo,,,,,,,
2392,1.1,Colombo,,,,,,,
2393,0.8,Colombo,,,,,,,
2394,1.5,Colombo,,,,,,,
2395,6.9,Colombo,,,,,,,
2396,11.5,Colombo,,,,,,,
2397,12.3,Colombo,,,,,,,
2398,21.7,Colombo,,,,,,,
2399,24.2,Colombo,,,,,,,
2400,3,Colombo,,,,,,,
2401,9.1,Colombo,,,,,,,
2402,8.5,Colombo,,,,,,,
2403,6,Colombo,,,,,,,
2404,2.5,Colombo,,,,,,,
2405,2.6,Colombo,,,,,,,
2406,1.9,Colombo,,,,,,,
2407,2.4,Colombo,,,,,,,
2408,3.3,Colombo,,,,,,,
2409,0.6,Colombo,,,,,,,
2410,1,Colombo,,,,,,,
2411,2.1,Colombo,,,,,,,
2412,1.3,Colombo,,,,,,,
2413,2.8,Colombo,,,,,,,
2414,3.1,Colombo,,,,,,,
2415,7,Colombo,,,,,,,
2416,7,Colombo,,,,,,,
2417,2.6,Colombo,,,,,,,
2418,3.1,Colombo,,,,,,,
2419,3.9,Colombo,,,,,,,
2420,2.9,Colombo,,,,,,,
2421,1.9,Colombo,,,,,,,
2422,3.2,Colombo,,,,,,,
2423,5.8,Colombo,,,,,,,
2424,1.8,Colombo,,,,,,,
2425,6.5,Colombo,,,,,,,
2426,9.7,Colombo,,,,,,,
2427,4.7,Colombo,,,,,,,
2428,6.8,Colombo,,,,,,,
2429,12.2,Colombo,,,,,,,
2430,3.6,Colombo,,,,,,,
2431,2.6,Colombo,,,,,,,
2432,3,Colombo,,,,,,,
2433,17.4,Colombo,,,,,,,
2434,9.7,Colombo,,,,,,,
2435,5.5,Colombo,,,,,,,
2436,5.9,Colombo,,,,,,,
2437,8.2,Colombo,,,,,,,
2438,7.5,Colombo,,,,,,,
2439,3.1,Colombo,,,,,,,
2440,2.9,Colombo,,,,,,,
2441,0.7,Colombo,,,,,,,
2442,0,Colombo,,,,,,,
2443,2.1,Colombo,,,,,,,
2444,1.7,Colombo,,,,,,,
2445,3.2,Colombo,,,,,,,
2446,3.4,Colombo,,,,,,,
2447,3.5,Colombo,,,,,,,
2448,5.7,Colombo,,,,,,,
2449,3.9,Colombo,,,,,,,
2450,5.9,Colombo,,,,,,,
2451,10,Colombo,,,,,,,
2452,9.8,Colombo,,,,,,,
2453,3.1,Colombo,,,,,,,
2454,4.8,Colombo,,,,,,,
2455,1.9,Colombo,,,,,,,
2456,2.7,Colombo,,,,,,,
2457,3.1,Colombo,,,,,,,
2458,2.3,Colombo,,,,,,,
2459,6.9,Colombo,,,,,,,
2460,3.3,Colombo,,,,,,,
2461,2.3,Colombo,,,,,,,
2462,3.6,Colombo,,,,,,,
2463,9.7,Colombo,,,,,,,
2464,4.5,Colombo,,,,,,,
2465,2.4,Colombo,,,,,,,
2466,1.2,Colombo,,,,,,,
2467,1.2,Colombo,,,,,,,
2468,0.9,Colombo,,,,,,,
2469,3.1,Colombo,,,,,,,
2470,0.5,Colombo,,,,,,,
2471,0,Colombo,,,,,,,
2472,2,Colombo,,,,,,,
2473,2.8,Colombo,,,,,,,
2474,2.1,Colombo,,,,,,,
2475,0.1,Colombo,,,,,,,
2476,1.1,Colombo,,,,,,,
2477,2.4,Colombo,,,,,,,
2478,2.2,Colombo,,,,,,,
2479,13.2,Colombo,,,,,,,
2480,7.6,Colombo,,,,,,,
2481,5.9,Colombo,,,,,,,
2482,4.1,Colombo,,,,,,,
2483,2.7,Colombo,,,,,,,
2484,2.9,Colombo,,,,,,,
2485,4.4,Colombo,,,,,,,
2486,2.2,Colombo,,,,,,,
2487,15.5,Colombo,,,,,,,
2488,23,Colombo,,,,,,,
2489,3.5,Colombo,,,,,,,
2490,1.2,Colombo,,,,,,,
2491,0.3,Colombo,,,,,,,
2492,1,Colombo,,,,,,,
2493,6.5,Colombo,,,,,,,
2494,9.6,Colombo,,,,,,,
2495,12,Colombo,,,,,,,
2496,10.3,Colombo,,,,,,,
2497,7.8,Colombo,,,,,,,
2498,12.4,Colombo,,,,,,,
2499,30.6,Colombo,,,,,,,
2500,10.5,Colombo,,,,,,,
2501,7.4,Colombo,,,,,,,
2502,1,Colombo,,,,,,,
2503,3.9,Colombo,,,,,,,
2504,1.4,Colombo,,,,,,,
2505,0.4,Colombo,,,,,,,
2506,2.3,Colombo,,,,,,,
2507,48.3,Colombo,,,,,,,
2508,22,Colombo,,,,,,,
2509,34.8,Colombo,,,,,,,
2510,7.2,Colombo,,,,,,,
2511,15.8,Colombo,,,,,,,
2512,12.2,Colombo,,,,,,,
2513,40.8,Colombo,,,,,,,
2514,45.6,Colombo,,,,,,,
2515,14.4,Colombo,,,,,,,
2516,25.6,Colombo,,,,,,,
2517,12.8,Colombo,,,,,,,
2518,8.7,Colombo,,,,,,,
2519,0.7,Colombo,,,,,,,
2520,0,Colombo,,,,,,,
2521,0,Colombo,,,,,,,
2522,0,Colombo,,,,,,,
2523,0,Colombo,,,,,,,
2524,0,Colombo,,,,,,,
2525,0,Colombo,,,,,,,
2526,0.6,Colombo,,,,,,,
2527,0.7,Colombo,,,,,,,
2528,0,Colombo,,,,,,,
2529,3,Colombo,,,,,,,
2530,0,Colombo,,,,,,,
2531,0,Colombo,,,,,,,
2532,0,Colombo,,,,,,,
2533,2.6,Colombo,,,,,,,
2534,6.1,Colombo,,,,,,,
2535,1,Colombo,,,,,,,
2536,1.5,Colombo,,,,,,,
2537,0.7,Colombo,,,,,,,
2538,2.5,Colombo,,,,,,,
2539,0.6,Colombo,,,,,,,
2540,0,Colombo,,,,,,,
2541,3.6,Colombo,,,,,,,
2542,0.6,Colombo,,,,,,,
2543,0.2,Colombo,,,,,,,
2544,1.2,Colombo,,,,,,,
2545,7.1,Colombo,,,,,,,
2546,2,Colombo,,,,,,,
2547,0,Colombo,,,,,,,
2548,0,Colombo,,,,,,,
2549,0,Colombo,,,,,,,
2550,0,Colombo,,,,,,,
2551,0,Colombo,,,,,,,
2552,7.2,Colombo,,,,,,,
2553,24.5,Colombo,,,,,,,
2554,3,Colombo,,,,,,,
2555,0,Colombo,,,,,,,
2556,0,Colombo,,,,,,,
2557,3.8,Colombo,,,,,,,
2558,0.1,Colombo,,,,,,,
2559,0.1,Colombo,,,,,,,
2560,0,Colombo,,,,,,,
2561,0,Colombo,,,,,,,
2562,0,Colombo,,,,,,,
2563,0,Colombo,,,,,,,
2564,0,Colombo,,,,,,,
2565,0,Colombo,,,,,,,
2566,0,Colombo,,,,,,,
2567,0,Colombo,,,,,,,
2568,0,Colombo,,,,,,,
2569,0,Colombo,,,,,,,
2570,0.5,Colombo,,,,,,,
2571,0,Colombo,,,,,,,
2572,0,Colombo,,,,,,,
2573,0,Colombo,,,,,,,
2574,0,Colombo,,,,,,,
2575,0,Colombo,,,,,,,
2576,0.1,Colombo,,,,,,,
2577,1.8,Colombo,,,,,,,
2578,6.3,Colombo,,,,,,,
2579,1.5,Colombo,,,,,,,
2580,16.8,Colombo,,,,,,,
2581,17.6,Colombo,,,,,,,
2582,7.7,Colombo,,,,,,,
2583,42.9,Colombo,,,,,,,
2584,3.5,Colombo,,,,,,,
2585,15.2,Colombo,,,,,,,
2586,56.8,Colombo,,,,,,,
2587,1.3,Colombo,,,,,,,
2588,0,Colombo,,,,,,,
2589,0,Colombo,,,,,,,
2590,0,Colombo,,,,,,,
2591,0,Colombo,,,,,,,
2592,0,Colombo,,,,,,,
2593,0,Colombo,,,,,,,
2594,0,Colombo,,,,,,,
2595,0.4,Colombo,,,,,,,
2596,0,Colombo,,,,,,,
2597,0,Colombo,,,,,,,
2598,0.5,Colombo,,,,,,,
2599,0.2,Colombo,,,,,,,
2600,0,Colombo,,,,,,,
2601,9.9,Colombo,,,,,,,
2602,0.4,Colombo,,,,,,,
2603,0.3,Colombo,,,,,,,
2604,0,Colombo,,,,,,,
2605,1.1,Colombo,,,,,,,
2606,17.3,Colombo,,,,,,,
2607,2.1,Colombo,,,,,,,
2608,0,Colombo,,,,,,,
2609,0.1,Colombo,,,,,,,
2610,1.7,Colombo,,,,,,,
2611,1.1,Colombo,,,,,,,
2612,4.1,Colombo,,,,,,,
2613,9.1,Colombo,,,,,,,
2614,0,Colombo,,,,,,,
2615,24.5,Colombo,,,,,,,
2616,22.7,Colombo,,,,,,,
2617,5.8,Colombo,,,,,,,
2618,1.3,Colombo,,,,,,,
2619,0.8,Colombo,,,,,,,
2620,0,Colombo,,,,,,,
2621,0.4,Colombo,,,,,,,
2622,1.4,Colombo,,,,,,,
2623,3.2,Colombo,,,,,,,
2624,2.9,Colombo,,,,,,,
2625,6.6,Colombo,,,,,,,
2626,5.9,Colombo,,,,,,,
2627,3.6,Colombo,,,,,,,
2628,10,Colombo,,,,,,,
2629,4.6,Colombo,,,,,,,
2630,44,Colombo,,,,,,,
2631,5.3,Colombo,,,,,,,
2632,0.2,Colombo,,,,,,,
2633,1.1,Colombo,,,,,,,
2634,1.6,Colombo,,,,,,,
2635,1.1,Colombo,,,,,,,
2636,0.9,Colombo,,,,,,,
2637,0,Colombo,,,,,,,
2638,0,Colombo,,,,,,,
2639,0,Colombo,,,,,,,
2640,0.5,Colombo,,,,,,,
2641,0,Colombo,,,,,,,
2642,4.6,Colombo,,,,,,,
2643,1.8,Colombo,,,,,,,
2644,36.8,Colombo,,,,,,,
2645,8.6,Colombo,,,,,,,
2646,7,Colombo,,,,,,,
2647,3.8,Colombo,,,,,,,
2648,3.6,Colombo,,,,,,,
2649,1.6,Colombo,,,,,,,
2650,8.7,Colombo,,,,,,,
2651,2.6,Colombo,,,,,,,
2652,3.2,Colombo,,,,,,,
2653,2.3,Colombo,,,,,,,
2654,3.3,Colombo,,,,,,,
2655,1.6,Colombo,,,,,,,
2656,1,Colombo,,,,,,,
2657,9.6,Colombo,,,,,,,
2658,30.9,Colombo,,,,,,,
2659,11.1,Colombo,,,,,,,
2660,3.4,Colombo,,,,,,,
2661,3,Colombo,,,,,,,
2662,4.8,Colombo,,,,,,,
2663,2.3,Colombo,,,,,,,
2664,0.7,Colombo,,,,,,,
2665,0.3,Colombo,,,,,,,
2666,1.1,Colombo,,,,,,,
2667,0.9,Colombo,,,,,,,
2668,3,Colombo,,,,,,,
2669,2.3,Colombo,,,,,,,
2670,5.3,Colombo,,,,,,,
2671,3.8,Colombo,,,,,,,
2672,2.4,Colombo,,,,,,,
2673,1.1,Colombo,,,,,,,
2674,1.2,Colombo,,,,,,,
2675,1.4,Colombo,,,,,,,
2676,1.3,Colombo,,,,,,,
2677,2.4,Colombo,,,,,,,
2678,1.1,Colombo,,,,,,,
2679,0.8,Colombo,,,,,,,
2680,1.2,Colombo,,,,,,,
2681,2.5,Colombo,,,,,,,
2682,3.9,Colombo,,,,,,,
2683,5.4,Colombo,,,,,,,
2684,4,Colombo,,,,,,,
2685,6,Colombo,,,,,,,
2686,6.9,Colombo,,,,,,,
2687,6,Colombo,,,,,,,
2688,1.5,Colombo,,,,,,,
2689,2.1,Colombo,,,,,,,
2690,6,Colombo,,,,,,,
2691,7.9,Colombo,,,,,,,
2692,3.4,Colombo,,,,,,,
2693,5.5,Colombo,,,,,,,
2694,13.5,Colombo,,,,,,,
2695,14.8,Colombo,,,,,,,
2696,6.9,Colombo,,,,,,,
2697,10.5,Colombo,,,,,,,
2698,12.7,Colombo,,,,,,,
2699,6,Colombo,,,,,,,
2700,12.6,Colombo,,,,,,,
2701,17.4,Colombo,,,,,,,
2702,19.6,Colombo,,,,,,,
2703,6.6,Colombo,,,,,,,
2704,11.9,Colombo,,,,,,,
2705,19.7,Colombo,,,,,,,
2706,25.8,Colombo,,,,,,,
2707,20.2,Colombo,,,,,,,
2708,29.1,Colombo,,,,,,,
2709,31,Colombo,,,,,,,
2710,9.5,Colombo,,,,,,,
2711,11.5,Colombo,,,,,,,
2712,11.7,Colombo,,,,,,,
2713,15.7,Colombo,,,,,,,
2714,5.1,Colombo,,,,,,,
2715,2.1,Colombo,,,,,,,
2716,6.9,Colombo,,,,,,,
2717,1.7,Colombo,,,,,,,
2718,3.3,Colombo,,,,,,,
2719,4.4,Colombo,,,,,,,
2720,3.2,Colombo,,,,,,,
2721,8.4,Colombo,,,,,,,
2722,8,Colombo,,,,,,,
2723,4.4,Colombo,,,,,,,
2724,2.3,Colombo,,,,,,,
2725,5.1,Colombo,,,,,,,
2726,13.2,Colombo,,,,,,,
2727,8.6,Colombo,,,,,,,
2728,3.6,Colombo,,,,,,,
2729,4.3,Colombo,,,,,,,
2730,17.9,Colombo,,,,,,,
2731,12.4,Colombo,,,,,,,
2732,12.7,Colombo,,,,,,,
2733,6.8,Colombo,,,,,,,
2734,22.5,Colombo,,,,,,,
2735,1.8,Colombo,,,,,,,
2736,1.3,Colombo,,,,,,,
2737,2.4,Colombo,,,,,,,
2738,5.4,Colombo,,,,,,,
2739,4.3,Colombo,,,,,,,
2740,3.2,Colombo,,,,,,,
2741,1.3,Colombo,,,,,,,
2742,3.6,Colombo,,,,,,,
2743,3.7,Colombo,,,,,,,
2744,2.9,Colombo,,,,,,,
2745,8.4,Colombo,,,,,,,
2746,14.2,Colombo,,,,,,,
2747,4.5,Colombo,,,,,,,
2748,1.3,Colombo,,,,,,,
2749,1.8,Colombo,,,,,,,
2750,3.6,Colombo,,,,,,,
2751,2.2,Colombo,,,,,,,
2752,2.1,Colombo,,,,,,,
2753,1.9,Colombo,,,,,,,
2754,1.7,Colombo,,,,,,,
2755,2.5,Colombo,,,,,,,
2756,5.2,Colombo,,,,,,,
2757,7,Colombo,,,,,,,
2758,4.8,Colombo,,,,,,,
2759,2.6,Colombo,,,,,,,
2760,4.5,Colombo,,,,,,,
2761,1.6,Colombo,,,,,,,
2762,1.8,Colombo,,,,,,,
2763,3.2,Colombo,,,,,,,
2764,3.7,Colombo,,,,,,,
2765,12.4,Colombo,,,,,,,
2766,3.6,Colombo,,,,,,,
2767,19.8,Colombo,,,,,,,
2768,15.1,Colombo,,,,,,,
2769,5.7,Colombo,,,,,,,
2770,13.8,Colombo,,,,,,,
2771,2.6,Colombo,,,,,,,
2772,5.8,Colombo,,,,,,,
2773,8.1,Colombo,,,,,,,
2774,13.5,Colombo,,,,,,,
2775,13.1,Colombo,,,,,,,
2776,5.2,Colombo,,,,,,,
2777,5.2,Colombo,,,,,,,
2778,10.1,Colombo,,,,,,,
2779,2.7,Colombo,,,,,,,
2780,0.5,Colombo,,,,,,,
2781,3,Colombo,,,,,,,
2782,1.3,Colombo,,,,,,,
2783,0.8,Colombo,,,,,,,
2784,2.8,Colombo,,,,,,,
2785,6.2,Colombo,,,,,,,
2786,30.4,Colombo,,,,,,,
2787,8.1,Colombo,,,,,,,
2788,7.1,Colombo,,,,,,,
2789,14.4,Colombo,,,,,,,
2790,16.2,Colombo,,,,,,,
2791,4.7,Colombo,,,,,,,
2792,5.3,Colombo,,,,,,,
2793,0.6,Colombo,,,,,,,
2794,3.2,Colombo,,,,,,,
2795,5.9,Colombo,,,,,,,
2796,18.2,Colombo,,,,,,,
2797,2.4,Colombo,,,,,,,
2798,3.8,Colombo,,,,,,,
2799,1.2,Colombo,,,,,,,
2800,6.5,Colombo,,,,,,,
2801,24.7,Colombo,,,,,,,
2802,4.5,Colombo,,,,,,,
2803,9.1,Colombo,,,,,,,
2804,17.7,Colombo,,,,,,,
2805,22,Colombo,,,,,,,
2806,11.5,Colombo,,,,,,,
2807,20.6,Colombo,,,,,,,
2808,17.9,Colombo,,,,,,,
2809,5.1,Colombo,,,,,,,
2810,7,Colombo,,,,,,,
2811,6.9,Colombo,,,,,,,
2812,25,Colombo,,,,,,,
2813,5.2,Colombo,,,,,,,
2814,0.3,Colombo,,,,,,,
2815,1,Colombo,,,,,,,
2816,7.6,Colombo,,,,,,,
2817,1,Colombo,,,,,,,
2818,2.6,Colombo,,,,,,,
2819,3,Colombo,,,,,,,
2820,4.6,Colombo,,,,,,,
2821,1.4,Colombo,,,,,,,
2822,3,Colombo,,,,,,,
2823,5.5,Colombo,,,,,,,
2824,6.9,Colombo,,,,,,,
2825,10.6,Colombo,,,,,,,
2826,8,Colombo,,,,,,,
2827,3.1,Colombo,,,,,,,
2828,1.4,Colombo,,,,,,,
2829,3.7,Colombo,,,,,,,
2830,4,Colombo,,,,,,,
2831,4,Colombo,,,,,,,
2832,5.5,Colombo,,,,,,,
2833,4.6,Colombo,,,,,,,
2834,18.6,Colombo,,,,,,,
2835,11.9,Colombo,,,,,,,
2836,20.2,Colombo,,,,,,,
2837,5.5,Colombo,,,,,,,
2838,6.7,Colombo,,,,,,,
2839,9.5,Colombo,,,,,,,
2840,13.3,Colombo,,,,,,,
2841,10.4,Colombo,,,,,,,
2842,18.1,Colombo,,,,,,,
2843,16.3,Colombo,,,,,,,
2844,5.2,Colombo,,,,,,,
2845,2.3,Colombo,,,,,,,
2846,1.6,Colombo,,,,,,,
2847,8.8,Colombo,,,,,,,
2848,10.2,Colombo,,,,,,,
2849,7.9,Colombo,,,,,,,
2850,6.5,Colombo,,,,,,,
2851,6.1,Colombo,,,,,,,
2852,2,Colombo,,,,,,,
2853,2.5,Colombo,,,,,,,
2854,0.9,Colombo,,,,,,,
2855,1.9,Colombo,,,,,,,
2856,2.6,Colombo,,,,,,,
2857,1.8,Colombo,,,,,,,
2858,10.2,Colombo,,,,,,,
2859,38.5,Colombo,,,,,,,
2860,20.9,Colombo,,,,,,,
2861,8.7,Colombo,,,,,,,
2862,12.9,Colombo,,,,,,,
2863,12.1,Colombo,,,,,,,
2864,17.1,Colombo,,,,,,,
2865,23.4,Colombo,,,,,,,
2866,74.3,Colombo,,,,,,,
2867,34.1,Colombo,,,,,,,
2868,17.9,Colombo,,,,,,,
2869,0.9,Colombo,,,,,,,
2870,2.8,Colombo,,,,,,,
2871,0.3,Colombo,,,,,,,
2872,1.5,Colombo,,,,,,,
2873,6.4,Colombo,,,,,,,
2874,2.3,Colombo,,,,,,,
2875,0,Colombo,,,,,,,
2876,0,Colombo,,,,,,,
2877,0,Colombo,,,,,,,
2878,3.1,Colombo,,,,,,,
2879,3.7,Colombo,,,,,,,
2880,7.4,Colombo,,,,,,,
2881,3.9,Colombo,,,,,,,
2882,10.3,Colombo,,,,,,,
2883,32.5,Colombo,,,,,,,
2884,0,Colombo,,,,,,,
2885,8.3,Colombo,,,,,,,
2886,14.3,Colombo,,,,,,,
2887,3.9,Colombo,,,,,,,
2888,6.2,Colombo,,,,,,,
2889,60.7,Colombo,,,,,,,
2890,66,Colombo,,,,,,,
2891,46.4,Colombo,,,,,,,
2892,5.8,Colombo,,,,,,,
2893,0.4,Colombo,,,,,,,
2894,4.7,Colombo,,,,,,,
2895,0,Colombo,,,,,,,
2896,2.1,Colombo,,,,,,,
2897,0.9,Colombo,,,,,,,
2898,0,Colombo,,,,,,,
2899,0,Colombo,,,,,,,
2900,0,Colombo,,,,,,,
2901,1.3,Colombo,,,,,,,
2902,2.4,Colombo,,,,,,,
2903,5.1,Colombo,,,,,,,
2904,9.2,Colombo,,,,,,,
2905,5.7,Colombo,,,,,,,
2906,4.6,Colombo,,,,,,,
2907,0.1,Colombo,,,,,,,
2908,0,Colombo,,,,,,,
2909,0,Colombo,,,,,,,
2910,15.4,Colombo,,,,,,,
2911,2.1,Colombo,,,,,,,
2912,0.7,Colombo,,,,,,,
2913,0,Colombo,,,,,,,
2914,0.1,Colombo,,,,,,,
2915,0,Colombo,,,,,,,
2916,2.1,Colombo,,,,,,,
2917,2.3,Colombo,,,,,,,
2918,0,Colombo,,,,,,,
2919,0,Colombo,,,,,,,
2920,0,Colombo,,,,,,,
2921,0,Colombo,,,,,,,
2922,0.1,Colombo,,,,,,,
2923,0.4,Colombo,,,,,,,
2924,0,Colombo,,,,,,,
2925,0,Colombo,,,,,,,
2926,0,Colombo,,,,,,,
2927,0,Colombo,,,,,,,
2928,0,Colombo,,,,,,,
2929,0,Colombo,,,,,,,
2930,0,Colombo,,,,,,,
2931,0.7,Colombo,,,,,,,
2932,0.4,Colombo,,,,,,,
2933,4.5,Colombo,,,,,,,
2934,7.3,Colombo,,,,,,,
2935,2.2,Colombo,,,,,,,
2936,0,Colombo,,,,,,,
2937,0,Colombo,,,,,,,
2938,0,Colombo,,,,,,,
2939,0,Colombo,,,,,,,
2940,0,Colombo,,,,,,,
2941,0,Colombo,,,,,,,
2942,0,Colombo,,,,,,,
2943,0,Colombo,,,,,,,
2944,0,Colombo,,,,,,,
2945,0,Colombo,,,,,,,
2946,0,Colombo,,,,,,,
2947,0,Colombo,,,,,,,
2948,0,Colombo,,,,,,,
2949,0,Colombo,,,,,,,
2950,0,Colombo,,,,,,,
2951,3,Colombo,,,,,,,
2952,6.8,Colombo,,,,,,,
2953,1,Colombo,,,,,,,
2954,0.2,Colombo,,,,,,,
2955,0.2,Colombo,,,,,,,
2956,8.5,Colombo,,,,,,,
2957,5.6,Colombo,,,,,,,
2958,4.5,Colombo,,,,,,,
2959,6.4,Colombo,,,,,,,
2960,4.4,Colombo,,,,,,,
2961,1,Colombo,,,,,,,
2962,0.6,Colombo,,,,,,,
2963,0.6,Colombo,,,,,,,
2964,0.9,Colombo,,,,,,,
2965,0.4,Colombo,,,,,,,
2966,0,Colombo,,,,,,,
2967,0.1,Colombo,,,,,,,
2968,0,Colombo,,,,,,,
2969,0,Colombo,,,,,,,
2970,0,Colombo,,,,,,,
2971,0,Colombo,,,,,,,
2972,0,Colombo,,,,,,,
2973,0,Colombo,,,,,,,
2974,0,Colombo,,,,,,,
2975,0,Colombo,,,,,,,
2976,0,Colombo,,,,,,,
2977,15.3,Colombo,,,,,,,
2978,16.8,Colombo,,,,,,,
2979,19.9,Colombo,,,,,,,
2980,13.2,Colombo,,,,,,,
2981,4.3,Colombo,,,,,,,
2982,4.4,Colombo,,,,,,,
2983,17.7,Colombo,,,,,,,
2984,5.5,Colombo,,,,,,,
2985,1.2,Colombo,,,,,,,
2986,2,Colombo,,,,,,,
2987,0,Colombo,,,,,,,
2988,5.6,Colombo,,,,,,,
2989,6.1,Colombo,,,,,,,
2990,17.6,Colombo,,,,,,,
2991,4,Colombo,,,,,,,
2992,7.9,Colombo,,,,,,,
2993,4.3,Colombo,,,,,,,
2994,3.2,Colombo,,,,,,,
2995,1,Colombo,,,,,,,
2996,2.8,Colombo,,,,,,,
2997,5.2,Colombo,,,,,,,
2998,2.9,Colombo,,,,,,,
2999,2.9,Colombo,,,,,,,
3000,0,Colombo,,,,,,,
3001,2.3,Colombo,,,,,,,
3002,1.4,Colombo,,,,,,,
3003,1.7,Colombo,,,,,,,
3004,0,Colombo,,,,,,,
3005,0.2,Colombo,,,,,,,
3006,28.9,Colombo,,,,,,,
3007,8,Colombo,,,,,,,
3008,0,Colombo,,,,,,,
3009,0.9,Colombo,,,,,,,
3010,0,Colombo,,,,,,,
3011,2.1,Colombo,,,,,,,
3012,3.8,Colombo,,,,,,,
3013,0.9,Colombo,,,,,,,
3014,1.3,Colombo,,,,,,,
3015,0.1,Colombo,,,,,,,
3016,0.7,Colombo,,,,,,,
3017,7.2,Colombo,,,,,,,
3018,7.3,Colombo,,,,,,,
3019,3.3,Colombo,,,,,,,
3020,4.4,Colombo,,,,,,,
3021,4.3,Colombo,,,,,,,
3022,22.3,Colombo,,,,,,,
3023,19.5,Colombo,,,,,,,
3024,22.2,Colombo,,,,,,,
3025,9.4,Colombo,,,,,,,
3026,6,Colombo,,,,,,,
3027,6.3,Colombo,,,,,,,
3028,7.2,Colombo,,,,,,,
3029,11.9,Colombo,,,,,,,
3030,2.5,Colombo,,,,,,,
3031,2.3,Colombo,,,,,,,
3032,1.4,Colombo,,,,,,,
3033,3.7,Colombo,,,,,,,
3034,2.1,Colombo,,,,,,,
3035,3.4,Colombo,,,,,,,
3036,5.8,Colombo,,,,,,,
3037,5.3,Colombo,,,,,,,
3038,13.1,Colombo,,,,,,,
3039,8.7,Colombo,,,,,,,
3040,5,Colombo,,,,,,,
3041,3,Colombo,,,,,,,
3042,5.3,Colombo,,,,,,,
3043,4.3,Colombo,,,,,,,
3044,3.2,Colombo,,,,,,,
3045,10.2,Colombo,,,,,,,
3046,8.1,Colombo,,,,,,,
3047,3.5,Colombo,,,,,,,
3048,10.2,Colombo,,,,,,,
3049,23.2,Colombo,,,,,,,
