index,rain_sum,city,,,,,,,
780,0,Colombo,,,,,,,
781,0,Colombo,,,,,,,
782,0,Colombo,,,,,,,
783,0,Colombo,,,,,,,
784,0,Colombo,,,,,,,
785,0,Colombo,,,,,,,
786,0.8,Colombo,,,,,,,
787,11.9,Colombo,,,,,,,
788,6.9,Colombo,,,,,,,
789,1.7,Colombo,,,,,,,
790,7.2,Colombo,,,,,,,
791,0.2,Colombo,,,,,,,
792,0,Colombo,,,,,,,
793,1,Colombo,,,,,,,
794,1.2,Colombo,,,,,,,
795,1.1,Colombo,,,,,,,
796,2.9,Colombo,,,,,,,
797,0.9,Colombo,,,,,,,
798,0,Colombo,,,,,,,
799,2,Colombo,,,,,,,
800,4.6,Colombo,,,,,,,
801,1.5,Colombo,,,,,,,
802,55.6,Colombo,,,,,,,
803,13.2,Colombo,,,,,,,
804,2.6,Colombo,,,,,,,
805,7.6,Colombo,,,,,,,
806,5.1,Colombo,,,,,,,
807,0.4,Colombo,,,,,,,
808,1.3,Colombo,,,,,,,
809,1.7,Colombo,,,,,,,
810,2.2,Colombo,,,,,,,
811,2.3,Colombo,,,,,,,
812,0.6,Colombo,,,,,,,
813,0.2,Colombo,,,,,,,
814,0,Colombo,,,,,,,
815,1.2,Colombo,,,,,,,
816,0.6,Colombo,,,,,,,
817,7.2,Colombo,,,,,,,
818,8.5,Colombo,,,,,,,
819,2.7,Colombo,,,,,,,
820,0.7,Colombo,,,,,,,
821,2.1,Colombo,,,,,,,
822,1.9,Colombo,,,,,,,
823,5.5,Colombo,,,,,,,
824,0.8,Colombo,,,,,,,
825,0.7,Colombo,,,,,,,
826,0.1,Colombo,,,,,,,
827,2.3,Colombo,,,,,,,
828,6.5,Colombo,,,,,,,
829,2.7,Colombo,,,,,,,
830,6.5,Colombo,,,,,,,
831,5.6,Colombo,,,,,,,
832,3.4,Colombo,,,,,,,
833,8.7,Colombo,,,,,,,
834,5.3,Colombo,,,,,,,
835,16.2,Colombo,,,,,,,
836,11,Colombo,,,,,,,
837,8.8,Colombo,,,,,,,
838,3.5,Colombo,,,,,,,
839,1.8,Colombo,,,,,,,
840,1.8,Colombo,,,,,,,
841,3.6,Colombo,,,,,,,
842,17.8,Colombo,,,,,,,
843,6,Colombo,,,,,,,
844,29.5,Colombo,,,,,,,
845,5.8,Colombo,,,,,,,
846,3.7,Colombo,,,,,,,
847,6.6,Colombo,,,,,,,
848,1.4,Colombo,,,,,,,
849,6.3,Colombo,,,,,,,
850,3,Colombo,,,,,,,
851,1.6,Colombo,,,,,,,
852,0.1,Colombo,,,,,,,
853,0,Colombo,,,,,,,
854,0,Colombo,,,,,,,
855,0,Colombo,,,,,,,
856,1.7,Colombo,,,,,,,
857,0.9,Colombo,,,,,,,
858,0,Colombo,,,,,,,
859,0.8,Colombo,,,,,,,
860,0,Colombo,,,,,,,
861,2.6,Colombo,,,,,,,
862,1.6,Colombo,,,,,,,
863,2.2,Colombo,,,,,,,
864,1.8,Colombo,,,,,,,
865,1.6,Colombo,,,,,,,
866,0.3,Colombo,,,,,,,
867,0,Colombo,,,,,,,
868,0.8,Colombo,,,,,,,
869,3.7,Colombo,,,,,,,
870,5.3,Colombo,,,,,,,
871,15.7,Colombo,,,,,,,
872,6.6,Colombo,,,,,,,
873,8.5,Colombo,,,,,,,
874,11.1,Colombo,,,,,,,
875,14.5,Colombo,,,,,,,
876,11.9,Colombo,,,,,,,
877,6.9,Colombo,,,,,,,
878,7.2,Colombo,,,,,,,
879,3.5,Colombo,,,,,,,
880,4.4,Colombo,,,,,,,
881,5.8,Colombo,,,,,,,
882,8.5,Colombo,,,,,,,
883,4.4,Colombo,,,,,,,
884,17.1,Colombo,,,,,,,
885,12.3,Colombo,,,,,,,
886,18.6,Colombo,,,,,,,
887,11.4,Colombo,,,,,,,
888,4.5,Colombo,,,,,,,
889,3.8,Colombo,,,,,,,
890,6.4,Colombo,,,,,,,
891,5.4,Colombo,,,,,,,
892,3.4,Colombo,,,,,,,
893,3.8,Colombo,,,,,,,
894,14.2,Colombo,,,,,,,
895,13.7,Colombo,,,,,,,
896,2.7,Colombo,,,,,,,
897,1.9,Colombo,,,,,,,
898,2,Colombo,,,,,,,
899,1.5,Colombo,,,,,,,
900,3,Colombo,,,,,,,
901,5.7,Colombo,,,,,,,
902,3.8,Colombo,,,,,,,
903,2.7,Colombo,,,,,,,
904,3.2,Colombo,,,,,,,
905,3.3,Colombo,,,,,,,
906,2.5,Colombo,,,,,,,
907,2.7,Colombo,,,,,,,
908,10.6,Colombo,,,,,,,
909,8.4,Colombo,,,,,,,
910,5.8,Colombo,,,,,,,
911,18.9,Colombo,,,,,,,
912,13.9,Colombo,,,,,,,
913,22.7,Colombo,,,,,,,
914,5,Colombo,,,,,,,
915,6.9,Colombo,,,,,,,
916,9.3,Colombo,,,,,,,
917,7.9,Colombo,,,,,,,
918,14.2,Colombo,,,,,,,
919,16.4,Colombo,,,,,,,
920,29.6,Colombo,,,,,,,
921,20.1,Colombo,,,,,,,
922,0.4,Colombo,,,,,,,
923,2.4,Colombo,,,,,,,
924,2.5,Colombo,,,,,,,
925,10.8,Colombo,,,,,,,
926,2.2,Colombo,,,,,,,
927,3.7,Colombo,,,,,,,
928,6.9,Colombo,,,,,,,
929,1,Colombo,,,,,,,
930,1,Colombo,,,,,,,
931,2.2,Colombo,,,,,,,
932,2.9,Colombo,,,,,,,
933,2.7,Colombo,,,,,,,
934,6.1,Colombo,,,,,,,
935,3.3,Colombo,,,,,,,
936,2.8,Colombo,,,,,,,
937,0.4,Colombo,,,,,,,
938,1.6,Colombo,,,,,,,
939,2.3,Colombo,,,,,,,
940,2.4,Colombo,,,,,,,
941,0.3,Colombo,,,,,,,
942,2,Colombo,,,,,,,
943,2.7,Colombo,,,,,,,
944,2.5,Colombo,,,,,,,
945,3.3,Colombo,,,,,,,
946,1,Colombo,,,,,,,
947,3.2,Colombo,,,,,,,
948,4.7,Colombo,,,,,,,
949,3.1,Colombo,,,,,,,
950,1.1,Colombo,,,,,,,
951,5.6,Colombo,,,,,,,
952,9.4,Colombo,,,,,,,
953,23.7,Colombo,,,,,,,
954,9.4,Colombo,,,,,,,
955,5.2,Colombo,,,,,,,
956,5.2,Colombo,,,,,,,
957,10.7,Colombo,,,,,,,
958,24.5,Colombo,,,,,,,
959,10.2,Colombo,,,,,,,
960,9.5,Colombo,,,,,,,
961,2.2,Colombo,,,,,,,
962,2.1,Colombo,,,,,,,
963,3.1,Colombo,,,,,,,
964,3,Colombo,,,,,,,
965,6.6,Colombo,,,,,,,
966,12.6,Colombo,,,,,,,
967,27.5,Colombo,,,,,,,
968,10.3,Colombo,,,,,,,
969,7.6,Colombo,,,,,,,
970,4,Colombo,,,,,,,
971,25.1,Colombo,,,,,,,
972,20.9,Colombo,,,,,,,
973,7.4,Colombo,,,,,,,
974,4.3,Colombo,,,,,,,
975,7.7,Colombo,,,,,,,
976,19.2,Colombo,,,,,,,
977,14.3,Colombo,,,,,,,
978,1.7,Colombo,,,,,,,
979,5.9,Colombo,,,,,,,
980,14.4,Colombo,,,,,,,
981,11.1,Colombo,,,,,,,
982,7,Colombo,,,,,,,
983,23.4,Colombo,,,,,,,
984,12.6,Colombo,,,,,,,
985,5.8,Colombo,,,,,,,
986,2.9,Colombo,,,,,,,
987,2.9,Colombo,,,,,,,
988,6.4,Colombo,,,,,,,
989,3.2,Colombo,,,,,,,
990,9.4,Colombo,,,,,,,
991,5.4,Colombo,,,,,,,
992,1.3,Colombo,,,,,,,
993,15.7,Colombo,,,,,,,
994,2.1,Colombo,,,,,,,
995,21.7,Colombo,,,,,,,
996,4.5,Colombo,,,,,,,
997,27,Colombo,,,,,,,
998,1.8,Colombo,,,,,,,
999,1.7,Colombo,,,,,,,
1000,0.4,Colombo,,,,,,,
1001,2.2,Colombo,,,,,,,
1002,1.3,Colombo,,,,,,,
1003,1.8,Colombo,,,,,,,
1004,0.9,Colombo,,,,,,,
1005,0.1,Colombo,,,,,,,
1006,1.1,Colombo,,,,,,,
1007,0.9,Colombo,,,,,,,
1008,0,Colombo,,,,,,,
1009,0.5,Colombo,,,,,,,
1010,5.2,Colombo,,,,,,,
1011,2.7,Colombo,,,,,,,
1012,14.1,Colombo,,,,,,,
1013,6.1,Colombo,,,,,,,
1014,2.3,Colombo,,,,,,,
1015,7.4,Colombo,,,,,,,
1016,6.3,Colombo,,,,,,,
1017,8.7,Colombo,,,,,,,
1018,27.9,Colombo,,,,,,,
1019,4.6,Colombo,,,,,,,
1020,13.4,Colombo,,,,,,,
1021,30.8,Colombo,,,,,,,
1022,5.9,Colombo,,,,,,,
1023,11.4,Colombo,,,,,,,
1024,19.8,Colombo,,,,,,,
1025,30.4,Colombo,,,,,,,
1026,46.4,Colombo,,,,,,,
1027,17.4,Colombo,,,,,,,
1028,8.6,Colombo,,,,,,,
1029,4.9,Colombo,,,,,,,
1030,42.3,Colombo,,,,,,,
1031,37,Colombo,,,,,,,
1032,42.2,Colombo,,,,,,,
1033,14.1,Colombo,,,,,,,
1034,41.2,Colombo,,,,,,,
1035,33.7,Colombo,,,,,,,
1036,3.8,Colombo,,,,,,,
1037,3.6,Colombo,,,,,,,
1038,2.4,Colombo,,,,,,,
1039,0.7,Colombo,,,,,,,
1040,13.5,Colombo,,,,,,,
1041,43.6,Colombo,,,,,,,
1042,13.3,Colombo,,,,,,,
1043,21.1,Colombo,,,,,,,
1044,18,Colombo,,,,,,,
1045,5.1,Colombo,,,,,,,
1046,2.4,Colombo,,,,,,,
1047,3.5,Colombo,,,,,,,
1048,1.9,Colombo,,,,,,,
1049,39.6,Colombo,,,,,,,
1050,6,Colombo,,,,,,,
1051,0,Colombo,,,,,,,
1052,0,Colombo,,,,,,,
1053,0,Colombo,,,,,,,
1054,0,Colombo,,,,,,,
1055,0.3,Colombo,,,,,,,
1056,1.4,Colombo,,,,,,,
1057,28.1,Colombo,,,,,,,
1058,34.2,Colombo,,,,,,,
1059,3.1,Colombo,,,,,,,
1060,10.6,Colombo,,,,,,,
1061,32.9,Colombo,,,,,,,
1062,6.4,Colombo,,,,,,,
1063,0,Colombo,,,,,,,
1064,0,Colombo,,,,,,,
1065,0,Colombo,,,,,,,
1066,0,Colombo,,,,,,,
1067,0.5,Colombo,,,,,,,
1068,3.7,Colombo,,,,,,,
1069,5.4,Colombo,,,,,,,
1070,17.5,Colombo,,,,,,,
1071,7.7,Colombo,,,,,,,
1072,16.1,Colombo,,,,,,,
1073,0,Colombo,,,,,,,
1074,0.6,Colombo,,,,,,,
1075,0,Colombo,,,,,,,
1076,0.4,Colombo,,,,,,,
1077,0,Colombo,,,,,,,
1078,0,Colombo,,,,,,,
1079,3.5,Colombo,,,,,,,
1080,8.4,Colombo,,,,,,,
1081,6.2,Colombo,,,,,,,
1082,8.9,Colombo,,,,,,,
1083,2.6,Colombo,,,,,,,
1084,9.3,Colombo,,,,,,,
1085,18.5,Colombo,,,,,,,
1086,16.8,Colombo,,,,,,,
1087,2.1,Colombo,,,,,,,
1088,5.9,Colombo,,,,,,,
1089,1.6,Colombo,,,,,,,
1090,3.7,Colombo,,,,,,,
1091,31.1,Colombo,,,,,,,
1092,8.7,Colombo,,,,,,,
1093,6.5,Colombo,,,,,,,
1094,12.6,Colombo,,,,,,,
1095,5,Colombo,,,,,,,
1096,1.9,Colombo,,,,,,,
1097,0.5,Colombo,,,,,,,
1098,18.7,Colombo,,,,,,,
1099,5.2,Colombo,,,,,,,
1100,0,Colombo,,,,,,,
1101,2.4,Colombo,,,,,,,
1102,62.5,Colombo,,,,,,,
1103,0.4,Colombo,,,,,,,
1104,1,Colombo,,,,,,,
1105,5.7,Colombo,,,,,,,
1106,0.4,Colombo,,,,,,,
1107,0.4,Colombo,,,,,,,
1108,0,Colombo,,,,,,,
1109,0,Colombo,,,,,,,
1110,0,Colombo,,,,,,,
1111,0,Colombo,,,,,,,
1112,0,Colombo,,,,,,,
1113,0,Colombo,,,,,,,
1114,0,Colombo,,,,,,,
1115,0,Colombo,,,,,,,
1116,0,Colombo,,,,,,,
1117,0,Colombo,,,,,,,
1118,5.1,Colombo,,,,,,,
1119,3.5,Colombo,,,,,,,
1120,0.2,Colombo,,,,,,,
1121,0.3,Colombo,,,,,,,
1122,0,Colombo,,,,,,,
1123,0,Colombo,,,,,,,
1124,0,Colombo,,,,,,,
1125,0,Colombo,,,,,,,
1126,0,Colombo,,,,,,,
1127,0,Colombo,,,,,,,
1128,0,Colombo,,,,,,,
1129,0,Colombo,,,,,,,
1130,0,Colombo,,,,,,,
1131,2.9,Colombo,,,,,,,
1132,20.6,Colombo,,,,,,,
1133,0.7,Colombo,,,,,,,
1134,8.3,Colombo,,,,,,,
1135,30.8,Colombo,,,,,,,
1136,7.3,Colombo,,,,,,,
1137,9,Colombo,,,,,,,
1138,7.7,Colombo,,,,,,,
1139,12.1,Colombo,,,,,,,
1140,34.8,Colombo,,,,,,,
1141,3.3,Colombo,,,,,,,
1142,1.3,Colombo,,,,,,,
1143,2.9,Colombo,,,,,,,
1144,1,Colombo,,,,,,,
1145,10.8,Colombo,,,,,,,
1146,0.1,Colombo,,,,,,,
1147,0.1,Colombo,,,,,,,
1148,0,Colombo,,,,,,,
1149,0,Colombo,,,,,,,
1150,0,Colombo,,,,,,,
1151,0,Colombo,,,,,,,
1152,0,Colombo,,,,,,,
1153,0,Colombo,,,,,,,
1154,0,Colombo,,,,,,,
1155,0.6,Colombo,,,,,,,
1156,6,Colombo,,,,,,,
1157,0,Colombo,,,,,,,
1158,31.9,Colombo,,,,,,,
1159,3,Colombo,,,,,,,
1160,9.8,Colombo,,,,,,,
1161,8.7,Colombo,,,,,,,
1162,6.9,Colombo,,,,,,,
1163,10.5,Colombo,,,,,,,
1164,0.2,Colombo,,,,,,,
1165,4.2,Colombo,,,,,,,
1166,2,Colombo,,,,,,,
1167,2.5,Colombo,,,,,,,
1168,2.4,Colombo,,,,,,,
1169,12.1,Colombo,,,,,,,
1170,6,Colombo,,,,,,,
1171,3.1,Colombo,,,,,,,
1172,1,Colombo,,,,,,,
1173,3.4,Colombo,,,,,,,
1174,0.3,Colombo,,,,,,,
1175,2.5,Colombo,,,,,,,
1176,0.4,Colombo,,,,,,,
1177,2.2,Colombo,,,,,,,
1178,24.5,Colombo,,,,,,,
1179,25.6,Colombo,,,,,,,
1180,5.6,Colombo,,,,,,,
1181,9.6,Colombo,,,,,,,
1182,3.6,Colombo,,,,,,,
1183,12.2,Colombo,,,,,,,
1184,1.8,Colombo,,,,,,,
1185,3.2,Colombo,,,,,,,
1186,1.2,Colombo,,,,,,,
1187,1.2,Colombo,,,,,,,
1188,0.6,Colombo,,,,,,,
1189,2,Colombo,,,,,,,
1190,4.5,Colombo,,,,,,,
1191,1.9,Colombo,,,,,,,
1192,1,Colombo,,,,,,,
1193,0.7,Colombo,,,,,,,
1194,2.5,Colombo,,,,,,,
1195,8,Colombo,,,,,,,
1196,0,Colombo,,,,,,,
1197,3.4,Colombo,,,,,,,
1198,5.1,Colombo,,,,,,,
1199,2.9,Colombo,,,,,,,
1200,10.5,Colombo,,,,,,,
1201,1,Colombo,,,,,,,
1202,0.4,Colombo,,,,,,,
1203,1.5,Colombo,,,,,,,
1204,1,Colombo,,,,,,,
1205,1.1,Colombo,,,,,,,
1206,0.1,Colombo,,,,,,,
1207,1.9,Colombo,,,,,,,
1208,3.6,Colombo,,,,,,,
1209,5.6,Colombo,,,,,,,
1210,10.2,Colombo,,,,,,,
1211,10.7,Colombo,,,,,,,
1212,6.1,Colombo,,,,,,,
1213,5.4,Colombo,,,,,,,
1214,4.9,Colombo,,,,,,,
1215,10.2,Colombo,,,,,,,
1216,12.7,Colombo,,,,,,,
1217,11,Colombo,,,,,,,
1218,23.4,Colombo,,,,,,,
1219,18.4,Colombo,,,,,,,
1220,13.5,Colombo,,,,,,,
1221,20,Colombo,,,,,,,
1222,10.4,Colombo,,,,,,,
1223,1,Colombo,,,,,,,
1224,2.5,Colombo,,,,,,,
1225,1.6,Colombo,,,,,,,
1226,2.8,Colombo,,,,,,,
1227,6.9,Colombo,,,,,,,
1228,15.6,Colombo,,,,,,,
1229,12.9,Colombo,,,,,,,
1230,2.8,Colombo,,,,,,,
1231,1.3,Colombo,,,,,,,
1232,4.2,Colombo,,,,,,,
1233,3.9,Colombo,,,,,,,
1234,11.8,Colombo,,,,,,,
1235,19.6,Colombo,,,,,,,
1236,11.1,Colombo,,,,,,,
1237,2,Colombo,,,,,,,
1238,6.4,Colombo,,,,,,,
1239,14.3,Colombo,,,,,,,
1240,11.3,Colombo,,,,,,,
1241,7,Colombo,,,,,,,
1242,5,Colombo,,,,,,,
1243,2.3,Colombo,,,,,,,
1244,5.3,Colombo,,,,,,,
1245,20.4,Colombo,,,,,,,
1246,50.5,Colombo,,,,,,,
1247,27.4,Colombo,,,,,,,
1248,21.9,Colombo,,,,,,,
1249,4.8,Colombo,,,,,,,
1250,8.9,Colombo,,,,,,,
1251,10.7,Colombo,,,,,,,
1252,5.6,Colombo,,,,,,,
1253,13.1,Colombo,,,,,,,
1254,33.6,Colombo,,,,,,,
1255,4.5,Colombo,,,,,,,
1256,2.4,Colombo,,,,,,,
1257,13.7,Colombo,,,,,,,
1258,12.7,Colombo,,,,,,,
1259,14.2,Colombo,,,,,,,
1260,6.4,Colombo,,,,,,,
1261,21.2,Colombo,,,,,,,
1262,11.4,Colombo,,,,,,,
1263,13,Colombo,,,,,,,
1264,15.5,Colombo,,,,,,,
1265,16.7,Colombo,,,,,,,
1266,4.4,Colombo,,,,,,,
1267,15.5,Colombo,,,,,,,
1268,10.9,Colombo,,,,,,,
1269,13.1,Colombo,,,,,,,
1270,5.3,Colombo,,,,,,,
1271,9.1,Colombo,,,,,,,
1272,5.6,Colombo,,,,,,,
1273,9.1,Colombo,,,,,,,
1274,9.9,Colombo,,,,,,,
1275,14.6,Colombo,,,,,,,
1276,18.6,Colombo,,,,,,,
1277,5.3,Colombo,,,,,,,
1278,10.8,Colombo,,,,,,,
1279,3,Colombo,,,,,,,
1280,3.4,Colombo,,,,,,,
1281,9.5,Colombo,,,,,,,
1282,2.3,Colombo,,,,,,,
1283,5.6,Colombo,,,,,,,
1284,13.2,Colombo,,,,,,,
1285,14.7,Colombo,,,,,,,
1286,21.5,Colombo,,,,,,,
1287,1.3,Colombo,,,,,,,
1288,3.3,Colombo,,,,,,,
1289,1.8,Colombo,,,,,,,
1290,3.1,Colombo,,,,,,,
1291,1.7,Colombo,,,,,,,
1292,15.7,Colombo,,,,,,,
1293,2.6,Colombo,,,,,,,
1294,6.5,Colombo,,,,,,,
1295,7.4,Colombo,,,,,,,
1296,4.9,Colombo,,,,,,,
1297,6.8,Colombo,,,,,,,
1298,27.6,Colombo,,,,,,,
1299,11.2,Colombo,,,,,,,
1300,13.7,Colombo,,,,,,,
1301,5.4,Colombo,,,,,,,
1302,4.4,Colombo,,,,,,,
1303,1.3,Colombo,,,,,,,
1304,0.9,Colombo,,,,,,,
1305,0.9,Colombo,,,,,,,
1306,0.6,Colombo,,,,,,,
1307,3,Colombo,,,,,,,
1308,4.2,Colombo,,,,,,,
1309,8.6,Colombo,,,,,,,
1310,13.6,Colombo,,,,,,,
1311,31.3,Colombo,,,,,,,
1312,4.4,Colombo,,,,,,,
1313,1.7,Colombo,,,,,,,
1314,1.6,Colombo,,,,,,,
1315,0.2,Colombo,,,,,,,
1316,0.7,Colombo,,,,,,,
1317,1.5,Colombo,,,,,,,
1318,2.4,Colombo,,,,,,,
1319,3.2,Colombo,,,,,,,
1320,2.2,Colombo,,,,,,,
1321,0.9,Colombo,,,,,,,
1322,2.7,Colombo,,,,,,,
1323,1.4,Colombo,,,,,,,
1324,1.9,Colombo,,,,,,,
1325,4.5,Colombo,,,,,,,
1326,0.9,Colombo,,,,,,,
1327,1.9,Colombo,,,,,,,
1328,8.5,Colombo,,,,,,,
1329,1.9,Colombo,,,,,,,
1330,2.6,Colombo,,,,,,,
1331,2.4,Colombo,,,,,,,
1332,1.8,Colombo,,,,,,,
1333,3.4,Colombo,,,,,,,
1334,1.5,Colombo,,,,,,,
1335,1.4,Colombo,,,,,,,
1336,10.3,Colombo,,,,,,,
1337,18.8,Colombo,,,,,,,
1338,1.4,Colombo,,,,,,,
1339,9.8,Colombo,,,,,,,
1340,10.7,Colombo,,,,,,,
1341,6.4,Colombo,,,,,,,
1342,3.8,Colombo,,,,,,,
1343,12.1,Colombo,,,,,,,
1344,17.7,Colombo,,,,,,,
1345,5.9,Colombo,,,,,,,
1346,13.7,Colombo,,,,,,,
1347,11.3,Colombo,,,,,,,
1348,28.2,Colombo,,,,,,,
1349,19.1,Colombo,,,,,,,
1350,23.8,Colombo,,,,,,,
1351,9.6,Colombo,,,,,,,
1352,13.1,Colombo,,,,,,,
1353,5.2,Colombo,,,,,,,
1354,14.4,Colombo,,,,,,,
1355,18.4,Colombo,,,,,,,
1356,18.3,Colombo,,,,,,,
1357,4.2,Colombo,,,,,,,
1358,10.6,Colombo,,,,,,,
1359,3.3,Colombo,,,,,,,
1360,3.8,Colombo,,,,,,,
1361,2.4,Colombo,,,,,,,
1362,0.5,Colombo,,,,,,,
1363,2.6,Colombo,,,,,,,
1364,1,Colombo,,,,,,,
1365,0,Colombo,,,,,,,
1366,2.9,Colombo,,,,,,,
1367,1,Colombo,,,,,,,
1368,4.1,Colombo,,,,,,,
1369,3.6,Colombo,,,,,,,
1370,0.6,Colombo,,,,,,,
1371,5.5,Colombo,,,,,,,
1372,5.3,Colombo,,,,,,,
1373,2.2,Colombo,,,,,,,
1374,0.4,Colombo,,,,,,,
1375,1.6,Colombo,,,,,,,
1376,1.7,Colombo,,,,,,,
1377,2.8,Colombo,,,,,,,
1378,5.5,Colombo,,,,,,,
1379,4.1,Colombo,,,,,,,
1380,6,Colombo,,,,,,,
1381,4.3,Colombo,,,,,,,
1382,2.5,Colombo,,,,,,,
1383,2,Colombo,,,,,,,
1384,14.7,Colombo,,,,,,,
1385,24.1,Colombo,,,,,,,
1386,15.5,Colombo,,,,,,,
1387,29,Colombo,,,,,,,
1388,20.3,Colombo,,,,,,,
1389,13,Colombo,,,,,,,
1390,6.4,Colombo,,,,,,,
1391,2.3,Colombo,,,,,,,
1392,10.2,Colombo,,,,,,,
1393,5.7,Colombo,,,,,,,
1394,0,Colombo,,,,,,,
1395,9.7,Colombo,,,,,,,
1396,1.5,Colombo,,,,,,,
1397,4.4,Colombo,,,,,,,
1398,101.7,Colombo,,,,,,,
1399,44.9,Colombo,,,,,,,
1400,8.4,Colombo,,,,,,,
1401,41.2,Colombo,,,,,,,
1402,12.8,Colombo,,,,,,,
1403,1.8,Colombo,,,,,,,
1404,5.2,Colombo,,,,,,,
1405,15.2,Colombo,,,,,,,
1406,12.5,Colombo,,,,,,,
1407,2.5,Colombo,,,,,,,
1408,12.3,Colombo,,,,,,,
1409,8.3,Colombo,,,,,,,
1410,19.4,Colombo,,,,,,,
1411,14,Colombo,,,,,,,
1412,9.7,Colombo,,,,,,,
1413,0.2,Colombo,,,,,,,
1414,0.2,Colombo,,,,,,,
1415,1.2,Colombo,,,,,,,
1416,1.6,Colombo,,,,,,,
1417,1.4,Colombo,,,,,,,
1418,4.3,Colombo,,,,,,,
1419,0,Colombo,,,,,,,
1420,0.1,Colombo,,,,,,,
1421,6.6,Colombo,,,,,,,
1422,24.5,Colombo,,,,,,,
1423,3.3,Colombo,,,,,,,
1424,0.9,Colombo,,,,,,,
1425,0.4,Colombo,,,,,,,
1426,0,Colombo,,,,,,,
1427,0,Colombo,,,,,,,
1428,1.1,Colombo,,,,,,,
1429,6.9,Colombo,,,,,,,
1430,11.6,Colombo,,,,,,,
1431,20.4,Colombo,,,,,,,
1432,3.5,Colombo,,,,,,,
1433,1.7,Colombo,,,,,,,
1434,7.7,Colombo,,,,,,,
1435,1.3,Colombo,,,,,,,
1436,0.8,Colombo,,,,,,,
1437,0.2,Colombo,,,,,,,
1438,0.3,Colombo,,,,,,,
1439,0,Colombo,,,,,,,
1440,0.4,Colombo,,,,,,,
1441,4.4,Colombo,,,,,,,
1442,7.9,Colombo,,,,,,,
1443,19.2,Colombo,,,,,,,
1444,14,Colombo,,,,,,,
1445,0,Colombo,,,,,,,
1446,0,Colombo,,,,,,,
1447,0,Colombo,,,,,,,
1448,1.6,Colombo,,,,,,,
1449,9,Colombo,,,,,,,
1450,3.8,Colombo,,,,,,,
1451,0.3,Colombo,,,,,,,
1452,0,Colombo,,,,,,,
1453,4.7,Colombo,,,,,,,
1454,1.1,Colombo,,,,,,,
1455,0,Colombo,,,,,,,
1456,0.4,Colombo,,,,,,,
1457,0,Colombo,,,,,,,
1458,0,Colombo,,,,,,,
1459,0,Colombo,,,,,,,
1460,0,Colombo,,,,,,,
1461,0,Colombo,,,,,,,
1462,0,Colombo,,,,,,,
1463,0,Colombo,,,,,,,
1464,0,Colombo,,,,,,,
1465,0,Colombo,,,,,,,
1466,0.6,Colombo,,,,,,,
1467,8.2,Colombo,,,,,,,
1468,1.7,Colombo,,,,,,,
1469,0.7,Colombo,,,,,,,
1470,0.5,Colombo,,,,,,,
1471,0,Colombo,,,,,,,
1472,3.5,Colombo,,,,,,,
1473,0,Colombo,,,,,,,
1474,1,Colombo,,,,,,,
1475,5.2,Colombo,,,,,,,
1476,0.5,Colombo,,,,,,,
1477,0,Colombo,,,,,,,
1478,0.3,Colombo,,,,,,,
1479,0,Colombo,,,,,,,
1480,0,Colombo,,,,,,,
1481,0,Colombo,,,,,,,
1482,0,Colombo,,,,,,,
1483,0.3,Colombo,,,,,,,
1484,0.1,Colombo,,,,,,,
1485,0,Colombo,,,,,,,
1486,0,Colombo,,,,,,,
1487,0,Colombo,,,,,,,
1488,6.6,Colombo,,,,,,,
1489,7.3,Colombo,,,,,,,
1490,0,Colombo,,,,,,,
1491,0.7,Colombo,,,,,,,
1492,0.1,Colombo,,,,,,,
1493,0.4,Colombo,,,,,,,
1494,0,Colombo,,,,,,,
1495,0,Colombo,,,,,,,
1496,0,Colombo,,,,,,,
1497,0,Colombo,,,,,,,
1498,0,Colombo,,,,,,,
1499,0,Colombo,,,,,,,
1500,0,Colombo,,,,,,,
1501,0,Colombo,,,,,,,
1502,0,Colombo,,,,,,,
1503,0,Colombo,,,,,,,
1504,0,Colombo,,,,,,,
1505,0,Colombo,,,,,,,
1506,0,Colombo,,,,,,,
1507,0.2,Colombo,,,,,,,
1508,0.3,Colombo,,,,,,,
1509,0.9,Colombo,,,,,,,
1510,0.1,Colombo,,,,,,,
1511,4.9,Colombo,,,,,,,
1512,0.7,Colombo,,,,,,,
1513,0.1,Colombo,,,,,,,
1514,1.1,Colombo,,,,,,,
1515,0.8,Colombo,,,,,,,
1516,0,Colombo,,,,,,,
1517,0,Colombo,,,,,,,
1518,1.4,Colombo,,,,,,,
1519,2,Colombo,,,,,,,
1520,0.3,Colombo,,,,,,,
1521,0.3,Colombo,,,,,,,
1522,0.4,Colombo,,,,,,,
1523,0.8,Colombo,,,,,,,
1524,4.9,Colombo,,,,,,,
1525,1.9,Colombo,,,,,,,
1526,10.3,Colombo,,,,,,,
1527,0.5,Colombo,,,,,,,
1528,1.1,Colombo,,,,,,,
1529,0,Colombo,,,,,,,
1530,0.8,Colombo,,,,,,,
1531,0,Colombo,,,,,,,
1532,0.7,Colombo,,,,,,,
1533,0.1,Colombo,,,,,,,
1534,0.2,Colombo,,,,,,,
1535,0,Colombo,,,,,,,
1536,3.8,Colombo,,,,,,,
1537,26,Colombo,,,,,,,
1538,4,Colombo,,,,,,,
1539,9,Colombo,,,,,,,
1540,3.8,Colombo,,,,,,,
1541,1.2,Colombo,,,,,,,
1542,0,Colombo,,,,,,,
1543,0.4,Colombo,,,,,,,
